,Date,Team,Acquired,Relinquished,Notes
4,1955-01-27,49ers,• Matt Hazeltine,,1955 NFL draft fourth round pick (#45 overall)
5,1955-01-27,49ers,• Eldred Kraemer,,1955 NFL draft fifth round pick (#58 overall)
6,1955-01-27,49ers,• Bobby Luna,,1955 NFL draft sixth round pick (#69 overall)
7,1955-01-27,49ers,• Johnny Dean,,1955 NFL draft seventh round pick (#82 overall)
8,1955-01-27,49ers,• Fred Meyers,,1955 NFL draft eighth round pick (#93 overall)
9,1955-01-27,49ers,• Fred Preziosio,,1955 NFL draft ninth round pick (#106 overall)
10,1955-01-27,49ers,• Ron Aschbacker,,1955 NFL draft tenth round pick (#117 overall)
11,1955-01-27,49ers,• Rudy Rotella,,1955 NFL draft eleventh round pick (#130 overall)
12,1955-01-27,49ers,• Lou Palatella,,1955 NFL draft twelfth round pick (#141 overall)
13,1955-01-27,49ers,• Rich Gaskell / Richie Gaskell / Dick Gaskell,,1955 NFL draft 13th round pick (#154 overall)
14,1955-01-27,49ers,• Nick McKeithan,,1955 NFL draft 14th round pick (#165 overall)
15,1955-01-27,49ers,• Burdette Hess,,1955 NFL draft 15th round pick (#178 overall)
16,1955-01-27,49ers,• Jim Hall,,1955 NFL draft 16th round pick (#189 overall)
17,1955-01-27,49ers,• Bob Newton (a),,1955 NFL draft 17th round pick (#202 overall)
18,1955-01-27,49ers,• Ron Pheister,,1955 NFL draft 18th round pick (#213 overall)
19,1955-01-27,49ers,• John Garzoli,,1955 NFL draft 19th round pick (#226 overall)
20,1955-01-27,49ers,• Glen Dyer,,1955 NFL draft 20th round pick (#237 overall)
21,1955-01-27,49ers,• George Maderos,,1955 NFL draft 21st round pick (#250 overall)
22,1955-01-27,49ers,• Pete Vann,,1955 NFL draft 22nd round pick (#261 overall)
23,1955-01-27,49ers,• Tom Gunnari,,1955 NFL draft 23rd round pick (#274 overall)
24,1955-01-27,49ers,• Bob Heaston,,1955 NFL draft 24th round pick (#285 overall)
25,1955-01-27,49ers,• Dewey Wade,,1955 NFL draft 25th round pick (#298 overall)
1,1955-01-27,49ers,• Johnny Kerr (a),,1955 NFL draft 26th round pick (#309 overall)
2,1955-01-27,49ers,• Dick Shockey,,1955 NFL draft 27th round pick (#322 overall)
3,1955-01-27,49ers,• Don Sanders (a),,1955 NFL draft 28th round pick (#333 overall)
4,1955-01-27,49ers,• Otto Kniedinger,,1955 NFL draft 29th round pick (#346 overall)
5,1955-01-27,49ers,• Bob Gongola,,1955 NFL draft 30th round pick (#356 overall)
6,1955-07-01,49ers,,• Bruno Banducci,(date approximate)
7,1955-07-01,49ers,,• Don Burke,(date approximate)
8,1955-07-01,49ers,,• Jackson Brumfield / Brummie Brumfield,(date approximate)
9,1955-07-01,49ers,,• Pete Brown,(date approximate)
10,1955-09-10,49ers,• Ed Beatty,• Jim Cason / Jimmy Cason  • Nick Feher  • 1956 fifth round pick (#51-Jim Freeman),trade with Rams
11,1955-09-19,49ers,• Ted Vaught,• 1956 draft pick (?-?),trade with Eagles
12,1955-09-20,49ers,,• Bill Jessup / Billy Jessup,placed on IR
13,1955-09-20,49ers,,• Frank Mincevich,waived
14,1955-09-20,49ers,,• John Williams / Johnny Williams (Elliott),waived
15,1955-09-20,49ers,,• Pat O'Donahue,waived
16,1955-10-04,49ers,,• Lowell Wagner,released
17,1955-10-04,49ers,,• Ted Vaught,released
18,1955-11-28,49ers,• Earl Morrall,,1956 NFL draft first round pick (#2 overall)
19,1955-11-28,49ers,• Bruce Bosley,,1956 NFL draft second round pick (#15 overall)
20,1955-11-28,49ers,• Bill Herchman,,1956 NFL draft third round pick (#26 overall)
21,1955-12-08,49ers,,• Joe Perry,knee injury (out)
22,1956-01-12,49ers,• Frankie Albert,,hired as head coach
23,1956-01-17,49ers,• Frank Pajaczkowski,,1956 NFL draft fourth round pick (#40 overall)
24,1956-01-17,49ers,• Tony Sardisco,,1956 NFL draft sixth round pick (#64 overall)
25,1956-01-17,49ers,• Larry Barnes (a),,1956 NFL draft seventh round pick (#75 overall)
1,1956-01-17,49ers,• Charley Smith,,1956 NFL draft eighth round pick (#88 overall)
2,1956-01-17,49ers,• Jim Cox,,1956 NFL draft ninth round pick (#99 overall)
3,1956-01-17,49ers,• Jerry Zaleski,,1956 NFL draft tenth round pick (#112 overall)
4,1956-01-17,49ers,• Stew Pell,,1956 NFL draft eleventh round pick (#123 overall)
5,1956-01-17,49ers,• Roger Swedberg,,1956 NFL draft twelfth round pick (#136 overall)
6,1956-01-17,49ers,• Ralph Moody,,1956 NFL draft 13th round pick (#147 overall)
7,1956-01-17,49ers,• R.C. Owens,,1956 NFL draft 14th round pick (#160 overall)
8,1956-01-17,49ers,• Gene Boyd,,1956 NFL draft 15th round pick (#172 overall)
9,1956-01-17,49ers,• Reed Henderson,,1956 NFL draft 15th round pick (#171 overall)
10,1956-01-17,49ers,• George Herring,,1956 NFL draft 16th round pick (#184 overall)
11,1956-01-17,49ers,• Dick Weiss,,1956 NFL draft 17th round pick (#195 overall)
12,1956-01-17,49ers,• Bill Yelverton / Billy Yelverton,,1956 NFL draft 18th round pick (#208 overall)
13,1956-01-17,49ers,• Pete Arrigoni,,1956 NFL draft 19th round pick (#219 overall)
14,1956-01-17,49ers,• Bob Scarbrough,,1956 NFL draft 20th round pick (#232 overall)
15,1956-01-18,49ers,• L.C. Joyner,,1956 NFL draft 21st round pick (#243 overall)
16,1956-01-18,49ers,• Clarence Wessman,,1956 NFL draft 22nd round pick (#256 overall)
17,1956-01-18,49ers,• Mike Monroe,,1956 NFL draft 23rd round pick (#267 overall)
18,1956-01-18,49ers,• Ed Wallace,,1956 NFL draft 24th round pick (#280 overall)
19,1956-01-18,49ers,• Paul Goad,,1956 NFL draft 25th round pick (#291 overall)
20,1956-01-18,49ers,• Rommie Loudd,,1956 NFL draft 26th round pick (#304 overall)
21,1956-01-18,49ers,• Jerry Gustafson,,1956 NFL draft 27th round pick (#315 overall)
22,1956-01-18,49ers,• Jerry Drew,,1956 NFL draft 28th round pick (#328 overall)
23,1956-01-18,49ers,• Dean Benson,,1956 NFL draft 29th round pick (#339 overall)
24,1956-01-18,49ers,• Bob Mitchell,,1956 NFL draft 30th round pick (#351 overall)
25,1956-05-18,49ers,• 1957 draft pick (probably #46-Mike Sandusky),• Doug Hogland,trade with Cardinals
1,1956-07-01,49ers,,• Hardy Brown,(date approximate)
2,1956-07-01,49ers,• John Gonzaga,,signed free agent (date approximate)
3,1956-08-14,49ers,,• Gene Boyd,cut
4,1956-08-14,49ers,,• Rupert Andrews / Rupe Andrews,cut
5,1956-08-15,49ers,,• Maury Duncan,released (date approximate)
6,1956-09-09,49ers,• Bob Cross / Bobby Cross,• 1957 third round pick (#27-George Strugar),trade with Rams
7,1956-09-11,49ers,,• Harry Babcock,waived
8,1956-10-30,49ers,,• Fred Bruney,cut
9,1956-11-13,49ers,,• Ralph Jecha,released
10,1956-11-26,49ers,• John Brodie,,1957 NFL draft first round pick (#3 overall)
11,1956-11-26,49ers,• Abe Woodson,,1957 NFL draft second round pick (#15 overall)
12,1956-11-26,49ers,• Jim Ridlon,,1957 NFL draft fourth round pick (#39 overall)
13,1956-11-26,49ers,• Mike Sandusky,,1957 NFL draft fourth round pick (#46 overall)
14,1957-01-31,49ers,• Karl Rubke,,1957 NFL draft fifth round pick (#56 overall)
15,1957-01-31,49ers,• Bill Rhodes,,1957 NFL draft sixth round pick (#62 overall)
16,1957-01-31,49ers,• Jim Hunter,,1957 NFL draft sixth round pick (#68 overall)
17,1957-01-31,49ers,• Fred Dugan / Butch Dugan,,1957 NFL draft seventh round pick (#80 overall)
18,1957-01-31,49ers,• Ernie Pitts,,1957 NFL draft eighth round pick (#92 overall)
19,1957-01-31,49ers,• Charlie Brueckman / Charley Bruecker,,1957 NFL draft ninth round pick (#104 overall)
20,1957-01-31,49ers,• Jerry Hurst,,1957 NFL draft tenth round pick (#116 overall)
21,1957-01-31,49ers,• Tommy Davis (Ray),,1957 NFL draft eleventh round pick (#128 overall)
22,1957-01-31,49ers,• Fred Sington,,1957 NFL draft twelfth round pick (#140 overall)
23,1957-01-31,49ers,• Charley Mackey,,1957 NFL draft 13th round pick (#152 overall)
24,1957-01-31,49ers,• Ron Warzeka,,1957 NFL draft 14th round pick (#164 overall)
25,1957-01-31,49ers,• Earl Kaiser,,1957 NFL draft 15th round pick (#176 overall)
1,1957-01-31,49ers,• Vic Kristopalitis,,1957 NFL draft 16th round pick (#188 overall)
2,1957-01-31,49ers,• Dave Kuhn,,1957 NFL draft 17th round pick (#200 overall)
3,1957-01-31,49ers,• Dick Guy,,1957 NFL draft 18th round pick (#212 overall)
4,1957-01-31,49ers,• Gene Babb,,1957 NFL draft 19th round pick (#224 overall)
5,1957-01-31,49ers,• Sid DeLoatch,,1957 NFL draft 20th round pick (#236 overall)
6,1957-01-31,49ers,• Fred Wilcox,,1957 NFL draft 21st round pick (#248 overall)
7,1957-01-31,49ers,• Paul Tripp,,1957 NFL draft 22nd round pick (#260 overall)
8,1957-01-31,49ers,• John Thomas (b),,1957 NFL draft 23rd round pick (#272 overall)
9,1957-01-31,49ers,• John Ladner,,1957 NFL draft 24th round pick (#284 overall)
10,1957-01-31,49ers,• Ray Meyer,,1957 NFL draft 25th round pick (#296 overall)
11,1957-01-31,49ers,• Tom Topping,,1957 NFL draft 26th round pick (#308 overall)
12,1957-01-31,49ers,• Don Vicic,,1957 NFL draft 27th round pick (#320 overall)
13,1957-01-31,49ers,• Bill Curtis,,1957 NFL draft 28th round pick (#332 overall)
14,1957-01-31,49ers,• Vern Hallbeck,,1957 NFL draft 29th round pick (#344 overall)
15,1957-01-31,49ers,• George Parks,,1957 NFL draft 30th round pick (#355 overall)
16,1957-05-15,49ers,• Bill Stits,• John Henry Johnson  • 1958 seventh round pick (#83-Ralph Pfeifer),trade with Lions
17,1957-07-01,49ers,,• Rex Berry,(date approximate)
18,1957-09-03,49ers,,• Ed Beatty,waived
19,1957-09-03,49ers,,• Merle Flattley,waived
20,1957-09-03,49ers,,• Bill Bowman,waived
21,1957-09-04,49ers,?,• Ed Beatty,trade with Steelers (date approximate)
22,1957-09-16,49ers,,• Earl Bechtel,released
23,1957-09-16,49ers,,• John Thomas (b),released
24,1957-09-16,49ers,,• Ron Warzeka,released
25,1957-09-16,49ers,,• Vic Kristopalitis,released
1,1957-09-16,49ers,• Marv Matuszak  • 1958 first round pick (#8-Jim Pace)  • 1959 first round pick (#8-Dan James),• Earl Morrall  • Mike Sandusky,trade with Steelers
2,1957-09-19,49ers,• Val Joe Walker,• 1958 15th round pick (#179-John Scheldrup),trade with Lions
3,1957-10-27,49ers,,• Tony Morabito,owner deceased
4,1957-10-27,49ers,• Josephine Morabito  • Victor Morabito  • Albert J. Ruffo  • Dr. William E. O'Grady  • Franklin Mieuli  • Lawrence Purcell  • James Ginella  • Louis Spadia  • Frankie Albert,,assumed ownership of team
5,1957-12-02,49ers,• Charlie Krueger,,1958 NFL draft first round pick (#9 overall)
6,1957-12-02,49ers,• Jim Pace,,1958 NFL draft first round pick (#8 overall)
7,1957-12-02,49ers,• Bob Newman,,1958 NFL draft second round pick (#22 overall)
8,1957-12-02,49ers,• Bob Hoppe,,1958 NFL draft third round pick (#33 overall)
9,1957-12-02,49ers,• John Varone,,1958 NFL draft fourth round pick (#46 overall)
10,1958-01-28,49ers,• Billy Atkins,,1958 NFL draft fifth round pick (#59 overall)
11,1958-01-28,49ers,• Henry Schmidt,,1958 NFL draft sixth round pick (#71 overall)
12,1958-01-28,49ers,• Leon Burton,,1958 NFL draft eighth round pick (#87 overall)
13,1958-01-28,49ers,• Ron Mills,,1958 NFL draft eighth round pick (#95 overall)
14,1958-01-28,49ers,• George Troutman,,1958 NFL draft ninth round pick (#107 overall)
15,1958-01-28,49ers,• Vel Heckman,,1958 NFL draft tenth round pick (#119 overall)
16,1958-01-28,49ers,• Hogan Wharton,,1958 NFL draft eleventh round pick (#131 overall)
17,1958-01-28,49ers,• Pete Williams,,1958 NFL draft twelfth round pick (#143 overall)
18,1958-01-28,49ers,• Hal Dukes,,1958 NFL draft 13th round pick (#155 overall)
19,1958-01-28,49ers,• Jim Yore,,1958 NFL draft 13th round pick (#151 overall)
20,1958-01-28,49ers,• Max Fields,,1958 NFL draft 14th round pick (#167 overall)
21,1958-01-28,49ers,• George Shirkey,,1958 NFL draft 16th round pick (#191 overall)
22,1958-01-28,49ers,• John Wittenborn,,1958 NFL draft 17th round pick (#203 overall)
23,1958-01-28,49ers,• Dennit Morris,,1958 NFL draft 18th round pick (#215 overall)
24,1958-01-28,49ers,• Ronnie Mushatt,,1958 NFL draft 19th round pick (#227 overall)
25,1958-01-28,49ers,• Jerry Mertens,,1958 NFL draft 20th round pick (#239 overall)
1,1958-01-28,49ers,• Don Christian,,1958 NFL draft 21st round pick (#251 overall)
2,1958-01-28,49ers,• Bruce Hartman,,1958 NFL draft 22nd round pick (#263 overall)
3,1958-01-28,49ers,• Larry Fields,,1958 NFL draft 23rd round pick (#275 overall)
4,1958-01-28,49ers,• Dee Mackey,,1958 NFL draft 24th round pick (#287 overall)
5,1958-01-28,49ers,• Bill Kaczmarek,,1958 NFL draft 25th round pick (#299 overall)
6,1958-01-28,49ers,• Hilliard Hill,,1958 NFL draft 26th round pick (#311 overall)
7,1958-01-28,49ers,• Bob Witucki,,1958 NFL draft 27th round pick (#323 overall)
8,1958-01-28,49ers,• Garland Warren,,1958 NFL draft 28th round pick (#335 overall)
9,1958-01-28,49ers,• Herman Hodges,,1958 NFL draft 29th round pick (#347 overall)
10,1958-01-28,49ers,• Ted Stahura,,1958 NFL draft 30th round pick (#358 overall)
11,1958-06-13,49ers,• Gene Babb,,re-signed
12,1958-06-13,49ers,• John Brodie,,re-signed
13,1958-07-01,49ers,,• Joe Arenas,(date approximate)
14,1958-07-01,49ers,• Bill Atkins / Billy Atkins,,(date approximate)
15,1958-07-26,49ers,• Gordon Soltau / Gordy Soltau / Gordie Soltau,,re-signed
16,1958-08-31,49ers,,• Billy Wilson (a),separated shoulder
17,1958-08-31,49ers,• undisclosed draft pick (possibly 1959 #74-Don Rogers),• Bob Cross / Bobby Cross,trade with Cardinals
18,1958-09-23,49ers,,• Bob Holladay,waived
19,1958-09-23,49ers,,• Charlie Brueckman / Charley Bruecker,waived
20,1958-09-23,49ers,,• Larry Barnes (a),waived
21,1958-11-13,49ers,• Jerry Tubbs,,signed / claimed off waivers?
22,1958-11-13,49ers,,• Marv Matuszak,waived
23,1958-12-01,49ers,• Dan James,,1959 NFL draft first round pick (#8 overall)
24,1958-12-01,49ers,• Dave Baker,,1959 NFL draft first round pick (#5 overall)
25,1958-12-01,49ers,• Robert Harrison / Bob Harrison,,1959 NFL draft second round pick (#17 overall)
1,1958-12-01,49ers,• Eddie Dove,,1959 NFL draft third round pick (#29 overall)
2,1958-12-01,49ers,• Monte Clark,,1959 NFL draft fourth round pick (#41 overall)
3,1959-01-01,49ers,• Bob Shaw (b. 1921-05-22),,hired as offensive ends / backfield coach (date approximate)
4,1959-01-21,49ers,• Frank Geremia,,1959 NFL draft fifth round pick (#54 overall)
5,1959-01-21,49ers,• Tony Bavaro,,1959 NFL draft sixth round pick (#66 overall)
6,1959-01-21,49ers,• Daniel Colchico / Dan Colchico,,1959 NFL draft seventh round pick (#78 overall)
7,1959-01-21,49ers,• Don Rogers,,1959 NFL draft seventh round pick (#74 overall)
8,1959-01-21,49ers,• Lew Aiken,,1959 NFL draft eighth round pick (#90 overall)
9,1959-01-21,49ers,• Bobby Joe Green,,1959 NFL draft ninth round pick (#102 overall)
10,1959-01-21,49ers,• Bronko Nagurski Jr.,,1959 NFL draft tenth round pick (#114 overall)
11,1959-01-21,49ers,• Jack Hayes,,1959 NFL draft eleventh round pick (#126 overall)
12,1959-01-21,49ers,• Bill Korutz,,1959 NFL draft twelfth round pick (#138 overall)
13,1959-01-21,49ers,• Bill Lopasky,,1959 NFL draft 13th round pick (#150 overall)
14,1959-01-21,49ers,• Mike Dukes,,1959 NFL draft 14th round pick (#162 overall)
15,1959-01-21,49ers,• Joe Belland,,1959 NFL draft 15th round pick (#174 overall)
16,1959-01-21,49ers,• Bob Cook,,1959 NFL draft 16th round pick (#186 overall)
17,1959-01-21,49ers,• Jerome Jurczak,,1959 NFL draft 17th round pick (#198 overall)
18,1959-01-21,49ers,• Jack Cowley,,1959 NFL draft 18th round pick (#210 overall)
19,1959-01-21,49ers,• Tom Osborne,,1959 NFL draft 19th round pick (#222 overall)
20,1959-01-21,49ers,• Toby Deese,,1959 NFL draft 20th round pick (#234 overall)
21,1959-01-21,49ers,• Luther Carr,,1959 NFL draft 21st round pick (#246 overall)
22,1959-01-21,49ers,• Burnio McQueen,,1959 NFL draft 22nd round pick (#258 overall)
23,1959-01-21,49ers,• Bruce Dollahan,,1959 NFL draft 23rd round pick (#270 overall)
24,1959-01-21,49ers,• Craig Chudy,,1959 NFL draft 24th round pick (#282 overall)
25,1959-01-21,49ers,• Roy Gee,,1959 NFL draft 25th round pick (#294 overall)
1,1959-01-21,49ers,• Ed Young,,1959 NFL draft 26th round pick (#306 overall)
2,1959-01-21,49ers,• Mel Semenko,,1959 NFL draft 27th round pick (#318 overall)
3,1959-01-21,49ers,• Mike McCluskey,,1959 NFL draft 28th round pick (#330 overall)
4,1959-01-21,49ers,• Jack Bolton,,1959 NFL draft 29th round pick (#342 overall)
5,1959-01-21,49ers,• Bob Carter (b),,1959 NFL draft 30th round pick (#354 overall)
6,1959-05-12,49ers,• 1960 second round pick (#16-Mike Magac),• Bob Toneff,trade with Redskins
7,1959-07-01,49ers,,• Gordon Soltau / Gordy Soltau / Gordie Soltau,retired (date approximate)
8,1959-08-10,49ers,,• Bill Yelverton / Billy Yelverton,cut
9,1959-08-24,49ers,,• Gene Babb,player quit team
10,1959-09-09,49ers,,• Bill Stits,trade with Redskins
11,1959-09-22,49ers,,• Jim Pace,placed on IR with torn cartilage in right knee (surgery) (date approximate)
12,1959-11-30,49ers,• Monte Stickles / Monty Stickles,,1960 NFL draft first round pick (#11 overall)
13,1959-11-30,49ers,• Carl Kammerer / Chuck Kammerer,,1960 NFL draft second round pick (#22 overall)
14,1959-11-30,49ers,• Mike Magac / Mike Magas,,1960 NFL draft second round pick (#16 overall)
15,1959-11-30,49ers,• Rodney Breedlove / Rod Breedlove,,1960 NFL draft third round pick (#35 overall)
16,1959-11-30,49ers,• Ray Norton,,1960 NFL draft fourth round pick (#46 overall)
17,1959-11-30,49ers,• Len Rohde,,1960 NFL draft fifth round pick (#59 overall)
18,1959-11-30,49ers,• Ola Lee Murchison / Ola Murchison / Lee Murchison,,1960 NFL draft sixth round pick (#70 overall)
19,1959-11-30,49ers,• Bobby Waters / Robert Waters?,,1960 NFL draft seventh round pick (#83 overall)
20,1959-11-30,49ers,• Bill Mathis,,1960 NFL draft eighth round pick (#88 overall)
21,1959-11-30,49ers,• Max Fugler,,1960 NFL draft eighth round pick (#94 overall)
22,1959-11-30,49ers,• Bobby Wasden,,1960 NFL draft ninth round pick (#107 overall)
23,1959-11-30,49ers,• Mel Branch,,1960 NFL draft tenth round pick (#118 overall)
24,1959-11-30,49ers,• Ed Pitts,,1960 NFL draft eleventh round pick (#126 overall)
25,1959-11-30,49ers,• Ernie Hansen,,1960 NFL draft eleventh round pick (#131 overall)
1,1959-11-30,49ers,• Jim Williams (b),,1960 NFL draft twelfth round pick (#142 overall)
2,1959-11-30,49ers,• Dean Hinshaw,,1960 NFL draft 13th round pick (#155 overall)
3,1959-11-30,49ers,• Gary Campbell,,1960 NFL draft 14th round pick (#166 overall)
4,1959-11-30,49ers,• Mike Dowdie,,1960 NFL draft 15th round pick (#179 overall)
5,1959-11-30,49ers,• Jim Heinke,,1960 NFL draft 16th round pick (#190 overall)
6,1959-11-30,49ers,• Austin Gonsoulin / Goose Gonsoulin,,1960 NFL draft 17th round pick (#203 overall)
7,1959-11-30,49ers,• Carl Robinson,,1960 NFL draft 18th round pick (#214 overall)
8,1959-11-30,49ers,• Bobby Pate,,1960 NFL draft 19th round pick (#227 overall)
9,1959-11-30,49ers,• Jim Woodward,,1960 NFL draft 20th round pick (#238 overall)
10,1960-01-02,49ers,• Max Fugler,,signed eighth round pick
11,1960-03-13,49ers,• 1961 first round pick (#6-Jimmy Johnson / Jimmie Johnson),• Dick Moegle / Dicky Moegle / Dickie Moegle,trade with Steelers
