,Date,Team,Acquired,Relinquished,Notes
7,2017-03-09,Lions,,• Garrett Reynolds,player became an unrestricted free agent
8,2017-03-09,Lions,,• Joique Bell,player became an unrestricted free agent
9,2017-03-09,Lions,,• Jonathan Bostic / Jon Bostic (b),player became an unrestricted free agent
10,2017-03-09,Lions,,• Josh Bynes,player became an unrestricted free agent
11,2017-03-09,Lions,,• Larry Warford,player became an unrestricted free agent
12,2017-03-09,Lions,,• Matthew Mulligan,player became an unrestricted free agent
13,2017-03-09,Lions,,• Rafael Bush,player became an unrestricted free agent
14,2017-03-09,Lions,,• Riley Reiff,player became an unrestricted free agent
15,2017-03-09,Lions,,• Stefan Charles,player became an unrestricted free agent
16,2017-03-09,Lions,,• Timothy Wright / Tim Wright (a),player became an unrestricted free agent
17,2017-03-09,Lions,,• Tyrunn Walker,player became an unrestricted free agent
18,2017-03-10,Lions,• Akeem Spence,,signed unrestricted free agent to a 3-year $9M contract through 2019
19,2017-03-10,Lions,• Cornelius Washington,,signed unrestricted free agent to a 2-year $5.8M contract through 2018
20,2017-03-10,Lions,• Paul Worrilow,,signed unrestricted free agent to a 1-year contract
21,2017-03-10,Lions,• Rick Wagner / Ricky Wagner,,signed unrestricted free agent to a 5-year $47.5M contract through 2021
22,2017-03-11,Lions,• D.J. Hayden,,signed unrestricted free agent to a 1-year $3.75M contract
23,2017-03-11,Lions,• Darren Fells,,signed free agent to a 1-year $1.5M contract
24,2017-03-11,Lions,• Keshawn Martin,,signed free agent to a 1-year $885K contract
25,2017-03-13,Lions,• T.J. Lang (John),,signed unrestricted free agent to a 3-year $28.5M contract through 2019
1,2017-03-15,Lions,• Don Muhlbach,,re-signed unrestricted free agent to a 1-year contract
2,2017-03-20,Lions,• Jordan Hill,,signed unrestricted free agent to a 1-year $855K contract
3,2017-03-22,Lions,• Armonty Bryant,,re-signed unrestricted free agent to a 1-year $855K contract
4,2017-04-03,Lions,• Nick Bellore,,signed unrestricted free agent to a 1-year $855K contract
5,2017-04-17,Lions,• Brandon Copeland (b. 1991-07-02),,re-signed exclusive rights free agent to a 1-year contract
6,2017-04-17,Lions,• Cornelius Lucas,,re-signed restricted free agent to a 1-year contract
7,2017-04-17,Lions,• Kerry Hyder,,re-signed exclusive rights free agent to a 1-year contract
8,2017-04-17,Lions,• T.J. Jones,,re-signed exclusive rights free agent to a 1-year contract
9,2017-04-25,Lions,• Kasey Redfern,,signed free agent
10,2017-04-27,Lions,• Jarrad Davis,,2017 NFL draft first round pick (#21 overall)
11,2017-04-28,Lions,• 2017 third round pick (#96-Kenny Golladay)  • 2017 fourth round pick (#124-Jalen Reeves-Maybin),• 2017 third round pick (#85-Antonio Garcia),trade with Patriots
12,2017-04-28,Lions,• Jalen Tabor / Teez Tabor,,2017 NFL draft second round pick (#53 overall)
13,2017-04-28,Lions,• Kenny Golladay,,2017 NFL draft third round pick (#96 overall)
14,2017-04-29,Lions,• Jalen Reeves-Maybin,,2017 NFL draft fourth round pick (#124 overall)
15,2017-04-29,Lions,• Michael Roberts,,2017 NFL draft fourth round pick (#127 overall)
16,2017-04-29,Lions,• Jamal Agnew,,2017 NFL draft fifth round pick (#165 overall)
17,2017-04-29,Lions,• Brad Kaaya,,2017 NFL draft sixth round pick (#215 overall)
18,2017-04-29,Lions,• Jeremiah Ledbetter,,2017 NFL draft sixth round pick (#205 overall)
19,2017-04-29,Lions,• Patrick O'Connor / Pat O'Connor,,2017 NFL draft seventh round pick (#250 overall)
20,2017-05-02,Lions,,• Ian Wells,waived (failed physical)
21,2017-05-02,Lions,• Eric Ebron,,"team exercised 1-year, $5.2M contract option through 2018"
22,2017-05-03,Lions,,• Ian Wells,released
23,2017-05-11,Lions,,• Andrew Turzilli,waived
24,2017-05-11,Lions,,• Kennard Backman,waived
25,2017-05-12,Lions,• Alex Barrett,,signed undrafted free agent
1,2017-05-12,Lions,• Brad Kaaya,,"signed sixth round pick to a 4-year, $2.5M contract through 2020"
2,2017-05-12,Lions,• Brandon Barnes (b. 1994-05-31),,signed undrafted free agent
3,2017-05-12,Lions,• Desmond Lawrence (b) / Des Lawrence,,signed undrafted free agent
4,2017-05-12,Lions,• Dontez Ford,,signed undrafted free agent
5,2017-05-12,Lions,• Jalen Reeves-Maybin,,"signed fourth round pick to a 4-year, $3M contract through 2020"
6,2017-05-12,Lions,• Jalen Tabor / Teez Tabor,,"signed second round pick to a 4-year, $4.8M contract through 2020"
7,2017-05-12,Lions,• Jamal Agnew,,"signed fifth round pick to a 4-year, $2.65M contract through 2020"
8,2017-05-12,Lions,• Jarrad Davis,,"signed first round pick to a 4-year, $10.9M contract through 2020 with a 1-year team option for 2021"
9,2017-05-12,Lions,• Jeremiah Ledbetter,,"signed sixth round pick to a 4-year, $2.5M contract through 2020"
10,2017-05-12,Lions,• Jeremiah Valoaga,,signed undrafted free agent
11,2017-05-12,Lions,• Josh Thornton,,signed undrafted free agent
12,2017-05-12,Lions,• Leo Koloamatangi,,signed undrafted free agent
13,2017-05-12,Lions,• Maurice Swain Jr.,,signed undrafted free agent
14,2017-05-12,Lions,• Michael Rector,,signed undrafted free agent
15,2017-05-12,Lions,• Michael Roberts,,"signed fourth round pick to a 4-year, $3M contract through 2020"
16,2017-05-12,Lions,• Nick James,,signed undrafted free agent
17,2017-05-12,Lions,• Noel Thomas,,signed undrafted free agent
18,2017-05-12,Lions,• Patrick O'Connor / Pat O'Connor,,"signed seventh round pick to a 4-year, $2.5M contract through 2020"
19,2017-05-12,Lions,• Robert Tonyan Jr.,,signed undrafted free agent
20,2017-05-12,Lions,• Storm Norton,,signed undrafted free agent
21,2017-05-12,Lions,• Tion Green,,signed undrafted free agent
22,2017-05-15,Lions,,• Pierce Burton,waived
23,2017-05-15,Lions,• Arturo Uzdavinis,,signed free agent
24,2017-05-16,Lions,,• Pierce Burton,released
25,2017-05-30,Lions,,• Brandon Chubb,waived-injured
1,2017-05-30,Lions,,• Michael Burton,waived
2,2017-05-30,Lions,• Connor Bozick,,signed undrafted free agent
3,2017-05-30,Lions,• Matt Asiata,,signed unrestricted free agent to a 1-year contract
4,2017-05-31,Lions,,• Brandon Chubb,placed on IR with knee injury
5,2017-06-08,Lions,,• Connor Bozick,waived
6,2017-06-08,Lions,,• Maurice Swain Jr.,waived
7,2017-06-08,Lions,,• Nick James,waived
8,2017-06-08,Lions,• Bruce Gaston,,signed free agent
9,2017-06-08,Lions,• Ego Ferguson,,signed free agent
10,2017-06-08,Lions,• Tony Hills,,signed unrestricted free agent to a 1-year contract
11,2017-06-09,Lions,,• Connor Bozick,released
12,2017-06-09,Lions,,• Maurice Swain Jr.,released
13,2017-06-15,Lions,,• Arturo Uzdavinis,waived
14,2017-06-15,Lions,,• Jimmy Landes,waived
15,2017-06-15,Lions,• Cyrus Kouandjio,,signed free agent
16,2017-06-15,Lions,• Greg Robinson (b. 1992-10-21),• 2018 sixth round pick (#194-Russell Gage),trade with Rams
17,2017-06-16,Lions,,• Arturo Uzdavinis,released
18,2017-06-16,Lions,,• Jimmy Landes,released
19,2017-06-19,Lions,• Kenny Golladay,,signed third round pick to a 4-year contract through 2020
20,2017-06-20,Lions,,• Khyri Thornton,suspended by NFL for 6 games for violating the league's substance abuse policy
21,2017-07-18,Lions,,• Armonty Bryant,suspended by NFL for 4 games for violating the league's substance abuse policy
22,2017-07-25,Lions,,• Armonty Bryant,placed on physically unable to perform list
23,2017-07-25,Lions,,• Corey Robinson (b),placed on physically unable to perform list
24,2017-07-25,Lions,,• Cyrus Kouandjio,placed on active/non-football injury list
25,2017-07-25,Lions,,• Don Carey,placed on physically unable to perform list
1,2017-07-25,Lions,,• Jalen Tabor / Teez Tabor,placed on active/non-football injury list
2,2017-07-25,Lions,,• Jeremiah Valoaga,placed on physically unable to perform list
3,2017-07-25,Lions,,• Rolan Milligan,placed on physically unable to perform list
4,2017-07-25,Lions,,• Sam Martin,placed on active/non-football injury list
5,2017-07-25,Lions,,• Taylor Decker,placed on physically unable to perform list
6,2017-07-30,Lions,• Glover Quin,,re-signed to a 2-year $13M contract extension through 2018 / 2019
7,2017-07-31,Lions,• Nick Becton,,signed unrestricted free agent
8,2017-07-31,Lions,• Rolan Milligan,,activated from physically unable to perform list
9,2017-07-31,Lions,,• Tony Hills,retired
10,2017-07-31,Lions,,• Tony Hills,placed on reserve/retired list
11,2017-08-01,Lions,• Don Carey,,activated from physically unable to perform list
12,2017-08-07,Lions,• Armonty Bryant,,activated from physically unable to perform list
13,2017-08-07,Lions,• Brandon Thomas,,activated from physically unable to perform list
14,2017-08-08,Lions,,• Desmond Lawrence (b) / Des Lawrence,waived-injured
15,2017-08-08,Lions,,• Ryan Spadola,waived-injured
16,2017-08-08,Lions,• Dez Stewart,,signed free agent
17,2017-08-08,Lions,• Tramain Jacobs,,signed free agent
18,2017-08-08,Lions,• Tramain Young,,signed free agent
19,2017-08-09,Lions,,• Brandon Barnes (b. 1994-05-31),waived
20,2017-08-09,Lions,,• Desmond Lawrence (b) / Des Lawrence,placed on IR with undisclosed injury
21,2017-08-09,Lions,,• Ryan Spadola,placed on IR with undisclosed injury
22,2017-08-09,Lions,• Timothy Wright / Tim Wright (a),,"re-signed unrestricted free agent to a 1-year, $690K contract"
23,2017-08-10,Lions,,• Brandon Barnes (b. 1994-05-31),released
24,2017-08-15,Lions,,• Kerry Hyder,placed on IR with torn left Achilles tendon
25,2017-08-15,Lions,,• Matt Rotheram,waived
1,2017-08-15,Lions,,• Mike James (b. 1991-04-13),placed on IR with concussion
2,2017-08-15,Lions,,• Ryan Spadola,waived (injury settlement)
3,2017-08-16,Lions,,• Brandon Copeland (b. 1991-07-02),waived-injured
4,2017-08-16,Lions,,• Matt Rotheram,released
5,2017-08-16,Lions,,• Ryan Spadola,released
6,2017-08-16,Lions,• Andrew Price,,signed undrafted free agent
7,2017-08-16,Lions,• Connor Bozick,,signed free agent
8,2017-08-16,Lions,• Giorgio Newberry,,signed free agent
9,2017-08-17,Lions,,• Brandon Copeland (b. 1991-07-02),placed on IR with pectoral muscle injury
10,2017-08-21,Lions,,• Bruce Gaston,waived-injured
11,2017-08-21,Lions,• Scott Orndoff,,signed free agent
12,2017-08-22,Lions,,• Bruce Gaston,placed on IR with undisclosed injury
13,2017-08-23,Lions,,• Andrew Price,waived
14,2017-08-23,Lions,• Caushaud Lyons,,claimed off waivers (from Rams)
15,2017-08-24,Lions,,• Andrew Price,released
16,2017-08-26,Lions,• Bruce Gaston,,activated from IR
17,2017-08-26,Lions,,• Bruce Gaston,waived (injury settlement)
18,2017-08-27,Lions,,• Bruce Gaston,released
19,2017-08-27,Lions,,• Jordan Hill,placed on IR with biceps injury
20,2017-08-27,Lions,• Derrick Lott,,signed free agent
21,2017-08-28,Lions,,• Keshawn Martin,released
22,2017-08-28,Lions,,• Timothy Wright / Tim Wright (a),released
23,2017-08-28,Lions,• Matthew Stafford,,"re-signed to a 5-year, $135M contract extension through 2022"
24,2017-08-29,Lions,,• Cyrus Kouandjio,waived
25,2017-08-30,Lions,,• Cyrus Kouandjio,released
1,2017-08-31,Lions,• 2019 fifth round pick (#142-Ben Burr-Kirven),• Laken Tomlinson,trade with 49ers
2,2017-09-01,Lions,,• Connor Bozick,waived
3,2017-09-01,Lions,,• Dez Stewart,waived-injured
4,2017-09-01,Lions,,• Giorgio Newberry,waived
5,2017-09-01,Lions,,• Matt Asiata,released
6,2017-09-01,Lions,,• Tramain Jacobs,waived-injured
7,2017-09-01,Lions,• Corey Robinson (b),,activated from physically unable to perform list
8,2017-09-01,Lions,• Ezekiel Ansah / Ziggy Ansah,,activated from physically unable to perform list
9,2017-09-02,Lions,,• Adairius Barnes,waived
10,2017-09-02,Lions,,• Alex Carter (Rhys),waived
11,2017-09-02,Lions,,• Antwione Williams,waived
12,2017-09-02,Lions,,• Armonty Bryant,placed on reserve/suspended list
13,2017-09-02,Lions,,• Brad Kaaya,waived
14,2017-09-02,Lions,,• Caushaud Lyons,waived
15,2017-09-02,Lions,,• Cole Wick,waived
16,2017-09-02,Lions,,• Derrick Lott,waived
17,2017-09-02,Lions,,• Dontez Ford,waived
18,2017-09-02,Lions,,• Ego Ferguson,waived (injury settlement)
19,2017-09-02,Lions,,• Jace Billingsley,waived
20,2017-09-02,Lions,,• Josh Thornton,waived
21,2017-09-02,Lions,,• Khari Lee,waived
22,2017-09-02,Lions,,• Khyri Thornton,placed on reserve/suspended list
23,2017-09-02,Lions,,• Leo Koloamatangi,waived
24,2017-09-02,Lions,,• Michael Rector,waived
25,2017-09-02,Lions,,• Nick Becton,released
1,2017-09-02,Lions,,• Noel Thomas,waived
2,2017-09-02,Lions,,• Patrick O'Connor / Pat O'Connor,waived
3,2017-09-02,Lions,,• Robert Tonyan Jr.,waived
4,2017-09-02,Lions,,• Rolan Milligan,waived
5,2017-09-02,Lions,,• Sam Martin,placed on reserve/non-football injury list with foot injury
6,2017-09-02,Lions,,• Scott Orndoff,waived
7,2017-09-02,Lions,,• Storm Norton,waived
8,2017-09-02,Lions,,• Taylor Decker,placed on reserve/physically unable to perform list with shoulder injury
9,2017-09-02,Lions,,• Thurston Armbrister,waived
10,2017-09-02,Lions,• 2019 sixth round pick (#204-Travis Homer),• Johnson Bademosi,trade with Patriots
11,2017-09-03,Lions,,• Brandon Thomas,waived
12,2017-09-03,Lions,,• Cornelius Lucas,waived (injury settlement)
13,2017-09-03,Lions,,• Dez Stewart,placed on IR with undisclosed injury
14,2017-09-03,Lions,,• Tramain Jacobs,placed on IR with undisclosed injury
15,2017-09-03,Lions,• Brian Mihalik,,claimed off waivers (from Steelers)
16,2017-09-03,Lions,• Zac Kerin,,claimed off waivers (from Vikings)
17,2017-09-03,Lions,,• Adairius Barnes,released
18,2017-09-03,Lions,,• Alex Carter (Rhys),released
19,2017-09-03,Lions,,• Antwione Williams,released
20,2017-09-03,Lions,,• Caushaud Lyons,released
21,2017-09-03,Lions,,• Cole Wick,released
22,2017-09-03,Lions,,• Connor Bozick,released
23,2017-09-03,Lions,,• Derrick Lott,released
24,2017-09-03,Lions,,• Dontez Ford,released
25,2017-09-03,Lions,,• Ego Ferguson,released
1,2017-09-03,Lions,,• Giorgio Newberry,released
2,2017-09-03,Lions,,• Jace Billingsley,released
3,2017-09-03,Lions,,• Josh Thornton,released
4,2017-09-03,Lions,,• Leo Koloamatangi,released
5,2017-09-03,Lions,,• Michael Rector,released
6,2017-09-03,Lions,,• Noel Thomas,released
7,2017-09-03,Lions,,• Patrick O'Connor / Pat O'Connor,released
8,2017-09-03,Lions,,• Robert Tonyan Jr.,released
9,2017-09-03,Lions,,• Rolan Milligan,released
10,2017-09-03,Lions,,• Scott Orndoff,released
11,2017-09-03,Lions,,• Storm Norton,released
12,2017-09-03,Lions,,• Thurston Armbrister,released
13,2017-09-03,Lions,• Adairius Barnes,,signed free agent to practice squad
14,2017-09-03,Lions,• Cole Wick,,signed free agent to practice squad
15,2017-09-03,Lions,• Derrick Lott,,signed free agent to practice squad
16,2017-09-03,Lions,• Dontez Ford,,signed free agent to practice squad
17,2017-09-03,Lions,• Jace Billingsley,,signed free agent to practice squad
18,2017-09-03,Lions,• Leo Koloamatangi,,signed free agent to practice squad
19,2017-09-03,Lions,• Patrick O'Connor / Pat O'Connor,,signed free agent to practice squad
20,2017-09-03,Lions,• Rolan Milligan,,signed free agent to practice squad
21,2017-09-03,Lions,• Storm Norton,,signed free agent to practice squad
22,2017-09-03,Lions,• Thurston Armbrister,,signed free agent to practice squad
23,2017-09-04,Lions,,• Brandon Thomas,released
24,2017-09-04,Lions,,• Cornelius Lucas,released
25,2017-09-04,Lions,,• Derrick Lott,released from practice squad
1,2017-09-04,Lions,• Earl Okine,,signed free agent to practice squad
2,2017-09-05,Lions,• Tramain Jacobs,,activated from IR
3,2017-09-05,Lions,,• Tramain Jacobs,waived
4,2017-09-06,Lions,,• Cole Wick,released from practice squad
5,2017-09-06,Lions,,• Dontez Ford,placed on practice squad IR with undisclosed injury
6,2017-09-06,Lions,,• Tramain Jacobs,released
7,2017-09-06,Lions,• Hakeem Valles,,signed free agent to practice squad
8,2017-09-06,Lions,• Noel Thomas,,signed free agent to practice squad
9,2017-09-08,Lions,• Dez Stewart,,activated from IR
10,2017-09-08,Lions,,• Dez Stewart,waived (injury settlement)
11,2017-09-09,Lions,,• Nick Bellore,released
12,2017-09-09,Lions,• Storm Norton,,signed from practice squad to active roster
13,2017-09-11,Lions,,• Dez Stewart,released
14,2017-09-11,Lions,,• Storm Norton,waived
15,2017-09-11,Lions,• Daniel Ross,,signed free agent to practice squad
16,2017-09-11,Lions,• Nick Bellore,,signed free agent
17,2017-09-12,Lions,,• Corey Robinson (b),placed on IR with foot injury
18,2017-09-12,Lions,,• Kasey Redfern,"placed on IR with torn ACL, MCL in right knee"
19,2017-09-12,Lions,,• Storm Norton,released
20,2017-09-12,Lions,• Emmett Cleary,,signed free agent
21,2017-09-12,Lions,• Jeff Locke,,signed free agent
22,2017-09-13,Lions,,• Patrick O'Connor / Pat O'Connor,released from practice squad
23,2017-09-13,Lions,• Storm Norton,,signed free agent to practice squad
24,2017-09-14,Lions,,• Daniel Ross,released from practice squad
25,2017-09-14,Lions,• Christian Ringo,,signed free agent to practice squad
1,2017-09-20,Lions,,• Alex Barrett,waived
2,2017-09-20,Lions,• George Johnson,,signed free agent
3,2017-09-21,Lions,,• Alex Barrett,released
4,2017-09-22,Lions,,• Dwayne Washington,quadriceps injury (out)
5,2017-09-22,Lions,,• Earl Okine,released from practice squad
6,2017-09-22,Lions,,• Jarrad Davis,concussion (out)
7,2017-09-22,Lions,,• Tavon Wilson,shoulder injury (out)
8,2017-09-22,Lions,• Alex Barrett,,signed free agent to practice squad
9,2017-09-23,Lions,• Jim Caldwell,,re-signed as head coach to a multi-year contract extension
10,2017-09-25,Lions,,• Storm Norton,released from practice squad
11,2017-09-25,Lions,• Dan Skipper,,signed free agent to practice squad
12,2017-09-26,Lions,,• Joe Dahl,placed on IR with lower leg injury
13,2017-09-26,Lions,• Tim Lelito,,signed free agent
14,2017-09-29,Lions,,• Dwayne Washington,quadriceps injury (out)
15,2017-09-29,Lions,,• Zac Kerin,knee injury (out)
16,2017-09-30,Lions,,• Zac Kerin,placed on IR with knee injury
17,2017-09-30,Lions,• Andy Jones,,signed free agent to practice squad
18,2017-09-30,Lions,• Thurston Armbrister,,signed from practice squad to active roster
19,2017-10-02,Lions,• Armonty Bryant,,reinstated from suspension
20,2017-10-03,Lions,,• Noel Thomas,released from practice squad
21,2017-10-03,Lions,• Brandon Thomas,,signed free agent to practice squad
22,2017-10-06,Lions,,• Dwayne Washington,quadriceps injury (out)
23,2017-10-06,Lions,,• Kenny Golladay,hamstring injury (out)
24,2017-10-06,Lions,,• Paul Worrilow,knee injury (out)
25,2017-10-09,Lions,,• Armonty Bryant,released
1,2017-10-11,Lions,,• Haloti Ngata,placed on IR with biceps injury
2,2017-10-11,Lions,,• Thurston Armbrister,waived
3,2017-10-11,Lions,• Caraun Reid,,signed free agent to a 1-year contract
4,2017-10-11,Lions,• Datone Jones,,signed free agent to a 1-year contract
5,2017-10-12,Lions,,• Thurston Armbrister,released
6,2017-10-13,Lions,,• Paul Worrilow,knee injury (out)
7,2017-10-14,Lions,,• Brandon Thomas,released from practice squad
8,2017-10-14,Lions,• Thurston Armbrister,,signed free agent to practice squad
9,2017-10-16,Lions,• Khyri Thornton,,reinstated from suspension
10,2017-10-16,Lions,,• Khyri Thornton,placed on exempt/commissioner permission list
11,2017-10-18,Lions,,• Caraun Reid,waived
12,2017-10-18,Lions,,• Datone Jones,released
13,2017-10-18,Lions,,• George Johnson,released
14,2017-10-18,Lions,• Brad Kaaya,,claimed off waivers (from Panthers)
15,2017-10-18,Lions,• Bryce Harris,,signed free agent
16,2017-10-18,Lions,• Jacquies Smith,,signed free agent
17,2017-10-19,Lions,,• Caraun Reid,released
18,2017-10-23,Lions,,• Brad Kaaya,waived
19,2017-10-23,Lions,• Khyri Thornton,,activated from exempt/commissioner permission list
20,2017-10-24,Lions,,• Brad Kaaya,released
21,2017-10-24,Lions,,• Jeff Locke,released
22,2017-10-25,Lions,• Brad Kaaya,,signed free agent to practice squad
23,2017-10-25,Lions,• Jace Billingsley,,signed from practice squad to active roster
24,2017-10-25,Lions,• Matt Prater,,re-signed to a 3-year $11.4M contract extension through 2020
25,2017-10-26,Lions,,• Bryce Harris,released
1,2017-10-26,Lions,• Dan Skipper,,signed from practice squad to active roster
2,2017-10-26,Lions,• Storm Norton,,signed free agent to practice squad
3,2017-10-27,Lions,,• Emmett Cleary,ankle injury (out)
4,2017-10-27,Lions,,• Greg Robinson (b. 1992-10-21),ankle injury (out)
5,2017-10-27,Lions,,• Kenny Golladay,hamstring injury (out)
6,2017-10-28,Lions,,• Jacquies Smith,released
7,2017-10-28,Lions,• Sam Martin,,activated from reserve/non-football injury list
8,2017-10-31,Lions,,• Dan Skipper,waived
9,2017-10-31,Lions,,• Storm Norton,released from practice squad
10,2017-10-31,Lions,,• Tim Lelito,placed on IR with thigh injury
11,2017-10-31,Lions,• Don Barclay,,signed free agent
12,2017-10-31,Lions,• Jacquies Smith,,signed free agent
13,2017-11-01,Lions,,• Dan Skipper,released
14,2017-11-02,Lions,• Dan Skipper,,signed free agent to practice squad
15,2017-11-04,Lions,,• Greg Robinson (b. 1992-10-21),ankle injury (out)
16,2017-11-07,Lions,,• Tim Lelito,waived (injury settlement)
17,2017-11-08,Lions,,• Tim Lelito,released
18,2017-11-10,Lions,,• Adairius Barnes,released from practice squad
19,2017-11-10,Lions,,• Greg Robinson (b. 1992-10-21),waived-injured
20,2017-11-10,Lions,,• Jalen Reeves-Maybin,ankle injury (out)
21,2017-11-10,Lions,,• T.J. Lang (John),concussion (out)
22,2017-11-10,Lions,• Bradley Marquez,,signed free agent to practice squad
23,2017-11-11,Lions,,• Jace Billingsley,waived
24,2017-11-11,Lions,• Corey Robinson (b),,activated from IR
25,2017-11-11,Lions,• Taylor Decker,,activated from reserve/physically unable to perform list
1,2017-11-13,Lions,,• Greg Robinson (b. 1992-10-21),placed on IR with ankle injury
2,2017-11-13,Lions,,• Jace Billingsley,released
3,2017-11-14,Lions,,• Jacquies Smith,waived
4,2017-11-14,Lions,,• Jared Abbrederis,waived
5,2017-11-14,Lions,• George Johnson,,signed free agent
6,2017-11-14,Lions,• Jace Billingsley,,signed free agent
7,2017-11-15,Lions,,• George Johnson,waived
8,2017-11-15,Lions,,• Jacquies Smith,released
9,2017-11-15,Lions,,• Jared Abbrederis,released
10,2017-11-15,Lions,• Kasim Edebali,,claimed off waivers (from Broncos)
11,2017-11-16,Lions,,• George Johnson,released
12,2017-11-17,Lions,,• Dwayne Washington,inflammation in hip (out)
13,2017-11-17,Lions,,• Ezekiel Ansah / Ziggy Ansah,back injury (out)
14,2017-11-21,Lions,,• Khyri Thornton,waived
15,2017-11-22,Lions,,• Dwayne Washington,hip injury (out)
16,2017-11-22,Lions,,• Jace Billingsley,waived
17,2017-11-22,Lions,,• Jamal Agnew,knee injury (out)
18,2017-11-22,Lions,,• Khyri Thornton,released
19,2017-11-22,Lions,• Adairius Barnes,,signed free agent to practice squad
20,2017-11-22,Lions,• Christian Ringo,,signed from practice squad to active roster
21,2017-11-22,Lions,• Dwight Freeney,,claimed off waivers (from Seahawks)
22,2017-11-23,Lions,,• Jace Billingsley,released
23,2017-11-25,Lions,,• Jeremiah Valoaga,waived
24,2017-11-27,Lions,,• Jeremiah Valoaga,released
25,2017-11-27,Lions,,• Tavon Wilson,placed on IR with shoulder injury
1,2017-11-27,Lions,• Bradley Marquez,,signed from practice squad to active roster
2,2017-11-27,Lions,• Jace Billingsley,,signed free agent to practice squad
3,2017-11-27,Lions,• Rolan Milligan,,signed from practice squad to active roster
4,2017-11-27,Lions,• Stefan McClure,,signed free agent to practice squad
5,2017-11-29,Lions,,• Thurston Armbrister,released from practice squad
6,2017-11-29,Lions,• Jeremiah Valoaga,,signed free agent to practice squad
7,2017-12-01,Lions,,• Jamal Agnew,knee injury (out)
8,2017-12-01,Lions,,• Leo Koloamatangi,released from practice squad
9,2017-12-01,Lions,,• Travis Swanson,knee injury (out)
10,2017-12-01,Lions,• Thurston Armbrister,,signed free agent to practice squad
11,2017-12-05,Lions,,• Stefan McClure,released from practice squad
12,2017-12-05,Lions,• Leo Koloamatangi,,signed free agent to practice squad
13,2017-12-08,Lions,,• Rick Wagner / Ricky Wagner,ankle injury (out)
14,2017-12-09,Lions,,• Rolan Milligan,waived
15,2017-12-09,Lions,• Joe Dahl,,activated from IR
16,2017-12-11,Lions,,• Rolan Milligan,released
17,2017-12-13,Lions,,• Kasim Edebali,waived
18,2017-12-13,Lions,• Rodney Coe,,claimed off waivers (from Seahawks)
19,2017-12-14,Lions,,• Adairius Barnes,released from practice squad
20,2017-12-14,Lions,,• Kasim Edebali,released
21,2017-12-14,Lions,,• Rick Wagner / Ricky Wagner,ankle injury (out)
22,2017-12-14,Lions,,• Travis Swanson,concussion (out)
23,2017-12-14,Lions,• Rolan Milligan,,signed free agent to practice squad
24,2017-12-19,Lions,,• T.J. Jones,placed on IR with shoulder injury
25,2017-12-19,Lions,• Adairius Barnes,,signed free agent to practice squad
1,2017-12-19,Lions,• Andy Jones,,signed from practice squad to active roster
2,2017-12-22,Lions,,• Travis Swanson,concussion (out)
3,2017-12-26,Lions,,• Don Barclay,placed on IR with concussion
4,2017-12-26,Lions,• Brandon Barnes (b. 1994-05-31),,signed free agent to practice squad
5,2017-12-26,Lions,• Hakeem Valles,,signed from practice squad to active roster
6,2017-12-27,Lions,• Alek Torgersen / Alex Torgersen,,signed free agent to practice squad
7,2017-12-27,Lions,,• Brad Kaaya,lost off practice squad (to Colts)
8,2017-12-29,Lions,,• Nevin Lawson,concussion (out)
9,2017-12-29,Lions,,• Travis Swanson,placed on IR with concussion
10,2017-12-29,Lions,• Jace Billingsley,,signed from practice squad to active roster
11,2017-12-30,Lions,• Toby Johnson,,signed free agent to practice squad
12,2018-01-01,Lions,,• Jim Caldwell,fired as head coach
13,2018-01-01,Lions,• Adairius Barnes,,re-signed to a future contract
14,2018-01-01,Lions,• Alek Torgersen / Alex Torgersen,,re-signed to a future contract
15,2018-01-01,Lions,• Alex Barrett,,re-signed to a future contract
16,2018-01-01,Lions,• Brandon Barnes (b. 1994-05-31),,re-signed to a future contract
17,2018-01-01,Lions,• Dan Skipper,,re-signed to a future contract
18,2018-01-01,Lions,• Dontez Ford,,re-signed to a future contract
19,2018-01-01,Lions,• Jeremiah Valoaga,,re-signed to a future contract
20,2018-01-01,Lions,• Leo Koloamatangi,,re-signed to a future contract
21,2018-01-01,Lions,• Rolan Milligan,,re-signed to a future contract
22,2018-01-01,Lions,• Toby Johnson,,re-signed to a future contract
23,2018-01-02,Lions,• Stefan McClure,,signed free agent to a future contract
24,2018-01-08,Lions,,• Thurston Armbrister,released from practice squad
25,2018-01-08,Lions,• Cam Johnson (a),,signed free agent to a future contract
1,2018-02-05,Lions,• Brandon Chubb,,activated from IR
2,2018-02-05,Lions,• Brandon Copeland (b. 1991-07-02),,activated from IR
3,2018-02-05,Lions,• Desmond Lawrence (b) / Des Lawrence,,activated from IR
4,2018-02-05,Lions,• Don Barclay,,activated from IR
5,2018-02-05,Lions,• Greg Robinson (b. 1992-10-21),,activated from IR
6,2018-02-05,Lions,• Haloti Ngata,,activated from IR
7,2018-02-05,Lions,• Jordan Hill,,activated from IR
8,2018-02-05,Lions,• Kasey Redfern,,activated from IR
9,2018-02-05,Lions,• Kerry Hyder,,activated from IR
10,2018-02-05,Lions,• Matt Patricia,,hired as head coach
11,2018-02-05,Lions,• Mike James (b. 1991-04-13),,activated from IR
12,2018-02-05,Lions,• T.J. Jones,,activated from IR
