,Date,Team,Acquired,Relinquished,Notes
1,2005-12-15,Jets,• Terry Butler,,signed from practice squad to active roster
2,2005-12-16,Jets,,• Curtis Martin,placed on IR with surgery on right knee
3,2005-12-16,Jets,,• Curtis Martin,arthroscopic surgery on right knee
4,2005-12-17,Jets,• Curtis Martin,,activated from IR recovering from arthroscopic surgery on right knee
5,2005-12-17,Jets,• Jamar Enzor,,signed from practice squad to active roster
6,2005-12-22,Jets,,• Wayne Chrebet,retired
7,2005-12-27,Jets,,• Terry Butler,waived
8,2005-12-28,Jets,,• Terry Butler,released
9,2005-12-29,Jets,• Terry Butler,,signed free agent to practice squad
10,2006-01-03,Jets,• Ben Graham,,re-signed to a 6-year contract extension
11,2006-01-03,Jets,• Corey Lamkin,,re-signed to future contract
12,2006-01-03,Jets,• D.J. Johnson (b)?,,signed
13,2006-01-03,Jets,• Dante Ridgeway,,re-signed
14,2006-01-03,Jets,• Darrien Johnson,,re-signed
15,2006-01-03,Jets,• Isaac Snell,,re-signed
16,2006-01-03,Jets,• Jovan Witherspoon,,re-signed to future contract
17,2006-01-03,Jets,• Norm Katnik,,re-signed
18,2006-01-03,Jets,• Ruvell Martin,,signed to future contract
19,2006-01-03,Jets,• Terry Butler,,re-signed to a future contract
20,2006-01-03,Jets,• Vincent Butler / Vince Butler,,signed free agent to a future contract
21,2006-01-04,Jets,,• Michael King,allocated to NFL Europe
22,2006-01-04,Jets,• Luke Lawton,,re-signed to future contract
23,2006-01-04,Jets,• Michael King,,signed to future contract
24,2006-01-04,Jets,• Mike King (a),,re-signed to a future contract
25,2006-01-05,Jets,,• Kliff Kingsbury,allocated to NFL Europe
1,2006-01-06,Jets,• 2006 fourth round pick (#117-Leon Washington),• right to negotiate with Jets head coach Herman Edwards,trade with Chiefs
2,2006-01-08,Jets,,• Herman Edwards,resigned as head coach (date approximate)
3,2006-01-09,Jets,• Charles Missant / Chuck Missant,,re-signed to a future contract
4,2006-01-09,Jets,• James Taylor,,signed free agent to a future contract
5,2006-01-09,Jets,,• James Taylor,allocated to NFL Europe
6,2006-01-17,Jets,• Eric Mangini,,hired as head coach
7,2006-01-19,Jets,,• Alfonza Hamilton / Pep Hamilton,fired as wide receivers coach
8,2006-01-19,Jets,,• Donnie Henderson,fired as defensive coordinator
9,2006-01-19,Jets,,• John Zernhelt,fired as tight ends coach
10,2006-01-25,Jets,,• Adrian Jones (Denard),arrested and charged with operating a motor vehicle while intoxicated
11,2006-01-25,Jets,,• Mike Heimerdinger,resigned as offensive coordinator
12,2006-01-27,Jets,,• Charles Missant / Chuck Missant,allocated to NFL Europe
13,2006-01-27,Jets,,• Isaac Snell,allocated to NFL Europe
14,2006-01-27,Jets,,• Jovan Witherspoon,allocated to NFL Europe
15,2006-01-27,Jets,,• Marko Cavka,allocated to NFL Europe
16,2006-01-27,Jets,,• Mike King (a),allocated to NFL Europe
17,2006-01-27,Jets,,• Terry Butler,allocated to NFL Europe
18,2006-01-30,Jets,• Brian Schottenheimer,,hired as offensive coordinator
19,2006-02-01,Jets,• Richie Anderson,,signed free agent
20,2006-02-01,Jets,,• Richie Anderson,retired
21,2006-02-07,Jets,,• Richie Anderson,placed on reserve/retired list
22,2006-02-07,Jets,• Mike Tannenbaum,,promoted to general manager
23,2006-02-07,Jets,• Terry Bradway,,resigned as general manager (remained as consultant)
24,2006-02-08,Jets,• Mike Devlin,,hired as offensive line coach
25,2006-02-20,Jets,• Andy Dickerson,,hired as coaches assistant
1,2006-02-20,Jets,• Bob Sutton,,hired as defensive coordinator
2,2006-02-20,Jets,• Brett Bech,,hired as assistant strength & conditioning coach
3,2006-02-20,Jets,• Bryan Cox (Keith),,hired as assistant defensive line coach
4,2006-02-20,Jets,• Corwin Brown,,hired as defensive backs coach
5,2006-02-20,Jets,• Denny Marcin,,re-signed as defensive line coach
6,2006-02-20,Jets,• Jason Mandolesi,,hired as defensive quality control coach
7,2006-02-20,Jets,• Jason Michael,,hired as offensive quality control coach
8,2006-02-20,Jets,• Jim Herrmann,,hired as linebackers coach
9,2006-02-20,Jets,• Jimmy Raye,,hired as running backs coach
10,2006-02-20,Jets,• Markus Paul,,hired as head strength and conditioning coach
11,2006-02-20,Jets,• Michael,,hired as offensive quality control coach
12,2006-02-20,Jets,• Mike Devlin,,hired as assistant offensive line coach
13,2006-02-20,Jets,• Mike Westhoff,,hired as special teams coordinator
14,2006-02-20,Jets,• Noel Mazzone,,hired as wide receivers coach
15,2006-02-20,Jets,• Richie Anderson,,hired as assistant wide receivers coach
16,2006-02-20,Jets,• Rick Lyle,,hired as assistant strength and conditioning coach
17,2006-02-20,Jets,• Sam Gash,,hired as assistant running backs / special teams coach
18,2006-02-20,Jets,• Tony Wise,,hired as offensive line coach
19,2006-02-21,Jets,• John Abraham,,team designated player as franchise player
20,2006-02-22,Jets,,• Barry Gardner,waived
21,2006-02-22,Jets,,• Harry Williams Jr.,waived
22,2006-02-22,Jets,,• Jason Fabini,waived
23,2006-02-22,Jets,,• Jay Fiedler,waived
24,2006-02-22,Jets,,• Jerald Sowell,waived
25,2006-02-22,Jets,,• Lance Legree,waived
1,2006-02-23,Jets,,• Barry Gardner,released
2,2006-02-23,Jets,,• Jerald Sowell,released
3,2006-02-23,Jets,,• Lance Legree,released
4,2006-02-23,Jets,,• Ty Law,"released (reached mutual agreement for player not to exercise contract options for 2006, 2007, 2008)"
5,2006-02-27,Jets,,• Oliver Celestin,waived
6,2006-03-05,Jets,,• Kevin Mawae,released
7,2006-03-05,Jets,• Chad Pennington,,re-signed to a re-structured contract
8,2006-03-05,Jets,• Pete Kendall,,re-signed to a contract extension
9,2006-03-11,Jets,,• Chris Baker (T.),player became an unrestricted free agent
10,2006-03-11,Jets,,• Jonathan Goodwin,player became an unrestricted free agent
11,2006-03-13,Jets,,• Oliver Celestin,released
12,2006-03-17,Jets,• Matt Chatham,,signed unrestricted free agent to a 3-year contract
13,2006-03-17,Jets,• Patrick Ramsey,• 2006 sixth round pick (#173-Reed Doughty),trade with Redskins
14,2006-03-20,Jets,• Kimo von Oelhoffen,,signed unrestricted free agent to a 3-year contract
15,2006-03-21,Jets,• 2006 first round pick (from Broncos) (#29-Nick Mangold),• John Abraham,"3-team trade with Broncos, Falcons"
16,2006-03-22,Jets,• Tim Dwight,,signed unrestricted free agent
17,2006-03-23,Jets,• Micheal Warren / Mike Warren (a),,signed free agent
18,2006-03-24,Jets,• Chris Baker (T.),,re-signed unrestricted free agent
19,2006-03-24,Jets,• Micheal Warren,,signed free agent
20,2006-03-27,Jets,• Monsanto Pope,,signed unrestricted free agent
21,2006-03-30,Jets,• Andre Dyson,,signed free agent to a 5-year contract
22,2006-04-04,Jets,,• Victor Green,retired
23,2006-04-04,Jets,• Victor Green,,signed free agent
24,2006-04-05,Jets,,• Victor Green,placed on reserve/retired list
25,2006-04-10,Jets,• Brad Kassell,,signed unrestricted free agent
1,2006-04-12,Jets,• Trey Teague,,signed unrestricted free agent (from Bills) to a 2-year contract
2,2006-04-18,Jets,• Anthony Clement,,signed unrestricted free agent
3,2006-04-24,Jets,,• Matthew Chila / Matt Chila,waived
4,2006-04-27,Jets,,• Matthew Chila / Matt Chila,released
5,2006-04-28,Jets,,• Corey Lamkin,waived
6,2006-04-29,Jets,• 2006 third round pick (#76-Anthony Schlegel)  • 2006 seventh round pick (#220-Titus Adams),• 2006 third round pick (#71-Chris Gocong),trade with Eagles
7,2006-04-29,Jets,• 2006 second round pick (#53-Anthony Fasano)  • 2006 sixth round pick (#189-Drew Coleman)  • 2007 second round pick (#37-Eric Weddle),• 2006 second round pick (#35-Roger McIntosh / Rocky McIntosh),trade with Redskins
8,2006-04-29,Jets,• 2006 second round pick (#49-Kellen Clemens),• 2006 second round pick (#53-Anthony Fasano)  • 2006 sixth round pick (#189-Drew Coleman)  • 2006 seventh round pick (#211-Pat McQuistan),trade with Cowboys
9,2006-04-29,Jets,• D'Brickashaw Ferguson,,2006 NFL draft first round pick (#4 overall)
10,2006-04-29,Jets,• Nick Mangold,,2006 NFL draft first round pick (#29 overall)
11,2006-04-29,Jets,• Kellen Clemens,,2006 NFL draft second round pick (#49 overall)
12,2006-04-29,Jets,• Anthony Schlegel,,2006 NFL draft third round pick (#76 overall)
13,2006-04-29,Jets,• Eric Smith (b. 1983-03-17),,2006 NFL draft third round pick (#97 overall)
14,2006-04-30,Jets,• 2006 fifth round pick (#150-Jason Pociask)  • 2006 sixth round pick (#189-Drew Coleman),• 2006 firth round pick (#138-Pat Watkins),trade with Cowboys
15,2006-04-30,Jets,• Brad Smith (Alexander),,2006 NFL draft fourth round pick (#103 overall)
16,2006-04-30,Jets,• Leon Washington,,2006 NFL draft fourth round pick (#117 overall)
17,2006-04-30,Jets,• Jason Pociask,,2006 NFL draft fifth round pick (#150 overall)
18,2006-04-30,Jets,• Drew Coleman,,2006 NFL draft sixth round pick (#189 overall)
19,2006-04-30,Jets,• Titus Adams,,2006 NFL draft seventh round pick (#220 overall)
20,2006-04-30,Jets,• Brad Smith (Alexander),,signed fourth round pick
21,2006-04-30,Jets,• Eric Smith (b. 1983-03-17),,signed third round pick
22,2006-05-01,Jets,• Blake Costanzo,,signed undrafted free agent
23,2006-05-01,Jets,• Brennan Schmidt,,signed undrafted free agent
24,2006-05-01,Jets,• D.J. Fitzpatrick,,signed undrafted free agent
25,2006-05-01,Jets,• DonTrell Moore,,signed undrafted free agent
1,2006-05-01,Jets,• Ed Blanton,,signed undrafted free agent
2,2006-05-01,Jets,• Will Thompson,,signed free agent
3,2006-05-03,Jets,• Brian Watje,,signed free agent
4,2006-05-03,Jets,• Brian White (a),,signed free agent
5,2006-05-03,Jets,• Jamie Thompson,,signed undrafted free agent
6,2006-05-03,Jets,• Ryan Gilbert,,signed free agent
7,2006-05-03,Jets,• Stacy Tutt,,signed undrafted free agent
8,2006-05-12,Jets,• Craig Bailey,,signed free agent
9,2006-05-12,Jets,• Darrell Adams,,signed undrafted free agent
10,2006-05-12,Jets,• DeQawn Mobley,,signed free agent
11,2006-05-12,Jets,• Maurice Avery,,signed free agent
12,2006-05-12,Jets,• Michael Brown Jr. / Mike Brown Jr.,,signed free agent
13,2006-05-12,Jets,• Tui Alailefaleula,,signed undrafted free agent
14,2006-05-13,Jets,,• Maurice Avery,released
15,2006-05-15,Jets,,• Micheal Warren,waived
16,2006-05-15,Jets,,• Micheal Warren / Mike Warren (a),waived
17,2006-05-15,Jets,• Joe Kowalewski,,signed undrafted free agent
18,2006-05-15,Jets,• Omowale Dada / Wale Dada / Wally Dada,,signed undrafted free agent
19,2006-05-15,Jets,• Tearrius George,,signed undrafted free agent
20,2006-05-15,Jets,• Wallace Wright,,signed undrafted free agent
21,2006-05-16,Jets,,• Tearrius George,waived
22,2006-05-18,Jets,,• Micheal Warren / Mike Warren (a),released
23,2006-05-19,Jets,,• Tearrius George,released
24,2006-05-20,Jets,• Ben Graham,,re-signed to a 6-year contract extension
25,2006-05-30,Jets,,• James Taylor,waived
1,2006-05-30,Jets,,• Kliff Kingsbury,waived
2,2006-05-30,Jets,,• Wayne Chrebet,placed on reserve/retired list
3,2006-05-30,Jets,• Rayshun Reed,,signed free agent
4,2006-05-30,Jets,• Reggie Newhouse,,signed free agent
5,2006-05-30,Jets,• Ray Mickens,,signed unrestricted free agent
6,2006-06-02,Jets,,• Wayne Chrebet,retired
7,2006-06-09,Jets,,• DonTrell Moore,waived
8,2006-06-09,Jets,• Nick Hartigan,,signed free agent
9,2006-06-09,Jets,• Phil Silva,,signed free agent
10,2006-06-13,Jets,,• James Reed,lost free agent (to Chiefs)
11,2006-06-14,Jets,,• DonTrell Moore,released
12,2006-06-14,Jets,,• Michael Brown Jr. / Mike Brown Jr.,waived
13,2006-06-15,Jets,• Alonzo Jackson,,signed free agent
14,2006-06-16,Jets,• Ben Moa,,signed free agent
15,2006-06-19,Jets,,• Michael Brown Jr. / Mike Brown Jr.,released
16,2006-06-28,Jets,,• Marvin Jones (Maurice),retired (error- should be 2005?)
17,2006-06-28,Jets,,• Mo Lewis,retired (error- should be 2005?)
18,2006-07-11,Jets,• Patrick Ramsey,,re-signed to a 1-year contract extension
19,2006-07-20,Jets,• Jason Pociask,,signed fifth round pick (#150 overall)
20,2006-07-20,Jets,• Titus Adams,,signed seventh round pick
21,2006-07-21,Jets,• Anthony Schlegel,,signed third round pick to a 4-year contract
22,2006-07-22,Jets,• Drew Coleman,,signed sixth round pick
23,2006-07-22,Jets,• Leon Washington,,signed fourth round pick
24,2006-07-26,Jets,,• Curtis Martin,placed on physically unable to perform list with knee injury
25,2006-07-26,Jets,,• Justin McCareins,placed on physically unable to perform list
1,2006-07-26,Jets,,• Rayshun Reed,placed on physically unable to perform list
2,2006-07-26,Jets,,• Trey Teague,placed on physically unable to perform list
3,2006-07-26,Jets,• D'Brickashaw Ferguson,,signed first round pick
4,2006-07-27,Jets,,• Luke Lawton,waived
5,2006-07-27,Jets,• Kellen Clemens,,signed second round pick
6,2006-07-27,Jets,• Nick Mangold,,signed first round pick
7,2006-07-27,Jets,• Pete McMahon,,signed free agent
8,2006-07-28,Jets,,• Luke Lawton,released
9,2006-07-29,Jets,• Justin McCareins,,activated from physically unable to perform list
10,2006-07-29,Jets,• Rayshun Reed,,activated from physically unable to perform list
11,2006-07-31,Jets,,• D.J. Fitzpatrick,waived
12,2006-07-31,Jets,,• Monsanto Pope,player left team for personal reasons
13,2006-07-31,Jets,,• Phil Silva,waived
14,2006-07-31,Jets,• C.J. Fayton,,signed free agent
15,2006-07-31,Jets,• Chris Baker (T.),,signed free agent
16,2006-07-31,Jets,• Val Barnaby,,signed free agent
17,2006-08-01,Jets,,• D.J. Fitzpatrick,released
18,2006-08-01,Jets,,• Will Thompson,waived
19,2006-08-01,Jets,• Jovon Johnson,,signed undrafted free agent
20,2006-08-02,Jets,,• Will Thompson,released
21,2006-08-03,Jets,,• John Griffin (a)?,resigned as college scouting director
22,2006-08-04,Jets,,• Jovon Johnson,waived
23,2006-08-04,Jets,• Bruce Thornton (b. 1980-01-31),,signed free agent
24,2006-08-05,Jets,,• Jason Pociask,placed on IR with left shoulder injury
25,2006-08-07,Jets,,• Jovon Johnson,released
1,2006-08-08,Jets,,• C.J. Fayton,waived (injury settlement)
2,2006-08-08,Jets,,• DeQawn Mobley,released (injury settlement)
3,2006-08-08,Jets,• Curtis Williams,,signed free agent
4,2006-08-08,Jets,• Mario Hill,,signed free agent
5,2006-08-11,Jets,,• Bruce Thornton (b. 1980-01-31),waived
6,2006-08-11,Jets,,• Sione Po'uha / Sione Pouha,placed on IR with knee injury
7,2006-08-12,Jets,• Jamar Martin,,claimed off waivers (from Saints)
8,2006-08-14,Jets,,• Bruce Thornton (b. 1980-01-31),released
9,2006-08-14,Jets,,• Jovan Witherspoon,waived
10,2006-08-14,Jets,,• Nick Hartigan,waived
11,2006-08-14,Jets,• Jovon Johnson,,signed free agent
12,2006-08-14,Jets,• Lee Suggs,• Derrick Strait,trade with Browns (later voided when Suggs failed physical)
13,2006-08-15,Jets,,• Jovan Witherspoon,released
14,2006-08-15,Jets,• Derrick Strait,• Lee Suggs,earlier trade voided when Suggs failed physical
15,2006-08-20,Jets,• Kevan Barlow,• 2007 conditional fourth round pick (#124-Mansfield Wrotto),trade with 49ers
16,2006-08-21,Jets,,• Curtis Williams,waived
17,2006-08-21,Jets,,• Val Barnaby,waived
18,2006-08-21,Jets,• Walter Rasby / Walt Rasby,,signed free agent
19,2006-08-22,Jets,,• Curtis Williams,released
20,2006-08-22,Jets,,• Monsanto Pope,placed on left squad list
21,2006-08-22,Jets,,• Val Barnaby,released
22,2006-08-27,Jets,,• Darrien Johnson,waived
23,2006-08-28,Jets,,• Alonzo Jackson,waived
24,2006-08-28,Jets,,• Ben Moa,waived
25,2006-08-28,Jets,,• Chris Baker (T.),waived
1,2006-08-28,Jets,,• D.J. Johnson (b)?,waived
2,2006-08-28,Jets,,• Jamar Enzor,waived
3,2006-08-28,Jets,,• Jovon Johnson,waived
4,2006-08-28,Jets,,• Mario Hill,waived
5,2006-08-28,Jets,,• Mondoe Davis,waived
6,2006-08-28,Jets,,• Omowale Dada / Wale Dada / Wally Dada,waived
7,2006-08-28,Jets,,• Pete McMahon,waived
8,2006-08-28,Jets,,• Rayshun Reed,waived
9,2006-08-28,Jets,,• Terry Butler,waived
10,2006-08-29,Jets,,• Alonzo Jackson,released
11,2006-08-29,Jets,,• Ben Moa,released
12,2006-08-29,Jets,,• Chris Baker (T.),released
13,2006-08-29,Jets,,• D.J. Johnson (b)?,released
14,2006-08-29,Jets,,• Jamar Enzor,released
15,2006-08-29,Jets,,• Jovon Johnson,released
16,2006-08-29,Jets,,• Mario Hill,released
17,2006-08-29,Jets,,• Michael King,placed on non-football injury list (NFL Europe)
18,2006-08-29,Jets,,• Mondoe Davis,released
19,2006-08-29,Jets,,• Omowale Dada / Wale Dada / Wally Dada,released
20,2006-08-29,Jets,,• Pete McMahon,released
21,2006-08-29,Jets,,• Rayshun Reed,released
22,2006-08-29,Jets,,• Terry Butler,released
23,2006-08-29,Jets,,• Tui Alailefaleula,placed on IR with knee/leg injury
24,2006-08-29,Jets,• Trey Teague,,activated from physically unable to perform list
25,2006-08-30,Jets,,• Curtis Martin,placed on reserve/physically unable to perform list
1,2006-08-30,Jets,• Sloan Thomas,,claimed off waivers (from Titans)
2,2006-08-31,Jets,• Calvin Mosley / C.J. Mosley  • 2008 seventh round pick (#226-Chaz Schilens),• Brooks Bollinger,trade with Vikings
3,2006-08-31,Jets,• Sean Ryan (P.),• 2007 seventh round pick (#212-Courtney Brown (Leonard)),trade with Cowboys
4,2006-08-31,Jets,• 2007 sixth round pick (#177-Jacob Bender),• Doug Jolley,trade with Buccaneers
5,2006-09-01,Jets,• Hank Poteat,,signed free agent
6,2006-09-01,Jets,• Bobby Hamilton,• 2008 seventh round pick (#226-Chaz Schilens),trade with Raiders
7,2006-09-02,Jets,,• Andre Maddox,waived
8,2006-09-02,Jets,,• Blake Costanzo,waived-injured
9,2006-09-02,Jets,,• Brennan Schmidt,waived
10,2006-09-02,Jets,,• Charles Missant / Chuck Missant,waived
11,2006-09-02,Jets,,• Craig Bailey,waived
12,2006-09-02,Jets,,• Dante Ridgeway,waived
13,2006-09-02,Jets,,• Darrell Adams,waived
14,2006-09-02,Jets,,• Darrell McClover,waived
15,2006-09-02,Jets,,• Doug Nienhuis,waived
16,2006-09-02,Jets,,• Ed Blanton,waived
17,2006-09-02,Jets,,• Hank Poteat,released
18,2006-09-02,Jets,,• Isaac Snell,waived
19,2006-09-02,Jets,,• Jamie Thompson,waived
20,2006-09-02,Jets,,• Joe Kowalewski,waived
21,2006-09-02,Jets,,• Joel Dreessen,waived
22,2006-09-02,Jets,,• Marko Cavka,waived
23,2006-09-02,Jets,,• Matt McChesney,waived
24,2006-09-02,Jets,,• Michael Brown Jr. / Mike Brown Jr.,waived
25,2006-09-02,Jets,,• Ray Mickens,released
1,2006-09-02,Jets,,• Reggie Newhouse,waived
2,2006-09-02,Jets,,• Sloan Thomas,waived
3,2006-09-02,Jets,,• Stacy Tutt,waived
4,2006-09-02,Jets,,• Steve Morley,waived
5,2006-09-02,Jets,,• Victor Green,waived
6,2006-09-02,Jets,,• Walter Rasby / Walt Rasby,released
7,2006-09-03,Jets,,• Andre Maddox,released
8,2006-09-03,Jets,,• Blake Costanzo,placed on IR
9,2006-09-03,Jets,,• Brennan Schmidt,released
10,2006-09-03,Jets,,• Charles Missant / Chuck Missant,released
11,2006-09-03,Jets,,• Craig Bailey,released
12,2006-09-03,Jets,,• Dante Ridgeway,released
13,2006-09-03,Jets,,• Darrell Adams,released
14,2006-09-03,Jets,,• Darrell McClover,released
15,2006-09-03,Jets,,• Doug Nienhuis,released
16,2006-09-03,Jets,,• Ed Blanton,released
17,2006-09-03,Jets,,• Isaac Snell,released
18,2006-09-03,Jets,,• Jamie Thompson,released
19,2006-09-03,Jets,,• Joe Kowalewski,released
20,2006-09-03,Jets,,• Joel Dreessen,released
21,2006-09-03,Jets,,• Marko Cavka,released
22,2006-09-03,Jets,,• Matt McChesney,released
23,2006-09-03,Jets,,• Reggie Newhouse,released
24,2006-09-03,Jets,,• Sloan Thomas,released
25,2006-09-03,Jets,,• Stacy Tutt,released
1,2006-09-03,Jets,,• Steve Morley,released
2,2006-09-03,Jets,,• Titus Adams,waived
3,2006-09-03,Jets,,• Wallace Wright,waived
4,2006-09-03,Jets,• Rashad Moore,,claimed off waivers (from Raiders)
5,2006-09-03,Jets,• Zach Hilton,,claimed off waivers (from Saints)
6,2006-09-04,Jets,,• Titus Adams,released
7,2006-09-04,Jets,,• Wallace Wright,released
8,2006-09-04,Jets,• Dante Ridgeway,,signed free agent to practice squad
9,2006-09-04,Jets,• Ed Blanton,,signed free agent to practice squad
10,2006-09-04,Jets,• Isaac Snell,,signed free agent to practice squad
11,2006-09-04,Jets,• Jamie Thompson,,signed free agent to practice squad
12,2006-09-04,Jets,• Joe Kowalewski,,signed free agent to practice squad
13,2006-09-04,Jets,• Matt McChesney,,signed free agent to practice squad
14,2006-09-04,Jets,• Sloan Thomas,,signed free agent to practice squad
15,2006-09-04,Jets,• Stacy Tutt,,signed free agent to practice squad
16,2006-09-06,Jets,,• Dante Ridgeway,released from practice squad
17,2006-09-06,Jets,,• Matt McChesney,released from practice squad
18,2006-09-06,Jets,,• Trey Teague,leg injury (out indefinitely)
19,2006-09-06,Jets,• Titus Adams,,signed free agent to practice squad
20,2006-09-06,Jets,• Wallace Wright,,signed free agent to practice squad
21,2006-09-07,Jets,,• Blake Costanzo,waived (injury settlement)
22,2006-09-08,Jets,,• Blake Costanzo,released
23,2006-09-15,Jets,,• Zach Hilton,waived
24,2006-09-15,Jets,• Wade Smith (b),,signed free agent
25,2006-09-18,Jets,,• Zach Hilton,released
1,2006-09-19,Jets,,• Isaac Snell,released from practice squad
2,2006-09-19,Jets,,• Jamar Martin,waived
3,2006-09-19,Jets,• Matt McChesney,,signed free agent to practice squad
4,2006-09-19,Jets,• Zach Hilton,,signed free agent
5,2006-09-20,Jets,,• Jamar Martin,released
6,2006-09-26,Jets,,• Norm Katnik,waived
7,2006-09-26,Jets,,• Ryan Myers,waived
8,2006-09-26,Jets,,• Trevor Johnson,waived
9,2006-09-27,Jets,,• Norm Katnik,released
10,2006-09-27,Jets,,• Ryan Myers,released
11,2006-09-27,Jets,,• Trevor Johnson,released
12,2006-09-27,Jets,• Cody Spencer,,signed free agent
13,2006-09-27,Jets,• James Hodgins,,signed free agent
14,2006-09-27,Jets,• Ryan Riddle,,signed free agent
15,2006-09-28,Jets,,• Sloan Thomas,released from practice squad
16,2006-09-28,Jets,• Norm Katnik,,signed free agent to practice squad
17,2006-10-10,Jets,,• Derrick Strait,waived
18,2006-10-11,Jets,• Hank Poteat,,signed free agent
19,2006-10-23,Jets,,• Tui Alailefaleula,waived (injury settlement)
20,2006-10-24,Jets,,• Tui Alailefaleula,released
21,2006-11-01,Jets,,• Curtis Martin,placed on reserve/physically unable to perform list
22,2006-11-01,Jets,,• Zach Hilton,waived
23,2006-11-01,Jets,• Curtis Martin,,activated from physically unable to perform list
24,2006-11-01,Jets,• Na'Shan Goddard,,claimed off waivers (from Giants)
25,2006-11-02,Jets,,• Zach Hilton,released
1,2006-11-03,Jets,,• Zach Hilton,waived
2,2006-11-06,Jets,• Na'Shan Goddard,,signed free agent
3,2006-11-07,Jets,,• Norm Katnik,released from practice squad
4,2006-11-07,Jets,,• Trey Teague,placed on IR with ankle injury
5,2006-11-07,Jets,• Keyonta Marshall,,signed free agent to practice squad
6,2006-11-22,Jets,• Guss Scott,,claimed off waivers (from Texans)
7,2006-11-28,Jets,,• Guss Scott,waived
8,2006-11-29,Jets,,• Guss Scott,released
9,2006-12-01,Jets,• Bryan Thomas (b),,re-signed to a contract extension
10,2006-12-02,Jets,,• Tim Dwight,placed on IR with thigh injury
11,2006-12-02,Jets,• Wallace Wright,,signed from practice squad to active roster
12,2006-12-05,Jets,• Sloan Thomas,,signed free agent to practice squad
13,2006-12-06,Jets,• Darrell Adams,,re-signed free agent to practice squad
14,2006-12-06,Jets,,• Titus Adams,lost off practice squad (to Giants)
15,2006-12-09,Jets,• Jamie Thompson,,signed from practice squad to active roster
16,2006-12-13,Jets,• Andre Maddox,,signed free agent to practice squad
17,2006-12-16,Jets,,• Ryan Riddle,waived
18,2006-12-16,Jets,• Stacy Tutt,,signed from practice squad to active roster
19,2006-12-18,Jets,,• Ryan Riddle,released
20,2006-12-20,Jets,• Vaka Manupuna,,signed free agent to practice squad
21,2006-12-26,Jets,,• Vaka Manupuna,waived from practice squad
22,2006-12-27,Jets,• Zarnell Fitch,,signed free agent to practice squad
23,2007-01-03,Jets,,• Andre Maddox,released from practice squad
24,2007-01-03,Jets,,• Jamie Thompson,placed on IR with foot injury
25,2007-01-03,Jets,• Alphonso Hodge,,signed free agent to practice squad
1,2007-01-03,Jets,• Charles Missant / Chuck Missant,,signed free agent to practice squad
2,2007-01-03,Jets,• Ed Blanton,,signed from practice squad to active roster
3,2007-01-08,Jets,• Alphonso Hodge,,re-signed to a future contract
4,2007-01-08,Jets,• Darrell Adams,,re-signed to a future contract
5,2007-01-08,Jets,• Joe Kowalewski,,re-signed to a future contract
6,2007-01-08,Jets,• Keyonta Marshall,,re-signed to a future contract
7,2007-01-08,Jets,• Matt McChesney,,re-signed to a future contract
8,2007-01-09,Jets,• Zarnell Fitch,,signed to a future contract
9,2007-01-10,Jets,• Frisman Jackson,,signed free agent to a future contract
10,2007-01-22,Jets,• Adrien Clarke,,signed free agent to a future contract
11,2007-02-12,Jets,,• Mike King (a),waived
12,2007-02-12,Jets,• Phil Silva,,signed free agent to a future contract
13,2007-02-13,Jets,,• Michael King,released
14,2007-02-20,Jets,• Raymond Ventrone / Bubba Ventrone,,signed free agent to a future contract
15,2007-02-21,Jets,,• Trey Teague,released
16,2007-02-21,Jets,• Brian Daboll,,hired as quarterbacks coach
17,2007-02-21,Jets,• Dan Quinn,,hired as defensive line coach
18,2007-02-21,Jets,• Denny Marcin,,re-signed as defensive assistant coach to a contract extension
19,2007-02-21,Jets,• Hank Poteat,,re-signed to a 1-year contract
20,2007-02-21,Jets,• Jerome Henderson,,promoted to director of player development & assistant secondary coach
21,2007-02-21,Jets,• Mike MacIntyre,,hired as secondary coach
22,2007-02-21,Jets,• Sal Alosi,,promoted to strength & conditioning coach
23,2007-02-22,Jets,,• Kevan Barlow,released
24,2007-02-24,Jets,,• Jamie Thompson,allocated to NFL Europe
25,2007-02-28,Jets,,• Bobby Hamilton,released
1,2007-02-28,Jets,,• Derrick Blaylock,released
2,2007-03-01,Jets,• Ben Kotwica,,hired as defense/special teams quality control coach (date approximate)
3,2007-03-01,Jets,• Jerricho Cotchery,,re-signed
4,2007-03-02,Jets,,• Anthony Clement,player became an unrestricted free agent
5,2007-03-02,Jets,,• B.J. Askew,player became an unrestricted free agent
6,2007-03-02,Jets,,• James Hodgins,player became a free agent
7,2007-03-02,Jets,,• Patrick Ramsey,released
8,2007-03-02,Jets,,• Wade Smith (b),player became an unrestricted free agent
9,2007-03-05,Jets,• Thomas Jones (Quinn)  • 2007 second round pick (#63-Brandon Jackson (Lamar)),• 2007 second round pick (#37-Eric Weddle),trade with Bears
10,2007-03-05,Jets,• Thomas Jones (Quinn),,re-signed to a 4-year contract extension
11,2007-03-06,Jets,• Bobby Hamilton,,signed free agent
12,2007-03-06,Jets,• Kenyon Coleman,,signed unrestricted free agent
13,2007-03-08,Jets,• Darian Barnes,,signed unrestricted free agent
14,2007-03-12,Jets,• Jamie Thompson,,re-signed exclusive rights free agent
15,2007-03-12,Jets,• Wade Smith (b),,re-signed unrestricted free agent to a 1-year contract
