,Date,Team,Acquired,Relinquished,Notes
20,1999-09-05,Rams,,• Kevin Knox,waived
21,1999-09-05,Rams,,• Leonard Little,placed on reserve/suspended list
22,1999-09-05,Rams,,• Mac Cody,waived
23,1999-09-05,Rams,,• Otis English,waived
24,1999-09-05,Rams,,• Phillip Ward / Philip Ward,waived
25,1999-09-05,Rams,,• Ron Carpenter (Allen),released
1,1999-09-05,Rams,,• Mike Verstegen,waived (injury settlement)
2,1999-09-05,Rams,,• Mike Verstegen,placed on IR
3,1999-09-06,Rams,,• Bobby Singh,released
4,1999-09-06,Rams,,• Chad Levitt,released
5,1999-09-06,Rams,,• Clifton Crosby / Cliff Crosby,released
6,1999-09-06,Rams,,• Darrius Blevins,released
7,1999-09-06,Rams,,• June Henley,released
8,1999-09-06,Rams,,• Kendrick Gholston,released
9,1999-09-06,Rams,,• Kevin Knox,released
10,1999-09-06,Rams,,• Mike Verstegen,released
11,1999-09-06,Rams,,• Otis English,released
12,1999-09-06,Rams,,• Phillip Ward / Philip Ward,released
13,1999-09-06,Rams,,• Jeremy McKinney,waived
14,1999-09-06,Rams,,• Jon Hesse,waived
15,1999-09-06,Rams,,• Jeremy McKinney,released
16,1999-09-06,Rams,,• Jon Hesse,released
17,1999-09-07,Rams,• Clifton Crosby / Cliff Crosby,,signed free agent
18,1999-09-07,Rams,• Paul Grasmanis,,signed free agent
19,1999-09-13,Rams,,• Clifton Crosby / Cliff Crosby,waived
20,1999-09-13,Rams,,• Derrick Harris,waived
21,1999-09-13,Rams,,• Paul Grasmanis,waived
22,1999-09-13,Rams,• Chad Levitt,,signed free agent
23,1999-09-13,Rams,• Nate Hobgood-Chittick,,signed free agent
24,1999-09-13,Rams,• Ron Carpenter (Allen),,signed free agent
25,1999-09-14,Rams,,• Derrick Harris,released
1,1999-09-14,Rams,,• Paul Grasmanis,released
2,1999-10-05,Rams,,• David Thompson (Farrod),waived
3,1999-10-06,Rams,,• David Thompson (Farrod),released
4,1999-10-20,Rams,,• Tony Horne,placed on reserve/suspended list
5,1999-10-20,Rams,• Chris Thomas (Eric),,signed free agent
6,1999-11-08,Rams,,• Chad Levitt,waived
7,1999-11-09,Rams,,• Chad Levitt,released
8,1999-11-09,Rams,• Leonard Little,,reinstated from suspension
9,1999-11-09,Rams,• Leonard Little,,reinstated from reserve/suspended list
10,1999-11-09,Rams,,• Leonard Little,placed on exempt/commissioner permission list
11,1999-11-10,Rams,,• Rick Tuten,placed on IR
12,1999-11-10,Rams,• Mike Horan,,signed free agent
13,1999-11-16,Rams,,• Chad Lewis,waived
14,1999-11-16,Rams,• Tony Horne,,reinstated from suspension
15,1999-11-16,Rams,,• Tony Horne,placed on exempt/commissioner permission list
16,1999-11-19,Rams,,• Gaylon Hyder,placed on IR
17,1999-11-24,Rams,,• Willie Jones (e),placed on IR
18,1999-11-24,Rams,• Jeremy McKinney,,signed free agent
19,1999-11-29,Rams,• Matt Willig,,signed free agent
20,1999-12-03,Rams,,• Keith Lyle,shoulder injury (out)
21,1999-12-20,Rams,,• Glenn Young Jr.,waived
22,2000-01-18,Rams,• Mike Martz,,re-signed as offensive coordinator to a 2-year contract extension
23,2000-02-02,Rams,,• Dick Vermeil,retired as head coach
24,2000-02-04,Rams,• Charley Armey,,promoted to general manager
25,2000-02-04,Rams,• Jay Zygmunt,,hired as president ot football operations
1,2000-02-09,Rams,,• Willie Jones (e),waived
2,2000-02-10,Rams,,• Fred Miller (Junior),player became an unrestricted free agent
3,2000-02-10,Rams,,• Mike Morton,player became an unrestricted free agent
4,2000-02-10,Rams,• Todd Lyght,,designated as transition player
5,2000-02-19,Rams,,• Charlie Clemons,lost restricted free agent (declined to match Saints offer sheet)
6,2000-02-26,Rams,,• Willie Jones,released
7,2000-03-01,Rams,,• Amp Lee,released
8,2000-03-03,Rams,• 2000 fifth round pick (#139-Brian Young)  • 2001 fifth round pick (#154-Darnerian McCants),• Billy Jenkins,trade with Broncos
9,2000-03-15,Rams,• Sean Moran,,signed unrestricted free agent
10,2000-03-19,Rams,• Kevin Warren,,promoted to vice president of football administration
11,2000-03-24,Rams,,• Glenn Young Jr.,waived
12,2000-03-24,Rams,,• Joe Rowe,released
13,2000-03-24,Rams,,• Todd Frohbieter,waived
14,2000-03-29,Rams,,• Glenn Young Jr.,released
15,2000-03-29,Rams,,• Todd Frohbieter,released
16,2000-04-04,Rams,• Siaha Burley,,signed free agent
17,2000-04-04,Rams,• Derek Loville,• 2000 sixth round pick (#189-Mike Anderson (c)),trade with Broncos
18,2000-04-05,Rams,,• Otis English,waived
19,2000-04-11,Rams,• Steve Scifres,,signed free agent
20,2000-04-15,Rams,• Trung Canidate,,2000 NFL draft first round pick (#31 overall)
21,2000-04-15,Rams,• Jacoby Shepherd,,2000 NFL draft second round pick (#62 overall)
22,2000-04-15,Rams,• John St. Clair,,2000 NFL draft third round pick (#94 overall)
23,2000-04-16,Rams,• 2000 fourth round pick (#104-Kaulana Noa),• 2000 fourth round pick (#125-Reggie Austin)  • 2000 fifth round pick (#150-John Milem)  • 2000 seventh round pick (#225-Rashidi Barnes),trade with Bears
24,2000-04-16,Rams,• Kaulana Noa,,2000 NFL draft fourth round pick (#104 overall)
25,2000-04-16,Rams,• Brian Young,,2000 NFL draft fifth round pick (#139 overall)
1,2000-04-16,Rams,• Matt Bowen,,2000 NFL draft sixth round pick (#198 overall)
2,2000-04-16,Rams,• Andrew Kline,,2000 NFL draft seventh round pick (#220 overall)
3,2000-04-17,Rams,• Curtis Jackson,,signed undrafted free agent
4,2000-04-17,Rams,• Dane Looker,,signed undrafted free agent
5,2000-04-20,Rams,• Derek Fox,,signed free agent
6,2000-04-20,Rams,• Keith Miller (McLaughlin),,signed free agent
7,2000-04-25,Rams,• Damon Washington,,signed free agent
8,2000-04-25,Rams,• Lonny Mitchell,,signed free agent
9,2000-04-28,Rams,• T.J. Washington,,signed free agent
10,2000-05-03,Rams,• Bennie Anderson,,signed undrafted free agent
11,2000-05-04,Rams,,• Lorenzo Styles,released
12,2000-05-04,Rams,,• Steve Scifres,waived
13,2000-05-15,Rams,,• Steve Scifres,released
14,2000-05-30,Rams,,• Siaha Burley,waived
15,2000-06-05,Rams,• Justin Watson (a),,re-signed exclusive rights free agent
16,2000-06-05,Rams,• Lorenzo Styles,,re-signed free agent
17,2000-06-05,Rams,• Nate Hobgood-Chittick,,re-signed exclusive rights free agent
18,2000-06-05,Rams,• Tony Horne,,re-signed exclusive rights free agent
19,2000-06-09,Rams,,• Siaha Burley,released
20,2000-06-20,Rams,• Steve Everitt,,signed free agent
21,2000-07-07,Rams,• Andrew Kline,,signed seventh round pick to a 3-year contract
22,2000-07-07,Rams,• Brian Young,,signed fifth round pick to a 3-year contract
23,2000-07-07,Rams,• Matt Bowen,,signed sixth round pick to a 3-year contract
24,2000-07-19,Rams,,• Bennie Anderson,waived
25,2000-07-20,Rams,,• Bennie Anderson,released
1,2000-07-21,Rams,• Bertrand Berry / Bert Berry,,signed free agent
2,2000-07-21,Rams,• Jamel Smith,,signed free agent
3,2000-07-21,Rams,• John St. Clair,,signed third round pick to a multi-year contract
4,2000-07-21,Rams,• Kurt Warner,,re-signed exclusive rights free agent
5,2000-07-21,Rams,• Phil Savoy,,signed free agent
6,2000-07-21,Rams,• Trung Canidate,,signed first round pick to a 5-year contract
7,2000-07-24,Rams,,• Samson Sherrod / Sam Sherrod,released
8,2000-07-24,Rams,• Vince Amey,,signed free agent
9,2000-07-25,Rams,• Matt Beck,,signed free agent
10,2000-07-28,Rams,• Kurt Warner,,re-signed to a 6-year contract extension
11,2000-08-01,Rams,,• Jeff Hall,waived
12,2000-08-02,Rams,,• Jeff Hall,released
13,2000-08-02,Rams,• Louie Aguiar,,signed free agent
14,2000-08-03,Rams,,• T.J. Washington,waived
15,2000-08-03,Rams,• Mike Verstegen,,signed free agent
16,2000-08-07,Rams,,• Lonny Mitchell,waived
17,2000-08-07,Rams,• 2002 sixth round pick (#205-Steve Bellisari),• Dane Looker,trade with Patriots
18,2000-08-08,Rams,,• Lonny Mitchell,released
19,2000-08-10,Rams,• Pete Swanson,,signed free agent
20,2000-08-16,Rams,,• Derek Loville,released
21,2000-08-16,Rams,,• Kaulana Noa,placed on IR
22,2000-08-21,Rams,,• Bertrand Berry / Bert Berry,waived
23,2000-08-21,Rams,,• Darwin Brown,waived
24,2000-08-21,Rams,,• Louie Aguiar,released
25,2000-08-21,Rams,,• Phil Savoy,waived
1,2000-08-21,Rams,,• Vince Amey,waived
2,2000-08-22,Rams,,• Andrew Kline,placed on IR
3,2000-08-22,Rams,,• Bertrand Berry / Bert Berry,released
4,2000-08-22,Rams,,• Darwin Brown,released
5,2000-08-22,Rams,,• Phil Savoy,released
6,2000-08-22,Rams,,• Rick Tuten,released
7,2000-08-22,Rams,,• Troy Pelshak,waived
8,2000-08-22,Rams,,• Vince Amey,released
9,2000-08-22,Rams,• Chris Thomas (Eric),,signed free agent
10,2000-08-22,Rams,• John Baker (David),• 2002 sixth round pick (#204-Brian Allen (b. 1980-04-20)),trade with Colts
11,2000-08-25,Rams,,• Damon Washington,waived
12,2000-08-25,Rams,,• Derek Fox,waived
13,2000-08-25,Rams,,• Matt Chatham,waived
14,2000-08-25,Rams,,• Mike Verstegen,waived
15,2000-08-25,Rams,,• Mike Verstegen,released
16,2000-08-26,Rams,,• Antonio Brown,waived
17,2000-08-26,Rams,,• James Kidd,waived
18,2000-08-26,Rams,,• Rob Riti,waived
19,2000-08-27,Rams,,• Clifton Crosby / Cliff Crosby,waived
20,2000-08-27,Rams,,• Curtis Jackson,waived
21,2000-08-27,Rams,,• Darrius Blevins,waived-injured
22,2000-08-27,Rams,,• Derek Lewis,released
23,2000-08-27,Rams,,• Gaylon Hyder,waived
24,2000-08-28,Rams,,• Clifton Crosby / Cliff Crosby,released
25,2000-08-28,Rams,,• Curtis Jackson,released
1,2000-08-28,Rams,,• Damon Washington,released
2,2000-08-28,Rams,,• Darrius Blevins,released
3,2000-08-28,Rams,,• Derek Fox,released
4,2000-08-28,Rams,,• Gaylon Hyder,released
5,2000-08-28,Rams,,• Jamel Smith,waived
6,2000-08-28,Rams,• Chad Kelsay,,claimed off waivers (from Steelers)
7,2000-08-29,Rams,,• Jamel Smith,released
8,2000-09-05,Rams,,• Chad Kelsay,waived
9,2000-09-05,Rams,• Troy Pelshak,,signed free agent
10,2000-09-06,Rams,,• Chad Kelsay,released
11,2000-09-06,Rams,• Lionel Barnes,,signed free agent
12,2000-10-04,Rams,,• Troy Pelshak,waived
13,2000-10-04,Rams,,• Troy Pelshak,released
14,2000-10-09,Rams,• Jason Kyle,,signed free agent
15,2000-10-09,Rams,• Mike Newell,,signed free agent
16,2000-10-10,Rams,,• Lionel Barnes,waived
17,2000-10-10,Rams,,• Nate Hobgood-Chittick,waived
18,2000-10-11,Rams,• Fernando Smith,,signed free agent
19,2000-10-11,Rams,• Gaylon Hyder,,signed free agent
20,2000-10-16,Rams,,• Jason Kyle,waived
21,2000-10-17,Rams,,• Jason Kyle,released
22,2000-10-17,Rams,• Pete Stoyanovich,,signed free agent
23,2000-10-24,Rams,,• Fernando Smith,waived
24,2000-10-24,Rams,• Marc Bulger,,signed free agent
25,2000-10-25,Rams,,• Fernando Smith,released
1,2000-10-25,Rams,• Jason Kyle,,signed free agent
2,2000-10-27,Rams,,• Jason Kyle,waived
3,2000-10-27,Rams,• Paul Justin,,signed free agent
4,2000-11-06,Rams,,• Pete Stoyanovich,waived
5,2000-11-07,Rams,,• Pete Stoyanovich,released
6,2000-11-07,Rams,• Jeff Hall,,signed free agent
7,2000-11-14,Rams,,• Trung Canidate,placed on IR
8,2000-11-14,Rams,• Chad Dukes,,signed free agent
9,2000-11-22,Rams,,• Antoine Toliver / T.T. Toliver,released from practice squad
10,2000-11-22,Rams,,• Paul Snellings,released from practice squad
11,2000-11-22,Rams,• Darrius Blevins,,signed free agent
12,2000-11-22,Rams,• James Kidd,,signed
13,2000-11-24,Rams,,• Chad Dukes,waived
14,2000-11-27,Rams,,• Chad Dukes,released
15,2000-11-27,Rams,,• Paul Justin,waived
16,2000-11-28,Rams,,• Paul Justin,released
17,2000-11-28,Rams,• Chad Dukes,,signed free agent
18,2000-12-04,Rams,,• Jeff Hall,waived
19,2000-12-05,Rams,,• Jeff Hall,released
20,2000-12-05,Rams,• Dustin Cohen,,signed (from Bears practice squad)
21,2000-12-13,Rams,,• Rich Coady IV (Joseph),placed on IR
22,2000-12-13,Rams,• Shevin Smith,,signed free agent
23,2001-01-01,Rams,• Ron Meeks,,hired as secondary coach (date approximate)
24,2001-01-02,Rams,,• Carl Hairston,fired as defensive line coach
25,2001-01-02,Rams,,• Larry Pasquale,fired as special teams coach
1,2001-01-02,Rams,,• Peter Giunta,fired as defensive coordinator
2,2001-01-02,Rams,,• Steve Brown,fired as cornerbacks coach
3,2001-01-04,Rams,• Bill Kollar,,hired as defensive line coach
4,2001-01-04,Rams,• Jonathan Brown (Bernard),,signed free agent
5,2001-01-04,Rams,• Mark Word,,signed free agent
6,2001-01-05,Rams,• Bobby April Sr.,,hired as special teams coach
7,2001-01-08,Rams,• Lovie Smith,,hired as defensive coordinator
8,2001-01-12,Rams,• Antoine Toliver / T.T. Toliver,,signed free agent
9,2001-01-12,Rams,• Buddy Crutchfield,,signed free agent
10,2001-01-12,Rams,• Marc Bulger,,signed free agent
11,2001-01-12,Rams,• R-Kal Truluck,,signed free agent
12,2001-01-12,Rams,• Ron Meeks,,hired as defensive backs coach
13,2001-01-12,Rams,• 2001 second round pick (#42-Tommy Polley)  • 2002 third round pick (#84-Lamar Gordon),,received from Chiefs as compensation for head coach Dick Vermeil
14,2001-01-23,Rams,• Bobby Jackson,,promoted to associate coach
15,2001-01-23,Rams,• Henry Ellard,,hired as offensive assistant coach
16,2001-01-23,Rams,• Ken Zampese,,hired as wide receivers coach
17,2001-01-29,Rams,• Sherrod Gideon,,signed free agent
18,2001-02-16,Rams,• Matt Sheldon,,hired as defensive assistant coach
19,2001-02-16,Rams,• Melvin Foels,,hired to college scouting department
20,2001-02-21,Rams,,• D'Marco Farr,waived
21,2001-02-21,Rams,,• Ray Agnew Jr.,waived
22,2001-02-22,Rams,,• D'Marco Farr,released
23,2001-02-22,Rams,,• Ray Agnew Jr.,released
24,2001-02-22,Rams,,• Steve Everitt,released
25,2001-03-01,Rams,,• Chris Thomas (Eric),player became an unrestricted free agent
1,2001-03-01,Rams,,• Jeff Wilkins,player became an unrestricted free agent
2,2001-03-01,Rams,,• Jeff Zgonina,player became an unrestricted free agent
3,2001-03-01,Rams,,• Kevin Carter,player became an unrestricted free agent
4,2001-03-01,Rams,,• Lorenzo Styles,player became an unrestricted free agent
5,2001-03-01,Rams,,• Mike Jones (Anthony),player became an unrestricted free agent
6,2001-03-01,Rams,,• Taje Allen,player became an unrestricted free agent
7,2001-03-01,Rams,,• Todd Lyght,player became an unrestricted free agent
8,2001-03-01,Rams,• Az-Zahir Hakim,,player became a restricted free agent
9,2001-03-01,Rams,• Leonard Little,,player became a restricted free agent
10,2001-03-01,Rams,• London Fletcher-Baker / London Fletcher,,player became a restricted free agent
11,2001-03-01,Rams,• Roland Williams,,player became a restricted free agent
12,2001-03-01,Rams,• Shevin Smith,,player became a restricted free agent
13,2001-03-02,Rams,• Darrius Blevins,,re-signed to a 1-year contract
14,2001-03-02,Rams,• Dustin Cohen,,signed to a 1-year contract
15,2001-03-02,Rams,• Gaylon Hyder,,signed free agent to a 1-year contract
16,2001-03-02,Rams,• James Hodgins,,re-signed to a 1-year contract
17,2001-03-02,Rams,• Pete Swanson,,signed free agent to a 1-year contract
18,2001-03-02,Rams,• Shevin Smith,,signed free agent to a 1-year contract
19,2001-03-07,Rams,• Don Davis Jr.,,signed unrestricted free agent
20,2001-03-12,Rams,• Jeff Wilkins,,re-signed unrestricted free agent to a 5-year contract
21,2001-03-19,Rams,• Darwin Brown,,signed free agent
22,2001-03-19,Rams,• Jeff Gooch,• 2001 fifth round pick (not exercised),trade with Buccaneers (trade later voided when Gooch failed physical with Rams)
23,2001-03-23,Rams,,• Keith Lyle,released
24,2001-03-23,Rams,• 2001 fifth round pick (not exercised),• Jeff Gooch,earlier trade with Buccaneers voided when Gooch failed physical with Rams
25,2001-03-27,Rams,• Anthony White,,signed free agent
1,2001-03-27,Rams,• Kim Herring,,signed unrestricted free agent to a 5-year contract
2,2001-03-29,Rams,• 2001 first round pick (#29-Ryan Pickett),• Kevin Carter,trade with Titans
3,2001-04-06,Rams,• Ray Agnew Jr.,,signed free agent
4,2001-04-10,Rams,• Mark Fields (Anthony),,signed free agent
5,2001-04-20,Rams,• 2001 fourth round pick (#123-Marcus Bell (L.)),• Roland Williams,trade with Raiders
6,2001-04-20,Rams,• 2001 first round pick (#12-Damione Lewis),• Trent Green  • 2001 fifth round pick (#150-Derrick Blaylock),trade with Chiefs
7,2001-04-21,Rams,• Aeneas Williams,• 2001 second round pick (#54-Michael Stone (Ahmed))  • 2001 fourth round pick (#123-Marcus Bell (L.)),trade with Cardinals
8,2001-04-21,Rams,,• Tony Horne,lost restricted free agent (Rams declined to match Chiefs offer sheet)
9,2001-04-21,Rams,• Adam Archuleta,,2001 NFL draft first round pick (#20 overall)
10,2001-04-21,Rams,• Damione Lewis,,2001 NFL draft first round pick (#12 overall)
11,2001-04-21,Rams,• Ryan Pickett,,2001 NFL draft first round pick (#29 overall)
12,2001-04-21,Rams,• Tommy Polley,,2001 NFL draft second round pick (#42 overall)
13,2001-04-21,Rams,• Brian Allen (L.),,2001 NFL draft third round pick (#83 overall)
14,2001-04-22,Rams,• 2001 fifth round pick (#145-Jerametrius Butler),• 2001 fifth round pick (#154-Darnerian McCants)  • 2001 sixth round pick (#186-Mario Monds),trade with Redskins
15,2001-04-22,Rams,• Brandon Manumaleuna,,2001 NFL draft fourth round pick (#129 overall)
16,2001-04-22,Rams,• Milton Wynn,,2001 NFL draft fourth round pick (#116 overall)
17,2001-04-22,Rams,• Jerametrius Butler,,2001 NFL draft fifth round pick (#145 overall)
18,2001-04-22,Rams,• Francis St. Paul,,2001 NFL draft sixth round pick (#197 overall)
19,2001-04-23,Rams,,• R-Kal Truluck,waived
20,2001-04-23,Rams,,• Shevin Smith,waived
21,2001-04-23,Rams,• Aveion Cason,,signed undraftred free agent
22,2001-04-25,Rams,• Aveion Carson,,signed free agent
23,2001-04-25,Rams,• Byron Black,,signed free agent
24,2001-04-25,Rams,• Lavel Bailey,,signed free agent
25,2001-04-25,Rams,• Tony Miles,,signed free agent
1,2001-04-25,Rams,• Troy Evans,,signed undrafted free agent
2,2001-04-26,Rams,,• Andrew Kline,released
3,2001-04-26,Rams,,• Otis English,released
4,2001-04-26,Rams,,• R-Kal Truluck,released
5,2001-04-26,Rams,,• Shevin Smith,released
6,2001-04-26,Rams,• David Rivers,,signed undrafted free agent
7,2001-04-26,Rams,• Frank Garcia (Christopher),,signed unrestricted free agent to a 2-year contract
8,2001-04-26,Rams,• Omar Smith,,signed undrafted free agent
9,2001-04-27,Rams,• Bryan Blackwood,,signed free agent
10,2001-05-01,Rams,• Paul Justin,,signed free agent
11,2001-05-01,Rams,• Tyoka Jackson,,signed unrestricted free agent
12,2001-05-03,Rams,• Bamikole Ayi / Kole Ayi,,signed free agent
13,2001-05-03,Rams,• Craig Walendy,,signed free agent
14,2001-05-03,Rams,• Giles Cole,,signed free agent
15,2001-05-03,Rams,• Kole Aye,,signed undrafted free agent
16,2001-05-03,Rams,• Willie Gary,,signed free agent
17,2001-05-04,Rams,• Cedric Jones (Lewis),,signed free agent
18,2001-05-09,Rams,• Damen Wheeler,,signed free agent
19,2001-05-16,Rams,,• Matt Beck,waived
20,2001-05-21,Rams,• Justin Watson (a),,re-signed exclusive rights free agent
21,2001-05-29,Rams,,• Matt Beck,released
22,2001-06-01,Rams,• O.J. Brigance,,signed unrestricted free agent
23,2001-06-05,Rams,,• Todd Collins (Franklin),released
24,2001-06-06,Rams,,• Craig Walendy,waived
25,2001-06-07,Rams,• Rod Jones (Edward),,signed free agent
1,2001-06-07,Rams,• Willie Gary,,signed free agent
2,2001-06-13,Rams,,• Bryan Blackwood,waived
3,2001-06-13,Rams,,• David Rivers,waived
4,2001-06-14,Rams,• Leo Araguz,,signed free agent
5,2001-06-18,Rams,,• Craig Walendy,released
6,2001-06-21,Rams,• John Allred,,re-signed unrestricted free agent
7,2001-06-25,Rams,,• Bryan Blackwood,released
8,2001-06-25,Rams,,• David Rivers,released
9,2001-06-27,Rams,• Jerametrius Butler,,signed fifth round pick to a 3-year contract
10,2001-07-02,Rams,,• Gaylon Hyder,waived
11,2001-07-02,Rams,,• Jamel Smith,waived
12,2001-07-02,Rams,,• Keith Miller (McLaughlin),waived
13,2001-07-02,Rams,,• Mark Word,waived
14,2001-07-05,Rams,,• Gaylon Hyder,released
15,2001-07-05,Rams,,• Jamel Smith,released
16,2001-07-05,Rams,,• Keith Miller (McLaughlin),released
17,2001-07-05,Rams,,• Mark Word,released
18,2001-07-11,Rams,• Chris Cummings,,signed free agent
19,2001-07-11,Rams,• O'Lester Pope / O'Leaster Pope,,signed free agent
20,2001-07-18,Rams,,• John Allred,released
21,2001-07-19,Rams,• Milton Wynn,,signed fourth round pick to a 3-year contract
22,2001-07-19,Rams,• Ron Janes,,signed free agent
23,2001-07-20,Rams,• Steve Bush (b. 1974-07-04),,signed unrestricted free agent
24,2001-07-25,Rams,• Matt Simonton,,signed free agent
25,2001-07-25,Rams,• Yo Murphy,,signed free agent
1,2001-07-27,Rams,• Damione Lewis,,signed first round pick to a 5-year contract
2,2001-07-28,Rams,• Larry Bowie,,signed free agent
3,2001-07-28,Rams,• Ryan Pickett,,signed first round pick
4,2001-07-30,Rams,,• Pete Swanson,waived
5,2001-07-30,Rams,,• Ron Janes,waived
6,2001-07-30,Rams,• Rome Douglas,,signed free agent
7,2001-07-31,Rams,,• Pete Swanson,released
8,2001-07-31,Rams,,• Ron Janes,released
9,2001-08-01,Rams,• Dustin Cohen,,signed free agent
10,2001-08-07,Rams,• Dane Looker,,signed free agent
11,2001-08-08,Rams,,• Lavel Bailey,waived
12,2001-08-08,Rams,,• Ray Agnew Jr.,retired
13,2001-08-08,Rams,• Ray Agnew Jr.,,hired as director of player development and team pastor
14,2001-08-09,Rams,,• Lavel Bailey,released
15,2001-08-09,Rams,,• Ray Agnew Jr.,placed on reserve/retired list
16,2001-08-20,Rams,,• O.J. Brigance,released
17,2001-08-20,Rams,,• O'Lester Pope / O'Leaster Pope,waived
18,2001-08-20,Rams,,• Rome Douglas,waived
19,2001-08-20,Rams,• Chidi Ahanotu,,signed free agent to a 1-year contract
20,2001-08-21,Rams,,• O'Lester Pope / O'Leaster Pope,released
21,2001-08-21,Rams,,• Rome Douglas,released
22,2001-08-27,Rams,,• Anthony White,waived
23,2001-08-27,Rams,,• Antoine Toliver / T.T. Toliver,waived
24,2001-08-27,Rams,,• Buddy Crutchfield,waived
25,2001-08-27,Rams,,• Dane Looker,waived
1,2001-08-27,Rams,,• Jermaine Benoit,waived
2,2001-08-27,Rams,,• Leo Araguz,released
3,2001-08-27,Rams,,• Matt Simonton,waived
4,2001-08-27,Rams,,• Omar Smith,waived
5,2001-08-27,Rams,,• Steve Bush (b. 1974-07-04),released
6,2001-08-27,Rams,,• Tony Miles,waived
7,2001-08-27,Rams,,• Troy Evans,waived
8,2001-08-28,Rams,,• Anthony White,released
9,2001-08-28,Rams,,• Antoine Toliver / T.T. Toliver,released
10,2001-08-28,Rams,,• Buddy Crutchfield,released
11,2001-08-28,Rams,,• Cedric Jones (Lewis),placed on IR
12,2001-08-28,Rams,,• Dane Looker,released
13,2001-08-28,Rams,,• Jermaine Benoit,released
14,2001-08-28,Rams,,• Matt Simonton,released
15,2001-08-28,Rams,,• Omar Smith,released
16,2001-08-28,Rams,,• Paul Justin,placed on IR
17,2001-08-28,Rams,,• Tony Miles,released
18,2001-08-28,Rams,,• Troy Evans,released
19,2001-09-01,Rams,,• Chris Cummings,waived
20,2001-09-01,Rams,,• Damen Wheeler,waived
21,2001-09-01,Rams,,• Giles Cole,waived
22,2001-09-01,Rams,,• Scott Zimmerman,waived
23,2001-09-01,Rams,,• Willie Gary,waived
24,2001-09-02,Rams,,• Chris Cummings,released
25,2001-09-02,Rams,,• Damen Wheeler,released
1,2001-09-02,Rams,,• Darrius Blevins,released (injury settlement)
2,2001-09-02,Rams,,• Devin Bush (Sr.),released
3,2001-09-02,Rams,,• Dustin Cohen,waived
4,2001-09-02,Rams,,• Francis St. Paul,released (injury settlement)
5,2001-09-02,Rams,,• Giles Cole,released
6,2001-09-02,Rams,,• Jonathan Brown (Bernard),waived
7,2001-09-02,Rams,,• Larry Bowie,placed on IR
8,2001-09-02,Rams,,• Mike Newell,waived
9,2001-09-02,Rams,,• Milton Wynn,waived
10,2001-09-02,Rams,,• Scott Zimmerman,released
11,2001-09-02,Rams,,• Sherrod Gideon,waived
12,2001-09-02,Rams,,• Willie Gary,released
13,2001-09-02,Rams,• Jamie Martin,,signed free agent
14,2001-09-03,Rams,,• Darrius Blevins,placed on IR
15,2001-09-03,Rams,,• Dustin Cohen,released
16,2001-09-03,Rams,,• Francis St. Paul,placed on IR
17,2001-09-03,Rams,,• Jonathan Brown (Bernard),released
18,2001-09-03,Rams,,• Mike Newell,released
19,2001-09-03,Rams,,• Sherrod Gideon,released
20,2001-09-03,Rams,• 2002 sixth round pick (#183-James Lewis (b)),• Joe Germaine,trade with Chiefs
21,2001-09-04,Rams,,• Darrius Blevins,waived
22,2001-09-04,Rams,,• Francis St. Paul,waived
23,2001-09-04,Rams,• Dustin Cohen,,signed free agent to practice squad
24,2001-09-04,Rams,• Jonathan Brown (Bernard),,signed free agent to practice squad
25,2001-09-04,Rams,• Mike Newell,,signed free agent to practice squad
1,2001-09-04,Rams,• Scott Zimmerman,,signed free agent to practice squad
2,2001-09-04,Rams,• Sherrod Gideon,,signed free agent to practice squad
3,2001-09-05,Rams,,• Darrius Blevins,released
4,2001-09-05,Rams,,• Francis St. Paul,released
5,2001-09-25,Rams,,• Aveion Cason,waived
6,2001-09-26,Rams,,• Aveion Cason,released
7,2001-09-26,Rams,• Damon Griffin,,signed free agent
8,2001-09-29,Rams,,• Darwin Brown,waived
9,2001-10-01,Rams,,• Darwin Brown,released
10,2001-10-01,Rams,• Sherrod Gideon,,signed from practice squad to active roster
11,2001-10-02,Rams,,• Aveion Cason,waived
12,2001-10-03,Rams,,• Matt Bowen,placed on IR
13,2001-10-03,Rams,• Dustin Cohen,,signed from practice squad to active roster
14,2001-10-18,Rams,• Nick Sorensen,,signed free agent
15,2001-10-18,Rams,• Nick Sorenson,,signed free agent to practice squad
16,2001-10-23,Rams,,• Bamikole Ayi / Kole Ayi,waived
17,2001-10-23,Rams,• Jonathan Brown (Bernard),,signed from practice squad to active roster
18,2001-10-24,Rams,,• Bamikole Ayi / Kole Ayi,released
19,2001-10-29,Rams,,• Larry Bowie,waived
20,2001-10-30,Rams,,• Larry Bowie,released
21,2001-11-06,Rams,,• Matt Bowen,waived
22,2001-11-07,Rams,,• Matt Bowen,released
23,2001-11-12,Rams,• O.J. Brigance,,signed free agent
24,2001-11-13,Rams,,• Damon Griffin,placed on IR
25,2001-11-17,Rams,,• Jonathan Brown (Bernard),waived
1,2001-11-17,Rams,• Nick Sorensen,,signed free agent
2,2001-11-19,Rams,,• Jonathan Brown (Bernard),released
3,2001-11-20,Rams,,• Damione Lewis,placed on IR
4,2001-11-20,Rams,• Jonathan Brown (Bernard),,signed free agent
5,2001-11-21,Rams,,• Chris Jones (b. 1976-09-30)?,released from practice squad
6,2001-11-21,Rams,• Francis St. Paul,,signed free agent to practice squad
7,2001-11-24,Rams,,• Nick Sorensen,waived
