,0,1,2
6021,Seahawks,Texans,2012
6022,Texans,Jaguars,2013
6023,Jaguars,Ravens,2014
6024,Broncos,Lions,2016
6025,Lions,Ravens,2016
6026,Ravens,Broncos,2016
6027,Bears,Titans,2007
6028,Titans,Commanders,2008
6029,Browns,Steelers,2016
6030,Falcons,Raiders,2007
6031,Raiders,Seahawks,2009
6032,Browns,Commanders,2008
6033,Chiefs,Eagles,2017
6034,Eagles,Chiefs,2018
6035,Chiefs,Cowboys,2020
6036,Saints,Jets,2021
6037,Titans,Panthers,2006
6038,Panthers,Steelers,2008
6039,Patriots,Raiders,2022
6040,Broncos,Rams,2020
6041,Rams,Packers,2022
6042,Packers,Rams,2022
6043,Rams,Packers,2023
6044,Chiefs,Colts,2019
6045,Colts,Ravens,2021
6046,Ravens,Panthers,2023
6047,Bills,Dolphins,2016
6048,Titans,Bills,2016
6049,Dolphins,Steelers,2017
6050,Chargers,Lions,2022
6051,Chargers,Bears,2022
6052,Rams,Colts,2012
6053,Steelers,Patriots,2004
6054,Steelers,Bears,2022
6055,Bears,Giants,2022
6056,Cardinals,Rams,2004
6057,Dolphins,Seahawks,2017
6058,Cowboys,Dolphins,2017
6059,Chiefs,Cowboys,2017
6060,Seahawks,Cowboys,2018
6061,Cowboys,49ers,2021
6062,49ers,Saints,2021
6063,Titans,Jets,2004
6064,Jets,Titans,2008
6065,Packers,Browns,2019
6066,Browns,Falcons,2020
6067,Falcons,Texans,2021
6068,Chiefs,Panthers,2012
6069,Jets,Raiders,2008
6070,Raiders,Jets,2009
6071,Jets,Raiders,2009
6072,Raiders,Lions,2012
6073,Raiders,Cardinals,2019
6074,Cardinals,Bills,2022
6075,Chargers,Dolphins,2006
6076,Dolphins,Falcons,2008
6077,Falcons,49ers,2011
6078,Giants,Cardinals,2018
6079,Cardinals,Giants,2023
6080,Texans,Chiefs,2022
6081,Cowboys,Chiefs,2009
6082,Bills,Texans,2013
6083,Texans,Commanders,2014
6084,49ers,Buccaneers,2022
6085,49ers,Dolphins,2008
6086,Dolphins,Jaguars,2010
6087,Buccaneers,Rams,2003
6088,Bengals,49ers,2008
6089,Colts,Commanders,2012
6090,Eagles,49ers,2000
6091,Giants,Vikings,2013
6092,Commanders,Colts,2010
6093,Colts,Giants,2011
6094,Giants,Raiders,2014
6095,Buccaneers,Chiefs,2022
6096,Falcons,Browns,2019
6097,Browns,Bills,2020
6098,Bills,Dolphins,2022
6099,Jets,Browns,2018
6100,Browns,Jets,2018
6101,Jets,Browns,2019
6102,Browns,Panthers,2020
6103,Broncos,Packers,2020
6104,Packers,Colts,2023
6105,Eagles,Cardinals,2023
6106,Browns,49ers,2017
6107,49ers,Broncos,2022
6108,Rams,Saints,2010
6109,Raiders,Packers,2000
6110,Seahawks,Raiders,2021
6111,Jaguars,Texans,2022
6112,Packers,Texans,2023
6113,Chiefs,Giants,2022
6114,Giants,Chiefs,2022
6115,Giants,Chiefs,2023
6116,Saints,Falcons,2023
6117,Raiders,Titans,2014
6118,Ravens,Bills,2017
6119,Bills,Panthers,2017
6120,Panthers,Giants,2018
6121,Texans,Bills,2021
6122,Bills,Jaguars,2021
6123,Bears,Jets,2012
6124,Jets,Packers,2013
6125,Bengals,Ravens,2021
6126,Commanders,Saints,2015
6127,Saints,Vikings,2016
6128,Vikings,Jaguars,2018
6129,Cowboys,Patriots,2019
6130,Jaguars,Cowboys,2019
6131,Patriots,Rams,2020
6132,Browns,49ers,2020
6133,49ers,Jets,2021
6134,Vikings,Texans,2002
6135,Chargers,Jets,2020
6136,Dolphins,Chargers,2020
6137,Jets,Steelers,2021
6138,Giants,Jets,2017
6139,Broncos,Giants,2017
6140,Jets,Titans,2019
6141,Titans,Lions,2021
6142,Lions,Raiders,2008
6143,Browns,Raiders,2013
6144,Browns,Buccaneers,2005
6145,Buccaneers,Lions,2008
6146,Packers,Panthers,2021
6147,Ravens,Titans,2018
6148,Jaguars,Titans,2020
6149,Titans,Jaguars,2020
6150,Bills,Patriots,2012
6151,Patriots,Ravens,2014
6152,Ravens,Colts,2017
6153,Colts,Eagles,2018
6154,Browns,Raiders,2010
6155,Raiders,Titans,2012
6156,Cardinals,Steelers,2017
6157,Eagles,Dolphins,2020
6158,Dolphins,Texans,2021
6159,Cardinals,Texans,2022
6160,Texans,Cardinals,2022
6161,Texans,Panthers,2023
6162,Broncos,Commanders,2017
6163,Commanders,Packers,2018
6164,Chiefs,Browns,2019
6165,Texans,Broncos,2019
6166,Cardinals,Giants,2018
6167,Giants,Lions,2020
6168,Jets,Giants,2005
6169,Titans,Rams,2021
6170,Browns,Dolphins,1999
6171,Dolphins,Colts,2000
6172,Raiders,Browns,2020
6173,Browns,Steelers,2021
6174,Broncos,Vikings,2009
6175,Vikings,Texans,2010
6176,Buccaneers,Cardinals,2004
6177,Cardinals,Dolphins,2010
6178,Dolphins,Cardinals,2013
6179,Cardinals,Browns,2014
6180,Browns,Bengals,2016
6181,Bengals,Cardinals,2017
6182,Bears,Falcons,2002
6183,Seahawks,Packers,2002
6184,Seahawks,Browns,2017
6185,Lions,Falcons,2019
6186,Broncos,Lions,2017
6187,Saints,Broncos,2017
6188,Lions,Bengals,2018
6189,Chargers,Jaguars,2010
6190,Jaguars,Lions,2012
6191,Lions,49ers,2013
6192,Patriots,Commanders,2001
6193,Commanders,Giants,2002
6194,Colts,Chargers,2014
6195,Cowboys,Broncos,2000
6196,Broncos,Panthers,2003
6197,Cowboys,Dolphins,2020
6198,Dolphins,Raiders,2021
6199,Chiefs,Giants,2007
6200,Giants,Bills,2008
6201,Bills,Saints,2010
6202,Eagles,Lions,2022
6203,Broncos,Rams,2017
6204,Rams,Texans,2018
6205,Texans,Commanders,2019
6206,Falcons,Cowboys,2021
6207,Cowboys,Buccaneers,2022
6208,Buccaneers,Steelers,2023
6209,Panthers,Broncos,2008
6210,Broncos,Lions,2008
6211,Lions,Seahawks,2008
6212,Seahawks,Chiefs,2011
6213,Bengals,Dolphins,2019
6214,Dolphins,Bengals,2020
6215,Browns,Seahawks,2014
6216,Cardinals,Eagles,2021
6217,Jaguars,Jets,2021
6218,Jets,Raiders,2022
6219,Eagles,Raiders,2012
6220,Steelers,Saints,2013
6221,Jaguars,Buccaneers,2002
6222,Buccaneers,Chargers,2004
6223,Chargers,Commanders,2007
6224,Commanders,Giants,2016
6225,Bengals,Packers,2020
6226,Packers,Saints,2021
6227,Commanders,Lions,2011
6228,Commanders,Lions,2012
6229,Lions,Commanders,2012
6230,Bills,Falcons,2002
6231,Patriots,Texans,2019
6232,Texans,Giants,2021
6233,Giants,Dolphins,2022
6234,Raiders,Packers,2022
6235,Broncos,Cardinals,2019
6236,Cowboys,Eagles,2002
6237,Eagles,Dolphins,2006
6238,Dolphins,Browns,2007
6239,Falcons,Cowboys,2009
6240,Cowboys,Broncos,2012
6241,Titans,Giants,2010
6242,Bears,Broncos,2000
6243,Broncos,Buccaneers,2004
6244,Buccaneers,Broncos,2005
6245,Panthers,Browns,2003
6246,Browns,Buccaneers,2007
6247,Commanders,Cardinals,2023
6248,Saints,Panthers,2020
6249,Panthers,Saints,2022
6250,Rams,Commanders,2001
6251,Commanders,Chargers,2002
6252,Packers,Browns,2000
6253,Browns,Bears,2002
6254,Bears,Packers,2002
6255,Packers,Bills,2003
6256,Rams,Seahawks,2002
6257,Saints,Texans,2002
6258,Texans,Jaguars,2003
6259,Bills,Falcons,2003
6260,Falcons,Vikings,2004
6261,Vikings,Dolphins,2006
6262,Cowboys,Colts,2005
6263,Saints,Broncos,2001
6264,49ers,Chiefs,2017
6265,Bengals,Giants,2012
6266,Giants,Bills,2014
6267,Lions,49ers,2009
6268,Cowboys,Raiders,2018
6269,Raiders,Falcons,2019
6270,Buccaneers,Falcons,2018
6271,Falcons,Vikings,1999
6272,Packers,Vikings,2001
6273,Vikings,Packers,2001
6274,Rams,Jaguars,2012
6275,Broncos,Bears,2001
6276,Bears,Patriots,2004
6277,Patriots,Dolphins,2005
6278,Ravens,Broncos,2001
6279,Broncos,Giants,2003
6280,Bengals,Colts,2007
6281,Colts,Steelers,2009
6282,Steelers,Bengals,2010
6283,Texans,Colts,2021
6284,Buccaneers,Dolphins,2013
6285,Dolphins,Chiefs,2014
6286,Chiefs,Seahawks,2015
6287,Ravens,Raiders,2016
6288,Raiders,Jets,2019
6289,Jets,Chiefs,2020
6290,Jets,Rams,2011
6291,Rams,Chargers,2014
6292,Bears,Seahawks,2013
6293,Seahawks,Lions,2014
6294,Lions,Jets,2015
6295,Bills,Colts,2012
6296,Colts,Rams,2012
6297,Browns,Buccaneers,2009
6298,Buccaneers,Patriots,2012
6299,Patriots,Jets,2013
6300,Bengals,Patriots,2007
6301,Patriots,Ravens,2009
6302,Ravens,Chargers,2010
6303,Lions,Browns,2006
6304,Eagles,Ravens,2001
6305,Ravens,Chiefs,2011
6306,Broncos,Seahawks,2005
6307,Seahawks,Titans,2007
6308,Browns,Bills,2005
6309,Bills,Vikings,2007
6310,Seahawks,Bengals,2011
6311,Steelers,Jaguars,2016
6312,Jaguars,Jets,2017
6313,Jets,Cardinals,2020
6314,Panthers,Bills,2017
6315,Bills,Panthers,2017
6316,Bills,Chiefs,2018
6317,Panthers,Bills,2018
6318,Chargers,Cowboys,2002
6319,Cowboys,Chargers,2002
6320,Cowboys,Chargers,2003
6321,Chargers,Browns,2004
6322,Colts,Falcons,2011
6323,Falcons,Bears,2012
6324,Cowboys,Dolphins,2023
6325,Packers,Patriots,2006
6326,Bills,Colts,2013
6327,Colts,Dolphins,2014
6328,Dolphins,Giants,2016
6329,Giants,Lions,2018
6330,Dolphins,Panthers,2009
6331,Colts,49ers,2022
6332,Dolphins,Saints,2019
6333,Saints,Dolphins,2019
6334,Colts,Buccaneers,2002
6335,49ers,Browns,2006
6336,Seahawks,Cowboys,2007
6337,Cowboys,Colts,2010
6338,Colts,Ravens,2010
6339,Bills,Saints,2002
6340,Saints,Vikings,2003
6341,Seahawks,Panthers,2005
6342,Panthers,Seahawks,2009
6343,Panthers,Patriots,2001
6344,Patriots,Seahawks,2004
6345,Seahawks,Patriots,2006
6346,Dolphins,49ers,2020
6347,Commanders,Browns,2002
6348,Browns,Broncos,2006
6349,Patriots,Raiders,2014
6350,Raiders,Jets,2015
6351,Commanders,Chiefs,2018
6352,Chiefs,Commanders,2020
6353,Saints,Chiefs,2000
6354,49ers,Saints,2015
6355,Texans,Browns,2019
6356,Browns,Titans,2021
6357,Titans,Dolphins,2022
6358,Dolphins,Rams,2012
6359,Rams,Colts,2015
6360,Colts,Texans,2017
6361,Chiefs,Commanders,2016
6362,Chargers,Chiefs,2016
6363,Bills,Patriots,2009
6364,Steelers,Bills,2009
6365,Titans,Bears,2017
6366,Saints,Giants,2004
6367,Giants,Packers,2006
6368,Steelers,Chiefs,2005
6369,49ers,Patriots,2021
6370,Steelers,Giants,2005
6371,Giants,Cardinals,2006
6372,Cardinals,Saints,2007
6373,Steelers,Texans,2023
6374,Chiefs,Texans,2014
6375,Texans,Ravens,2015
6376,Ravens,Titans,2018
6377,Chargers,Saints,2002
6378,Saints,Dolphins,2006
6379,Panthers,Eagles,2015
6380,Eagles,Panthers,2018
6381,Panthers,Patriots,2018
6382,Patriots,Falcons,2019
6383,Falcons,Buccaneers,2020
6384,Jaguars,Seahawks,2010
6385,49ers,Chiefs,2016
6386,Buccaneers,Rams,2008
6387,Jaguars,Packers,2008
6388,Titans,Rams,2014
6389,Browns,Patriots,2017
6390,Rams,Browns,2017
6391,Lions,Giants,2021
6392,Titans,Giants,2001
6393,Commanders,Giants,2018
6394,Bills,Commanders,2018
6395,Giants,Commanders,2019
6396,Dolphins,Vikings,2002
6397,Panthers,Colts,2010
6398,Vikings,Panthers,2012
6399,Packers,Broncos,2006
6400,Giants,Saints,2015
6401,Raiders,Commanders,2000
6402,Saints,Chiefs,2009
6403,Saints,Dolphins,2015
6404,Dolphins,Texans,2019
6405,Texans,Saints,2021
6406,Saints,Titans,2018
6407,Commanders,Bengals,2003
6408,Chargers,Lions,2018
6409,Vikings,Texans,2002
6410,Texans,Jaguars,2005
6411,Jaguars,Commanders,2006
6412,Commanders,Browns,2007
6413,Rams,Ravens,2019
6414,Ravens,Rams,2019
6415,Ravens,Rams,2020
6416,Rams,Broncos,2021
6417,Broncos,Rams,2021
6418,Rams,Buccaneers,2022
6419,Broncos,Lions,2005
6420,Jets,Vikings,2015
6421,Giants,Steelers,2000
6422,Steelers,Commanders,2001
6423,49ers,Saints,2022
6424,Saints,Eagles,2023
6425,49ers,Seahawks,2010
6426,Seahawks,Commanders,2011
6427,Jets,Cowboys,2010
6428,Cowboys,Jets,2010
6429,Cardinals,Dolphins,2019
6430,Dolphins,Cardinals,2019
6431,Dolphins,Cardinals,2020
6432,Cardinals,Raiders,2021
6433,Raiders,Ravens,2022
6434,Patriots,Commanders,2004
6435,Bills,Jets,2003
6436,Raiders,Cowboys,2003
6437,Cowboys,Jets,2007
6438,Jets,Browns,2009
6439,Browns,Cowboys,2011
6440,Giants,Raiders,2004
6441,Raiders,Titans,2006
6442,Titans,Colts,2011
6443,Lions,Cowboys,2019
6444,Cowboys,49ers,2020
6445,49ers,Seahawks,2021
6446,Seahawks,49ers,2022
6447,Jets,Buccaneers,2002
6448,Jets,Cardinals,2010
6449,Cardinals,Jaguars,2013
6450,Giants,Bengals,2019
6451,Lions,49ers,2021
6452,Chargers,Colts,2013
6453,Colts,Cardinals,2014
6454,Texans,Patriots,2015
6455,Patriots,49ers,2016
6456,49ers,Jets,2006
6457,Commanders,Lions,2012
6458,Browns,Seahawks,2005
6459,Seahawks,Texans,2008
6460,Colts,Jaguars,2011
6461,Texans,Colts,2011
6462,Raiders,Giants,2007
6463,Giants,Raiders,2014
6464,Giants,Raiders,2011
6465,Raiders,Chiefs,2012
6466,Bills,Bengals,2013
6467,Bengals,Chiefs,2013
6468,Chiefs,Bengals,2014
6469,Cowboys,Chargers,2009
6470,Chargers,Dolphins,2011
6471,Dolphins,Raiders,2013
6472,Rams,Titans,2001
6473,Titans,Dolphins,2005
6474,Dolphins,Buccaneers,2007
6475,Rams,Eagles,2007
6476,Eagles,Chiefs,2010
6477,Chiefs,Dolphins,2010
6478,Giants,Rams,2010
6479,Buccaneers,Bears,2001
6480,Dolphins,Panthers,2001
6481,Steelers,Rams,2023
6482,Titans,Panthers,2003
6483,Rams,Texans,2006
6484,Dolphins,Chargers,2000
6485,Jaguars,Cowboys,2002
6486,Cowboys,Bengals,2003
6487,Jaguars,Chargers,2012
6488,Seahawks,Lions,2009
6489,Browns,Titans,2021
6490,Saints,Seahawks,2009
6491,Seahawks,Ravens,2010
6492,Raiders,Falcons,2007
6493,Browns,Jaguars,2003
6494,Jaguars,Ravens,2004
6495,Ravens,Lions,2005
6496,Texans,Bills,2019
6497,Bills,Browns,2020
6498,Lions,Bears,2008
6499,Bengals,Saints,2007
6500,Saints,Titans,2009
6501,Cardinals,Seahawks,2002
6502,Broncos,Cardinals,2002
6503,Seahawks,Cardinals,2003
6504,Cardinals,Patriots,2004
6505,Patriots,Lions,2006
6506,Eagles,Cardinals,2011
6507,Chiefs,Commanders,2001
6508,Commanders,Jaguars,2002
6509,Jaguars,Jets,2003
6510,Cowboys,Saints,2000
6511,Saints,Falcons,2002
6512,Jets,Titans,2006
6513,Falcons,Panthers,2006
6514,49ers,Ravens,2014
6515,Ravens,Vikings,2015
6516,Buccaneers,Browns,2003
6517,Cardinals,Bengals,2017
6518,Bengals,Buccaneers,2018
6519,Saints,Commanders,2000
6520,Seahawks,Panthers,2015
6521,Cowboys,Buccaneers,2013
6522,Buccaneers,Lions,2013
6523,Lions,Giants,2014
6524,Buccaneers,Titans,2018
6525,Rams,Cardinals,2019
6526,Seahawks,Chiefs,2017
6527,Chiefs,Jets,2018
6528,Jets,Bears,2019
6529,Bears,Commanders,2020
6530,Commanders,Texans,2021
6531,Steelers,Titans,2022
6532,Saints,Chargers,2014
6533,Chargers,Panthers,2014
6534,Panthers,Bills,2015
6535,Falcons,Browns,2006
6536,Browns,Bears,2009
6537,Raiders,Rams,2004
6538,Lions,Titans,2021
6539,Titans,Cardinals,2023
6540,Bears,Broncos,2020
6541,Titans,Broncos,2010
6542,Broncos,Chiefs,2014
6543,Bengals,Texans,2006
6544,Commanders,49ers,2004
6545,Bears,49ers,2020
6546,49ers,Saints,2021
6547,Jets,Dolphins,2000
6548,Dolphins,Jets,2000
6549,Bills,49ers,2000
6550,Jets,Texans,2002
6551,Vikings,Seahawks,2014
6552,Seahawks,Saints,2015
6553,Bengals,Browns,2017
6554,Browns,Giants,2019
6555,Giants,Ravens,2021
6556,Bills,Panthers,2017
6557,Panthers,Eagles,2020
6558,Eagles,Ravens,2021
6559,Chiefs,Steelers,2008
6560,Steelers,Commanders,2011
6561,Steelers,Ravens,2005
6562,Ravens,Cardinals,2007
6563,Cardinals,Panthers,2008
6564,Panthers,Buccaneers,2010
6565,Jets,Buccaneers,2000
6566,Buccaneers,Cowboys,2004
6567,Cowboys,Panthers,2006
6568,Colts,Lions,2011
6569,Lions,Titans,2012
6570,Saints,Titans,2013
6571,Titans,Saints,2013
6572,Rams,Browns,2019
6573,Browns,Lions,2021
6574,Lions,Falcons,2022
6575,Chiefs,Saints,2023
6576,Bengals,Colts,2022
6577,Colts,Bears,2023
6578,Jaguars,Raiders,2009
6579,Raiders,Cardinals,2017
6580,Buccaneers,Colts,2021
6581,Colts,Texans,2023
6582,Ravens,Lions,2023
6583,Raiders,Bears,2018
6584,Bears,Chargers,2022
6585,Titans,Bears,2022
6586,Bears,Lions,2016
6587,Lions,Bills,2017
6588,Bears,Lions,2001
6589,Jets,Commanders,2004
6590,Commanders,Texans,2009
6591,Saints,Jets,2016
6592,Vikings,Chiefs,2007
6593,Bears,Vikings,2022
6594,Bengals,Commanders,2001
6595,Commanders,Saints,2003
6596,Bills,Eagles,2015
6597,Eagles,Dolphins,2016
6598,Dolphins,Saints,2019
6599,Ravens,Rams,2001
6600,Rams,Bengals,2004
6601,Bengals,Steelers,2000
6602,Steelers,Jets,2006
6603,Jets,Eagles,2007
6604,Panthers,Falcons,2008
6605,Eagles,Chargers,2013
6606,Bears,Bills,2022
6607,Chargers,Panthers,2011
6608,Panthers,Steelers,2013
6609,Commanders,Ravens,2000
6610,Ravens,Commanders,2002
6611,Browns,Bills,2007
6612,Bills,Falcons,2011
6613,Commanders,Vikings,2018
6614,Dolphins,Saints,2022
6615,Raiders,Jaguars,2010
6616,Jaguars,Bills,2011
6617,Packers,Vikings,1999
6618,Jaguars,Dolphins,2005
6619,Dolphins,Bills,2006
6620,Chiefs,Packers,2016
6621,Broncos,Dolphins,2014
6622,Bills,Lions,2009
6623,Packers,Panthers,2022
6624,Patriots,Rams,2001
6625,Jets,Ravens,2015
6626,Panthers,Jets,2017
6627,Jets,Raiders,2018
6628,Steelers,Bears,2003
6629,Bears,Ravens,2004
6630,Seahawks,Vikings,2005
6631,Vikings,Packers,2006
6632,Packers,Seahawks,2008
6633,Cardinals,Patriots,2019
6634,Patriots,Giants,2021
6635,Packers,Saints,2011
6636,Cowboys,Rams,2014
6637,Rams,Raiders,2015
6638,Raiders,Chargers,2016
6639,Chargers,Packers,2018
6640,Broncos,Commanders,2010
6641,Dolphins,Chargers,2010
6642,Chargers,Cardinals,2012
6643,Bills,Dolphins,2016
6644,Packers,Buccaneers,2010
6645,Buccaneers,Giants,2012
6646,Steelers,Texans,2002
6647,Texans,Chargers,2010
6648,Seahawks,Lions,2012
6649,Lions,Titans,2014
6650,Chiefs,Browns,2007
6651,Commanders,Seahawks,2000
6652,Panthers,Jets,2008
6653,Seahawks,49ers,2005
6654,Chiefs,Chargers,2008
6655,Chargers,Ravens,2011
6656,Colts,Saints,2019
6657,Ravens,Packers,2023
6658,Patriots,Raiders,2023
6659,Packers,Cardinals,2023
6660,Eagles,Chiefs,2014
6661,Chiefs,Panthers,2015
6662,Panthers,Saints,2018
6663,Saints,Bills,2019
6664,Bills,Lions,2000
6665,Cowboys,Colts,2005
6666,Rams,Giants,2004
6667,Giants,Cardinals,2005
6668,49ers,Raiders,2008
6669,Cardinals,Chargers,2003
6670,Chargers,Rams,2004
6671,Buccaneers,49ers,2019
6672,49ers,Saints,2020
6673,Saints,Jets,2022
6674,Jets,Steelers,2023
6675,Bears,Buccaneers,2013
6676,Panthers,Commanders,2020
6677,Commanders,Texans,2022
6678,Texans,Bills,2023
6679,Buccaneers,Patriots,2009
6680,Patriots,Ravens,2015
6681,Ravens,Rams,2009
6682,Rams,Raiders,2010
6683,Jaguars,Cowboys,2013
6684,Jaguars,Patriots,2007
6685,Colts,Eagles,2011
6686,Eagles,Titans,2012
6687,Patriots,Eagles,2008
6688,Eagles,Saints,2009
6689,Chargers,Raiders,2020
6690,Raiders,Texans,2020
6691,Texans,Commanders,2018
6692,Commanders,Seahawks,2020
6693,Bears,Broncos,2021
6694,Broncos,Ravens,2022
6695,Vikings,Falcons,2023
6696,Ravens,49ers,2017
6697,Colts,Browns,2018
6698,Jaguars,Saints,2013
6699,49ers,Lions,2005
6700,Lions,Cowboys,2006
6701,Patriots,Chiefs,2013
6702,Chiefs,Jaguars,2013
6703,Jaguars,Panthers,2014
6704,Colts,Chargers,2015
6705,Buccaneers,Bills,2011
6706,Packers,Saints,2021
6707,Chargers,Commanders,2013
6708,Commanders,49ers,2014
6709,49ers,Colts,2021
6710,Bears,Broncos,2009
6711,Broncos,Chiefs,2011
6712,Chiefs,Cowboys,2012
6713,Cowboys,Bills,2014
6714,Bills,Broncos,2019
6715,Broncos,Bills,2019
6716,Broncos,Titans,2021
6717,Titans,Raiders,2022
6718,Raiders,Titans,2023
6719,Jets,Saints,2023
6720,Ravens,Vikings,2002
6721,Vikings,Bengals,2003
6722,Bengals,Browns,2005
6723,Vikings,Giants,2021
6724,Giants,Buccaneers,2022
6725,Saints,Rams,2003
6726,Rams,Chiefs,2006
6727,Lions,Patriots,2016
6728,Patriots,Dolphins,2020
6729,Dolphins,Patriots,2021
6730,Patriots,Chargers,2022
6731,Chargers,Ravens,2023
6732,Cardinals,Titans,2005
6733,Titans,Lions,2010
6734,Cowboys,Raiders,2018
6735,49ers,Chiefs,2013
6736,Jets,Saints,2015
6737,Packers,Giants,2020
6738,Giants,Chargers,2021
6739,Bears,Cardinals,2019
6740,Falcons,Jaguars,2009
6741,Jets,Cowboys,2021
6742,Chargers,Eagles,2022
6743,Eagles,Cardinals,2023
6744,Seahawks,Cardinals,2023
6745,Browns,Seahawks,2014
6746,Seahawks,Steelers,2015
6747,Steelers,Eagles,2019
6748,Eagles,Ravens,2019
6749,Cardinals,Browns,2005
6750,Browns,Dolphins,2006
6751,Dolphins,Chargers,2008
6752,Eagles,Ravens,2009
6753,Saints,Cowboys,2002
6754,Cowboys,Rams,2006
6755,Cowboys,Bengals,2022
6756,Lions,Patriots,2015
6757,Chargers,Jets,2010
6758,Eagles,Colts,2008
6759,Colts,Rams,2009
6760,Steelers,Raiders,2014
6761,Raiders,Cardinals,2015
6762,49ers,Dolphins,2014
6763,Jets,Raiders,2005
6764,Raiders,Patriots,2008
6765,Patriots,Broncos,2009
6766,Cardinals,Steelers,2013
6767,Cardinals,Browns,2014
6768,Commanders,Jets,2012
6769,Jets,Colts,2013
6770,Bears,Jaguars,2015
6771,Jaguars,Bears,2015
6772,Jaguars,Falcons,2016
6773,Falcons,Eagles,2018
6774,Eagles,Bengals,2019
6775,Bengals,Falcons,2020
6776,Falcons,Jets,2021
6777,Commanders,Giants,2006
6778,Jets,Panthers,2021
6779,Chargers,Steelers,2016
6780,Packers,Panthers,2017
6781,Commanders,Saints,2010
6782,Bills,Jaguars,2017
6783,Dolphins,Bills,2017
6784,Jaguars,Bills,2018
6785,Lions,49ers,2017
6786,49ers,Jets,2022
6787,Rams,Dolphins,2004
6788,Dolphins,Eagles,2005
6789,Eagles,Lions,2006
6790,Bears,Broncos,2022
6791,Jets,Bears,2022
6792,Dolphins,Texans,2016
6793,Texans,Bears,2020
6794,Saints,Dolphins,2000
6795,Dolphins,Panthers,2002
6796,Panthers,Saints,2003
6797,Rams,Raiders,2019
6798,Raiders,Jets,2021
6799,Raiders,Bears,2014
6800,Bears,Texans,2017
6801,Broncos,Bears,2015
6802,Ravens,Dolphins,2004
6803,Packers,Saints,2000
6804,Bengals,Titans,2003
6805,Titans,Dolphins,2007
6806,Dolphins,Jaguars,2007
6807,Patriots,Lions,2001
6808,Colts,Broncos,2010
6809,Steelers,Bills,2001
6810,Cowboys,Rams,2017
6811,Raiders,Vikings,2001
6812,Vikings,Raiders,2006
6813,Rams,Packers,2017
6814,Packers,Chargers,2019
6815,Seahawks,Jets,2010
6816,Giants,Jets,2005
6817,Jets,Giants,2006
6818,Cardinals,Chiefs,2009
6819,Bears,Colts,2014
6820,Saints,Steelers,2014
6821,Steelers,Lions,2015
6822,49ers,Titans,2002
6823,Titans,Dolphins,2005
6824,Dolphins,Falcons,2006
6825,Falcons,Dolphins,2007
6826,Lions,Jaguars,2010
6827,Jaguars,Patriots,2010
6828,Bears,Cowboys,2013
6829,Patriots,Bears,2013
6830,Cowboys,Seahawks,2014
6831,Giants,Commanders,2019
6832,Commanders,Giants,2022
6833,Bengals,Panthers,2008
6834,Panthers,Lions,2010
6835,Packers,Texans,2021
6836,Bengals,Cardinals,2005
6837,Cardinals,Lions,2007
6838,Raiders,Bills,2007
6839,Bills,Raiders,2009
6840,Vikings,Falcons,2020
6841,Falcons,Jaguars,2021
6842,Jaguars,Seahawks,2022
6843,Dolphins,Texans,2019
6844,Titans,Rams,2022
6845,Rams,Titans,2022
6846,Titans,Rams,2023
6847,Cowboys,49ers,2006
6848,Buccaneers,Colts,2013
6849,Colts,Raiders,2014
6850,Chiefs,Raiders,2003
6851,Commanders,Bills,2001
6852,Bills,Patriots,2003
6853,Colts,Panthers,2001
6854,Panthers,Dolphins,2002
6855,Vikings,Bills,2014
6856,Chargers,Buccaneers,2014
6857,Steelers,Lions,2009
6858,Lions,Steelers,2010
6859,Steelers,Cardinals,2014
6860,Lions,Cardinals,2003
6861,Rams,49ers,2011
6862,49ers,Bears,2013
6863,Dolphins,Patriots,2001
6864,Patriots,Jets,2009
6865,Chiefs,Bengals,2009
6866,Bengals,Chiefs,2009
6867,Chiefs,Commanders,2010
6868,Commanders,Dolphins,2011
6869,Colts,Commanders,2002
6870,Commanders,Bengals,2004
6871,Browns,Bengals,2021
6872,Bengals,Steelers,2022
6873,Jaguars,Packers,2003
6874,Colts,Bills,2006
6875,Lions,Saints,2017
6876,Ravens,Jets,2002
6877,Patriots,Bears,2001
6878,Raiders,Vikings,2017
6879,Vikings,Saints,2019
6880,Saints,Ravens,2021
6881,Broncos,Saints,2022
6882,Ravens,Broncos,2022
6883,Saints,Bills,2023
6884,Patriots,Broncos,2010
6885,Chiefs,Jets,2021
6886,Falcons,Rams,2009
6887,Rams,Cowboys,2011
6888,Cowboys,Jaguars,2012
6889,Titans,Cowboys,2014
6890,Cowboys,Bears,2015
6891,Bears,Colts,2016
6892,Colts,Panthers,2016
6893,Panthers,Browns,2017
6894,Titans,Chargers,2013
6895,Jets,Commanders,2003
6896,Commanders,Jets,2005
6897,Jets,Bengals,2009
6898,Jaguars,Panthers,2022
6899,Jets,Browns,2021
6900,Giants,Jets,2022
6901,Browns,Giants,2022
6902,Chargers,Colts,2013
6903,Colts,Chargers,2013
6904,Colts,Chargers,2014
6905,Chargers,Ravens,2014
6906,Ravens,Patriots,2017
6907,Bengals,Cardinals,2004
6908,Seahawks,Lions,2010
6909,Falcons,Buccaneers,2014
6910,Steelers,Dolphins,2017
6911,Chiefs,Giants,2007
6912,Browns,Texans,2011
6913,Texans,Cowboys,2012
6914,Patriots,Bills,2003
6915,Bills,Falcons,2006
