,Year,Player,Team,G,College,BirthDate
31,2013,DeAndre Levy,Lions,16,Wisconsin,3/26/1987
32,2013,Travis Lewis,Lions,12,Oklahoma,1/15/1988
33,2013,Sam Martin,Lions,16,Appalachian St.,2/27/1990
34,2013,Rashean Mathis,Lions,15,Bethune-Cookman,8/27/1980
35,2013,Rocky McIntosh,Lions,16,Miami (FL),11/15/1982
36,2013,C.J. Mosley,Lions,16,Missouri,8/6/1983
37,2013,Don Muhlbach,Lions,16,Texas A&M,8/17/1981
38,2013,Kevin Ogletree,Lions,12,Virginia,8/5/1987
39,2013,Montell Owens,Lions,1,Maine,5/4/1984
40,2013,Akwasi Owusu-Ansah,Lions,1,Indiana (PA),4/10/1988
41,2013,Ashlee Palmer,Lions,16,Mississippi,4/7/1986
42,2013,Brandon Pettigrew,Lions,14,Oklahoma St.,2/23/1985
43,2013,Glover Quin,Lions,16,"Southwest Mississippi CC,New Mexico",1/15/1986
44,2013,Dominic Raiola,Lions,16,Nebraska,12/30/1978
45,2013,Riley Reiff,Lions,16,Iowa,12/1/1988
46,2013,Barry Richardson,Lions,1,Clemson,5/15/1986
47,2013,Theo Riddick,Lions,14,Notre Dame,5/4/1991
48,2013,Jeremy Ross,Lions,10,California,3/16/1988
49,2013,Tony Scheffler,Lions,5,Western Michigan,2/15/1983
50,2013,Rob Sims,Lions,16,Ohio St.,12/6/1983
51,2013,Darius Slay,Lions,13,Mississippi St.,1/1/1991
52,2013,Micheal Spurlock,Lions,10,Mississippi,1/31/1983
53,2013,Matthew Stafford,Lions,16,Georgia,2/7/1988
54,2013,Julian Stanford,Lions,4,Wagner,9/2/1990
55,2013,Ndamukong Suh,Lions,16,Nebraska,1/6/1987
56,2013,Devin Taylor,Lions,14,South Carolina,11/15/1989
57,2013,Stephen Tulloch,Lions,16,North Carolina St.,1/1/1985
58,2013,Matt Veldman,Lions,1,North Dakota St.,8/12/1988
59,2013,LaAdrian Waddle,Lions,12,Texas Tech,7/21/1991
60,2013,Larry Warford,Lions,16,Kentucky,6/18/1991
61,2013,John Wendling,Lions,16,Wyoming,6/4/1983
62,2013,Tahir Whitehead,Lions,16,Temple,4/2/1990
63,2013,Willie Young,Lions,16,North Carolina St.,9/19/1985
64,2013,Team Total,Lions,16,,
0,2013,Victor Aiyewa,Packers,5,Washington,2/4/1987
1,2013,David Bakhtiari,Packers,16,Colorado,9/30/1991
2,2013,Chris Banjo,Packers,16,SMU,2/26/1990
3,2013,Don Barclay,Packers,14,West Virginia,4/18/1989
4,2013,Sam Barrington,Packers,7,South Florida,10/5/1990
5,2013,Kahlil Bell,Packers,3,UCLA,12/10/1986
6,2013,Brandon Bostick,Packers,11,Newberry,5/3/1989
7,2013,Josh Boyd,Packers,9,Mississippi St.,8/3/1989
8,2013,Jarrett Boykin,Packers,16,Virginia Tech,11/4/1989
9,2013,Morgan Burnett,Packers,13,Georgia Tech,1/13/1989
10,2013,Jarrett Bush,Packers,12,Utah St.,5/21/1984
11,2013,Randall Cobb,Packers,6,Kentucky,8/22/1990
12,2013,Mason Crosby,Packers,16,Colorado,9/3/1984
13,2013,Mike Daniels,Packers,16,Iowa,5/5/1989
14,2013,Evan Dietrich-Smith,Packers,16,Idaho St.,7/19/1986
15,2013,Jermichael Finley,Packers,6,Texas,3/26/1987
16,2013,Matt Flynn,Packers,5,LSU,6/20/1985
17,2013,Rob Francois,Packers,4,Boston Col.,5/14/1985
18,2013,Johnathan Franklin,Packers,11,UCLA,10/23/1989
19,2013,Brett Goode,Packers,16,Arkansas,11/2/1984
20,2013,Chris Harper,Packers,4,Kansas St.,9/10/1989
21,2013,A.J. Hawk,Packers,16,Ohio St.,1/6/1984
22,2013,Casey Hayward,Packers,3,Vanderbilt,9/9/1989
23,2013,Michael Hill,Packers,2,Missouri Western St.,8/14/1989
24,2013,Davon House,Packers,16,New Mexico St.,7/10/1989
25,2013,Micah Hyde,Packers,16,Iowa,12/31/1990
26,2013,M.D. Jennings,Packers,16,Arkansas St.,7/25/1988
27,2013,Johnny Jolly,Packers,13,Texas A&M,2/21/1983
28,2013,Brad Jones,Packers,12,Colorado,4/1/1986
29,2013,Datone Jones,Packers,16,UCLA,7/24/1990
30,2013,James Jones,Packers,14,San Jose St.,3/31/1984
31,2013,John Kuhn,Packers,15,Shippensburg,9/9/1982
32,2013,Eddie Lacy,Packers,15,Alabama,6/2/1990
33,2013,T.J. Lang,Packers,16,East. Michigan,9/20/1987
34,2013,Jamari Lattimore,Packers,15,Middle Tenn. St.,10/6/1988
35,2013,Tim Masthay,Packers,16,Kentucky,3/16/1987
36,2013,Clay Matthews,Packers,11,USC,5/14/1986
37,2013,Jerron McMillian,Packers,12,Maine,4/2/1989
38,2013,Andy Mulumba,Packers,14,East. Michigan,1/31/1990
39,2013,Mike Neal,Packers,16,Purdue,6/26/1987
40,2013,Jordy Nelson,Packers,16,Kansas St.,5/31/1985
41,2013,Marshall Newhouse,Packers,15,TCU,9/29/1988
42,2013,James Nixon,Packers,3,California (PA),2/2/1988
43,2013,Nate Palmer,Packers,8,Illinois St.,9/23/1989
44,2013,Nick Perry,Packers,11,USC,4/12/1990
45,2013,Ryan Pickett,Packers,16,Ohio St.,10/8/1979
46,2013,Andrew Quarless,Packers,16,Penn St.,10/6/1988
47,2013,B.J. Raji,Packers,16,Boston Col.,7/11/1986
48,2013,Sean Richardson,Packers,6,Vanderbilt,1/21/1990
49,2013,Aaron Rodgers,Packers,9,"Butte JC (CA),California",12/2/1983
50,2013,Jeremy Ross,Packers,3,California,3/16/1988
51,2013,Derek Sherrod,Packers,7,Mississippi St.,4/23/1989
52,2013,Sam Shields,Packers,14,Miami (FL),12/8/1987
53,2013,Josh Sitton,Packers,16,Central Florida,6/16/1986
54,2013,James Starks,Packers,13,Buffalo,2/25/1986
55,2013,Jake Stoneburner,Packers,9,Ohio St.,8/25/1989
56,2013,Lane Taylor,Packers,10,Oklahoma St.,11/22/1989
57,2013,Ryan Taylor,Packers,14,North Carolina,11/16/1987
58,2013,Scott Tolzien,Packers,3,Wisconsin,9/4/1987
59,2013,Greg Van Roten,Packers,3,Pennsylvania,2/26/1990
60,2013,Seneca Wallace,Packers,2,"Sacramento CC,Iowa St.",8/6/1980
61,2013,Myles White,Packers,7,Louisiana Tech,3/3/1990
62,2013,Tramon Williams,Packers,16,Louisiana Tech,3/16/1983
63,2013,C.J. Wilson,Packers,8,East Carolina,3/30/1987
64,2013,Jerel Worthy,Packers,2,Michigan St.,4/28/1990
65,2013,Team Total,Packers,16,,
0,2013,Mario Addison,Panthers,16,Troy,9/6/1987
1,2013,Frank Alexander,Panthers,12,Oklahoma,12/17/1989
2,2013,Derek Anderson,Panthers,4,Oregon St.,6/15/1983
3,2013,Kenjon Barner,Panthers,8,Oregon,4/28/1989
4,2013,Jon Beason,Panthers,3,Miami (FL),1/14/1985
5,2013,Byron Bell,Panthers,16,New Mexico,1/17/1989
6,2013,Chase Blackburn,Panthers,13,Akron,6/10/1983
7,2013,Travis Bond,Panthers,2,North Carolina,12/10/1990
8,2013,Richie Brockel,Panthers,16,Boise St.,7/24/1986
9,2013,Jeff Byers,Panthers,8,USC,9/7/1985
10,2013,Nate Chandler,Panthers,16,UCLA,6/1/1989
11,2013,Colin Cole,Panthers,15,Iowa,6/24/1980
12,2013,Dan Connor,Panthers,5,Penn St.,11/2/1985
13,2013,Thomas Davis,Panthers,16,Georgia,3/22/1983
14,2013,James Dockery,Panthers,5,Oregon St.,11/9/1988
15,2013,Armanti Edwards,Panthers,4,Appalachian St.,3/8/1988
16,2013,Dwan Edwards,Panthers,11,Oregon St.,5/16/1981
17,2013,Drayton Florence,Panthers,14,"Chattanooga,Tuskegee",12/19/1980
18,2013,Brian Folkerts,Panthers,10,Washburn,1/30/1990
19,2013,Sione Fua,Panthers,3,Stanford,6/15/1988
20,2013,Graham Gano,Panthers,16,Florida St.,4/9/1987
21,2013,Ted Ginn Jr.,Panthers,16,Ohio St.,4/12/1985
22,2013,Charles Godfrey,Panthers,2,Iowa,11/15/1985
23,2013,Jordan Gross,Panthers,16,Utah,7/20/1980
24,2013,Geoff Hangartner,Panthers,8,Texas A&M,4/22/1982
25,2013,Greg Hardy,Panthers,16,Mississippi,7/28/1988
26,2013,Ben Hartsock,Panthers,13,Ohio St.,7/5/1980
27,2013,Domenik Hixon,Panthers,15,Akron,10/8/1984
28,2013,Wes Horton,Panthers,10,USC,1/18/1990
29,2013,J.J. Jansen,Panthers,16,Notre Dame,1/20/1986
30,2013,Charles Johnson,Panthers,14,Georgia,7/10/1986
31,2013,Colin Jones,Panthers,16,TCU,10/27/1987
32,2013,Ryan Kalil,Panthers,16,USC,3/29/1985
33,2013,A.J. Klein,Panthers,16,Iowa St.,7/30/1991
34,2013,Luke Kuechly,Panthers,16,Boston Col.,4/20/1991
35,2013,Brandon LaFell,Panthers,16,LSU,11/4/1986
36,2013,Robert Lester,Panthers,12,Alabama,4/30/1988
37,2013,Star Lotulelei,Panthers,16,"Snow College (UT),Utah",12/20/1989
38,2013,Marvin McNutt,Panthers,1,Iowa,7/4/1989
39,2013,Quintin Mikell,Panthers,14,Boise St.,9/16/1980
40,2013,Mike Mitchell,Panthers,15,Ohio,6/10/1987
41,2013,D.J. Moore,Panthers,2,Vanderbilt,3/22/1987
42,2013,Captain Munnerlyn,Panthers,16,South Carolina,4/10/1988
43,2013,Cam Newton,Panthers,16,"Florida,Blinn College (TX),Auburn",5/11/1989
44,2013,Josh Norman,Panthers,7,Coastal Carolina,12/15/1987
45,2013,Brad Nortman,Panthers,16,Wisconsin,9/12/1989
46,2013,Greg Olsen,Panthers,16,Miami (FL),3/11/1985
47,2013,Chris Scott,Panthers,10,Tennessee,8/4/1987
48,2013,Jordan Senn,Panthers,14,Portland St.,6/11/1984
49,2013,Kawann Short,Panthers,16,Purdue,2/2/1989
50,2013,Amini Silatolu,Panthers,3,Midwestern St.,9/16/1988
51,2013,Armond Smith,Panthers,5,"Hutchinson (KS),Shorter University,Union (KY)",5/7/1986
52,2013,Steve Smith Sr.,Panthers,15,Utah,5/12/1979
53,2013,Jonathan Stewart,Panthers,6,Oregon,3/21/1987
54,2013,Josh Thomas,Panthers,13,Buffalo,5/3/1989
55,2013,Mike Tolbert,Panthers,16,Coastal Carolina,11/23/1985
56,2013,Travelle Wharton,Panthers,16,South Carolina,5/19/1981
57,2013,Melvin White,Panthers,15,Louisiana,6/26/1990
58,2013,Brandon Williams,Panthers,9,Oregon,10/12/1987
59,2013,DeAngelo Williams,Panthers,15,Memphis,4/25/1983
60,2013,Garry Williams,Panthers,1,Kentucky,8/20/1986
61,2013,Jason Williams,Panthers,11,Western Illinois,4/23/1986
62,2013,Team Total,Panthers,16,,
0,2013,Danny Aiken,Patriots,16,Virginia,8/28/1988
1,2013,Ryan Allen,Patriots,16,Louisiana Tech,2/28/1990
2,2013,Danny Amendola,Patriots,12,Texas Tech,11/2/1985
3,2013,Kyle Arrington,Patriots,16,Hofstra,8/12/1986
4,2013,Chris Barker,Patriots,4,Nevada,8/3/1990
5,2013,Steve Beauharnais,Patriots,2,Rutgers,5/2/1990
6,2013,Jake Bequette,Patriots,5,Arkansas,2/21/1989
7,2013,LeGarrette Blount,Patriots,16,"East Mississippi CC,Oregon",12/5/1986
8,2013,Brandon Bolden,Patriots,12,Mississippi,1/26/1990
9,2013,Josh Boyce,Patriots,9,TCU,5/6/1991
10,2013,Tom Brady,Patriots,16,Michigan,8/3/1977
11,2013,Michael Buchanan,Patriots,15,Illinois,1/24/1991
12,2013,Marcus Cannon,Patriots,14,TCU,5/6/1988
13,2013,Andre Carter,Patriots,9,California,5/12/1979
14,2013,Marquice Cole,Patriots,13,Northwestern,11/13/1983
15,2013,Austin Collie,Patriots,7,BYU,11/11/1985
16,2013,Jamie Collins,Patriots,16,Southern Miss,10/20/1989
17,2013,Dan Connolly,Patriots,16,SE Missouri St.,9/2/1982
18,2013,Ja'Gared Davis,Patriots,1,SMU,9/11/1990
19,2013,Kanorris Davis,Patriots,3,Troy,1/21/1990
20,2013,Alfonzo Dennard,Patriots,13,Nebraska,9/9/1989
21,2013,James Develin,Patriots,16,Brown,7/23/1988
22,2013,Aaron Dobson,Patriots,12,Marshall,7/23/1991
23,2013,Nate Ebner,Patriots,15,Ohio St.,12/14/1988
24,2013,Julian Edelman,Patriots,16,"San Mateo,Kent St.",5/22/1986
25,2013,Dane Fletcher,Patriots,15,Montana St.,9/14/1986
26,2013,Marcus Forston,Patriots,3,Miami (FL),9/28/1989
27,2013,Stephen Gostkowski,Patriots,16,Memphis,1/28/1984
28,2013,Justin Green,Patriots,2,Illinois,2/26/1991
29,2013,Steve Gregory,Patriots,14,Syracuse,1/8/1983
30,2013,Rob Gronkowski,Patriots,7,Arizona,5/14/1989
31,2013,Duron Harmon,Patriots,15,Rutgers,1/24/1991
32,2013,Dont'a Hightower,Patriots,16,Alabama,3/12/1990
33,2013,Michael Hoomanawanui,Patriots,13,Illinois,7/4/1988
34,2013,Chandler Jones,Patriots,16,Syracuse,2/27/1990
35,2013,Chris Jones,Patriots,13,Bowling Green,7/12/1990
36,2013,Tommy Kelly,Patriots,5,Mississippi St.,12/27/1980
37,2013,Josh Kline,Patriots,7,Kent St.,12/29/1989
38,2013,Logan Mankins,Patriots,16,Fresno St.,3/10/1982
39,2013,Jerod Mayo,Patriots,6,Tennessee,2/23/1986
40,2013,Devin McCourty,Patriots,15,Rutgers,8/13/1987
41,2013,Matthew Mulligan,Patriots,15,Maine,1/18/1985
42,2013,Andre Neblett,Patriots,1,Temple,6/7/1988
43,2013,Rob Ninkovich,Patriots,16,Purdue,2/1/1984
44,2013,Stevan Ridley,Patriots,14,LSU,1/27/1989
45,2013,Logan Ryan,Patriots,16,Rutgers,2/9/1991
46,2013,Sealver Siliga,Patriots,5,Utah,4/26/1990
47,2013,Matthew Slater,Patriots,12,UCLA,9/9/1985
48,2013,Nate Solder,Patriots,15,Colorado,4/12/1988
49,2013,Isaac Sopoaga,Patriots,6,"College of the Canyons (CA),Hawaii",9/4/1981
50,2013,Brandon Spikes,Patriots,16,Florida,9/3/1987
51,2013,Zach Sudfeld,Patriots,3,Nevada,4/18/1989
52,2013,Will Svitek,Patriots,13,Stanford,1/8/1982
53,2013,Aqib Talib,Patriots,13,Kansas,2/13/1986
54,2013,Kenbrell Thompkins,Patriots,12,Cincinnati,7/29/1988
55,2013,Joe Vellano,Patriots,16,Maryland,10/30/1988
56,2013,Shane Vereen,Patriots,8,California,5/2/1989
57,2013,Sebastian Vollmer,Patriots,8,Houston,7/10/1984
58,2013,Leon Washington,Patriots,2,Florida St.,8/29/1982
59,2013,Ryan Wendell,Patriots,16,Fresno St.,3/4/1986
60,2013,Chris White,Patriots,16,"Mississippi Gulf Coast CC,Mississippi St.",1/15/1989
61,2013,Vince Wilfork,Patriots,4,Miami (FL),11/4/1981
62,2013,D.J. Williams,Patriots,2,Arkansas,9/10/1988
63,2013,Tavon Wilson,Patriots,13,Illinois,3/19/1990
64,2013,Cierre Wood,Patriots,2,Notre Dame,2/21/1991
65,2013,Team Total,Patriots,16,,
0,2013,Phillip Adams,Raiders,16,South Carolina St.,7/20/1988
1,2013,Khalif Barnes,Raiders,16,Washington,4/21/1982
2,2013,Christo Bilukidi,Raiders,5,"East. Arizona,Georgia St.",12/13/1989
3,2013,Tyvon Branch,Raiders,2,Connecticut,12/11/1986
4,2013,Mike Brisiel,Raiders,15,Colorado St.,3/14/1983
5,2013,Kaelin Burnett,Raiders,16,Nevada,9/6/1989
6,2013,Kevin Burnett,Raiders,16,Tennessee,12/24/1982
7,2013,Miles Burris,Raiders,6,San Diego St.,6/27/1988
8,2013,Brice Butler,Raiders,10,"USC,San Diego St.",1/29/1990
9,2013,Chance Casey,Raiders,2,Baylor,3/11/1991
10,2013,Chimdi Chekwa,Raiders,15,Ohio St.,9/7/1988
11,2013,Jon Condo,Raiders,16,Maryland,8/26/1981
12,2013,Jack Cornell,Raiders,1,Illinois,6/4/1989
13,2013,Jack Crawford,Raiders,15,Penn St.,9/7/1988
14,2013,Juron Criner,Raiders,1,Arizona,12/12/1989
15,2013,Matt Flynn,Raiders,2,LSU,6/20/1985
16,2013,Jacoby Ford,Raiders,14,Clemson,7/27/1987
17,2013,Andre Gurode,Raiders,10,Colorado,3/6/1978
18,2013,D.J. Hayden,Raiders,8,Houston,6/27/1990
19,2013,Andre Holmes,Raiders,10,Hillsdale,6/16/1988
20,2013,Lamarr Houston,Raiders,16,Texas,6/24/1987
21,2013,Jason Hunter,Raiders,13,Appalachian St.,8/28/1983
22,2013,Sebastian Janikowski,Raiders,16,Florida St.,3/2/1978
23,2013,Greg Jenkins,Raiders,6,"Mississippi Gulf Coast CC,Alabama St.",8/23/1989
24,2013,Mike Jenkins,Raiders,15,South Florida,3/22/1985
25,2013,Rashad Jennings,Raiders,15,Liberty,3/26/1985
26,2013,Shelton Johnson,Raiders,4,Wisconsin,7/16/1990
27,2013,Taiwan Jones,Raiders,16,East. Washington,7/26/1988
28,2013,Nick Kasa,Raiders,16,Colorado,11/5/1990
29,2013,Marquette King,Raiders,16,Fort Valley St.,10/26/1988
30,2013,Ricky Lumpkin,Raiders,1,Kentucky,9/7/1988
31,2013,Lamar Mady,Raiders,7,Youngstown St.,12/13/1989
32,2013,Kaluka Maiava,Raiders,9,USC,3/22/1987
33,2013,Jeron Mastrud,Raiders,16,Kansas St.,12/17/1987
34,2013,Matt McCants,Raiders,13,Ala-Birmingham,8/18/1989
35,2013,Darren McFadden,Raiders,10,Arkansas,8/27/1987
36,2013,Marshall McFadden,Raiders,4,South Carolina St.,8/4/1986
37,2013,Stacy McGee,Raiders,15,Oklahoma,1/17/1990
38,2013,Matt McGloin,Raiders,7,Penn St.,12/2/1989
39,2013,Denarius Moore,Raiders,13,Tennessee,12/9/1988
40,2013,Sio Moore,Raiders,15,Connecticut,5/2/1990
41,2013,Daniel Muir,Raiders,10,Kent St.,9/12/1983
42,2013,Lucas Nix,Raiders,14,Pittsburgh,9/28/1989
43,2013,Jamize Olawale,Raiders,16,North Texas,4/17/1989
44,2013,Tony Pashos,Raiders,12,Illinois,8/3/1980
45,2013,Tracy Porter,Raiders,16,Indiana,8/11/1986
46,2013,Terrelle Pryor,Raiders,11,Ohio St.,6/20/1989
47,2013,Marcel Reece,Raiders,16,Washington,6/23/1985
48,2013,Mychal Rivera,Raiders,16,Tennessee,9/8/1990
49,2013,Nick Roach,Raiders,16,Northwestern,6/16/1985
50,2013,Ryan Robinson,Raiders,11,Oklahoma St.,12/9/1990
51,2013,Brandian Ross,Raiders,16,Youngstown St.,9/28/1989
52,2013,Brian Sanford,Raiders,5,Temple,9/12/1987
53,2013,Pat Sims,Raiders,16,Auburn,11/29/1985
54,2013,Jeremy Stewart,Raiders,13,Stanford,2/19/1989
55,2013,Rod Streater,Raiders,16,Temple,2/9/1988
56,2013,Jared Veldheer,Raiders,5,Hillsdale,6/14/1987
57,2013,Vance Walker,Raiders,15,Georgia Tech,4/26/1987
58,2013,Menelik Watson,Raiders,5,"Marist,Saddleback College,Florida St.",12/22/1988
59,2013,Martez Wilson,Raiders,3,Illinois,9/21/1988
60,2013,Stefen Wisniewski,Raiders,14,Penn St.,3/22/1989
61,2013,Charles Woodson,Raiders,16,Michigan,10/7/1976
62,2013,Usama Young,Raiders,12,Kent St.,5/8/1985
63,2013,Team Total,Raiders,16,,
0,2013,Ray-Ray Armstrong,Rams,16,Miami (FL),3/5/1991
1,2013,Tavon Austin,Rams,13,West Virginia,3/15/1990
2,2013,Stedman Bailey,Rams,16,West Virginia,11/11/1990
3,2013,Joe Barksdale,Rams,16,LSU,1/4/1988
4,2013,Tim Barnes,Rams,16,Missouri,5/14/1988
5,2013,Daren Bates,Rams,15,Auburn,11/27/1990
6,2013,Sam Bradford,Rams,7,Oklahoma,11/8/1987
7,2013,Michael Brockers,Rams,16,LSU,12/21/1990
8,2013,Kellen Clemens,Rams,10,Oregon,6/7/1983
9,2013,Matt Conrath,Rams,8,Virginia,8/11/1989
10,2013,Jared Cook,Rams,16,South Carolina,4/7/1987
11,2013,Jermelle Cudjo,Rams,13,Central Oklahoma,9/28/1986
12,2013,Benny Cunningham,Rams,14,Middle Tenn. St.,7/7/1990
13,2013,Justice Cunningham,Rams,1,South Carolina,1/14/1991
14,2013,Harvey Dahl,Rams,9,Nevada,6/24/1981
15,2013,Matt Daniels,Rams,2,Duke,9/27/1989
16,2013,Cody Davis,Rams,12,Texas Tech,6/6/1989
17,2013,Jo-Lonn Dunbar,Rams,12,Boston Col.,3/13/1985
18,2013,Cortland Finnegan,Rams,7,Samford,2/2/1984
19,2013,Matt Giordano,Rams,16,California,10/16/1982
20,2013,Chris Givens,Rams,16,Wake Forest,12/6/1989
21,2013,Cory Harkey,Rams,15,UCLA,6/17/1990
22,2013,William Hayes,Rams,14,Winston-Salem St.,5/2/1985
23,2013,Johnny Hekker,Rams,16,Oregon St.,2/8/1990
24,2013,Jackrabbit Jenkins,Rams,16,"North Alabama,Florida",10/29/1988
25,2013,Trumaine Johnson,Rams,16,Montana,1/1/1990
26,2013,Barrett Jones,Rams,3,Alabama,5/25/1990
27,2013,Lance Kendricks,Rams,15,Wisconsin,1/30/1988
28,2013,Kendall Langford,Rams,16,Hampton,1/27/1986
29,2013,James Laurinaitis,Rams,16,Ohio St.,12/3/1986
30,2013,Chris Long,Rams,16,Virginia,3/28/1985
31,2013,Jake Long,Rams,15,Michigan,5/9/1985
32,2013,T.J. McDonald,Rams,10,USC,1/26/1991
33,2013,Brandon McGee,Rams,15,Miami (FL),12/11/1990
34,2013,Rodney McLeod,Rams,16,Virginia,6/23/1990
35,2013,Mike McNeill,Rams,14,Nebraska,3/7/1988
36,2013,Jake McQuaide,Rams,16,Ohio St.,12/7/1987
37,2013,Alec Ogletree,Rams,16,Georgia,9/25/1991
38,2013,Isaiah Pead,Rams,10,Cincinnati,12/14/1989
39,2013,Austin Pettis,Rams,16,Boise St.,5/7/1988
40,2013,Quinton Pointer,Rams,2,UNLV,4/16/1988
41,2013,Brian Quick,Rams,16,Appalachian St.,6/5/1989
42,2013,Robert Quinn,Rams,16,North Carolina,5/18/1990
43,2013,Chase Reynolds,Rams,16,Montana,10/22/1987
44,2013,Daryl Richardson,Rams,8,Abilene Christian,4/12/1990
45,2013,Gerald Rivers,Rams,2,Mississippi,6/22/1990
46,2013,Rodger Saffold,Rams,12,Indiana,6/6/1988
47,2013,Eugene Sims,Rams,16,West Texas A&M,3/18/1986
48,2013,Shelley Smith,Rams,14,Colorado St.,5/21/1987
49,2013,Zac Stacy,Rams,14,Vanderbilt,4/9/1991
50,2013,Max Starks,Rams,2,Florida,1/10/1982
51,2013,Darian Stewart,Rams,13,South Carolina,8/4/1988
52,2013,Justin Veltung,Rams,3,Idaho,3/30/1991
53,2013,Brandon Washington,Rams,1,Miami (FL),8/13/1988
54,2013,Scott Wells,Rams,12,Tennessee,1/17/1981
55,2013,Chris Williams,Rams,16,Vanderbilt,8/26/1985
56,2013,Will Witherspoon,Rams,16,Georgia,8/19/1980
57,2013,Greg Zuerlein,Rams,16,Missouri Western St.,12/27/1987
58,2013,Team Total,Rams,16,,
0,2013,Billy Bajema,Ravens,6,Oklahoma St.,10/31/1982
1,2013,Arthur Brown,Ravens,14,Kansas St.,6/1/1993
2,2013,Chykie Brown,Ravens,16,Texas,12/26/1986
3,2013,Marlon Brown,Ravens,14,Georgia,4/22/1991
4,2013,Omar Brown,Ravens,1,Marshall,6/6/1988
5,2013,Josh Bynes,Ravens,15,Auburn,8/24/1989
6,2013,Chris Canty,Ravens,15,Virginia,11/10/1982
7,2013,Dallas Clark,Ravens,12,Iowa,6/12/1979
8,2013,Terrence Cody,Ravens,12,"Mississippi Gulf Coast CC,Alabama",6/28/1988
9,2013,Morgan Cox,Ravens,16,Tennessee,4/26/1986
10,2013,Ed Dickson,Ravens,16,Oregon,7/25/1987
11,2013,Tandon Doss,Ravens,15,Indiana,9/22/1989
12,2013,Shaun Draughn,Ravens,3,North Carolina,12/7/1987
13,2013,Elvis Dumervil,Ravens,15,Louisville,1/19/1984
14,2013,Matt Elam,Ravens,16,Florida,9/2/1991
15,2013,Joe Flacco,Ravens,16,"Pittsburgh,Delaware",1/16/1985
16,2013,Gino Gradkowski,Ravens,16,Delaware,11/5/1988
17,2013,Corey Graham,Ravens,16,New Hampshire,7/25/1985
18,2013,Michael Huff,Ravens,7,Texas,3/6/1983
19,2013,James Ihedigbo,Ravens,16,Massachusetts,12/3/1983
20,2013,Asa Jackson,Ravens,4,Cal Poly-San Luis Obispo,12/2/1989
21,2013,Arthur Jones,Ravens,14,Syracuse,6/30/1986
22,2013,Jacoby Jones,Ravens,12,Lane,7/11/1984
23,2013,Kyle Juszczyk,Ravens,16,Harvard,4/23/1991
24,2013,Sam Koch,Ravens,16,Nebraska,8/13/1982
25,2013,Vonta Leach,Ravens,16,East Carolina,11/6/1981
26,2013,Anthony Levine,Ravens,16,Tennessee St.,3/27/1987
27,2013,Jameel McClain,Ravens,10,Syracuse,7/25/1985
28,2013,Albert McClellan,Ravens,15,Marshall,6/4/1986
29,2013,Bryant McKinnie,Ravens,5,"Lackawanna,Miami (FL)",9/23/1979
30,2013,Pernell McPhee,Ravens,16,Mississippi St.,12/17/1988
31,2013,Jeromy Miles,Ravens,12,"Navy,Massachusetts",7/20/1987
32,2013,Eugene Monroe,Ravens,11,Virginia,4/18/1987
33,2013,Haloti Ngata,Ravens,15,Oregon,1/21/1984
34,2013,Michael Oher,Ravens,16,Mississippi,5/28/1986
35,2013,Kelechi Osemele,Ravens,7,Iowa St.,6/24/1989
36,2013,Bernard Pierce,Ravens,16,Temple,5/10/1991
37,2013,Dennis Pitta,Ravens,4,BYU,6/29/1985
38,2013,Jah Reid,Ravens,10,Central Florida,7/21/1988
39,2013,Ray Rice,Ravens,15,Rutgers,1/22/1987
40,2013,Bernard Scott,Ravens,2,Abilene Christian,2/10/1984
41,2013,A.Q. Shipley,Ravens,16,Penn St.,5/22/1986
42,2013,John Simon,Ravens,7,Ohio St.,10/14/1990
43,2013,Daryl Smith,Ravens,16,Georgia Tech,3/14/1982
44,2013,Jimmy Smith,Ravens,16,Colorado,7/26/1988
45,2013,Torrey Smith,Ravens,16,Maryland,1/26/1989
46,2013,Marcus Spears,Ravens,5,LSU,3/8/1983
47,2013,Brandon Stokley,Ravens,6,Louisiana,6/23/1976
48,2013,Terrell Suggs,Ravens,16,Arizona St.,10/11/1982
49,2013,Tyrod Taylor,Ravens,3,Virginia Tech,8/3/1989
50,2013,Deonte Thompson,Ravens,7,Florida,2/14/1989
51,2013,Brynden Trawick,Ravens,8,Troy,10/23/1989
52,2013,Justin Tucker,Ravens,16,Texas,11/21/1989
53,2013,DeAngelo Tyson,Ravens,13,Georgia,4/12/1989
54,2013,Courtney Upshaw,Ravens,16,Alabama,12/13/1989
55,2013,Ricky Wagner,Ravens,16,Wisconsin,10/21/1989
56,2013,Lardarius Webb,Ravens,16,Nicholls St.,10/12/1985
57,2013,Brandon Williams,Ravens,7,Missouri Southern,2/21/1989
58,2013,Marshal Yanda,Ravens,16,Iowa,9/15/1984
59,2013,Team Total,Ravens,16,,
0,2013,Isa Abdul-Quddus,Saints,11,Fordham,8/3/1989
1,2013,Terron Armstead,Saints,6,Ark-Pine Bluff,7/23/1991
2,2013,Drew Brees,Saints,16,Purdue,1/15/1979
3,2013,Charles Brown,Saints,16,USC,4/10/1987
4,2013,Brodrick Bunkley,Saints,12,Florida St.,11/23/1983
5,2013,Rafael Bush,Saints,13,South Carolina St.,5/12/1987
6,2013,Travaris Cadet,Saints,13,Appalachian St.,2/1/1989
7,2013,Chris Carr,Saints,11,Boise St.,4/30/1983
