,Year,G,Player,BirthDate,College,From,To,Active,Transactions
9651,2017,2,James Stone,4/26/1992,Tennessee,Falcons,Raiders,False,1
9652,1999,16,James Thrash,4/28/1975,Missouri Southern,College,Commanders,False,1
9653,2001,15,James Thrash,4/28/1975,Missouri Southern,Commanders,Eagles,False,1
9654,2004,16,James Thrash,4/28/1975,Missouri Southern,Eagles,Commanders,False,1
9655,1999,16,James Trapp,12/28/1969,Clemson,College,Ravens,False,1
9656,2003,5,James Trapp,12/28/1969,Clemson,Ravens,Jaguars,False,1
9657,2002,1,James Tuthill,3/25/1976,Cal Poly-San Luis Obispo,College,Chargers,False,1
9658,2002,11,James Tuthill,3/25/1976,Cal Poly-San Luis Obispo,Chargers,Commanders,False,1
9659,2019,3,James Vaughters,6/27/1993,Stanford,College,Bears,False,1
9660,2021,10,James Vaughters,6/27/1993,Stanford,Bears,Falcons,False,1
9661,2018,14,James Washington,4/2/1996,Oklahoma St.,College,Steelers,False,1
9662,2022,2,James Washington,4/2/1996,Oklahoma St.,Steelers,Cowboys,False,1
9663,2000,3,James Whalen,12/11/1977,Kentucky,College,Cowboys,False,1
9664,2014,3,James White,2/3/1992,Wisconsin,College,Patriots,False,1
9665,2002,13,James Whitley,5/13/1979,Michigan,College,Rams,False,1
9666,2003,3,James Whitley,5/13/1979,Michigan,Rams,Packers,False,1
9667,2003,3,James Whitley,5/13/1979,Michigan,Packers,Rams,False,1
9668,2004,6,James Whitley,5/13/1979,Michigan,Rams,Packers,False,1
9669,2021,3,James Wiggins,4/26/1997,Cincinnati,College,Cardinals,False,1
9670,1999,16,James Williams,10/10/1968,Mississippi St.,College,Browns,False,1
9671,1999,16,James Williams,3/29/1968,Cheyney,College,Bears,False,1
9672,2000,10,James Williams,3/6/1978,Marshall,College,Seahawks,False,1
9673,2003,1,James Williams,3/6/1978,Marshall,Seahawks,Lions,False,1
9674,1999,16,James Willis,9/2/1972,Auburn,College,Seahawks,False,1
9675,2015,16,James Winchester,8/6/1989,Oklahoma,College,Chiefs,False,1
9676,2002,9,James Wofford,6/6/1978,UNLV,College,Vikings,False,1
9677,2014,11,James Wright,12/31/1991,LSU,College,Bengals,False,1
9678,2009,1,James Wyche,4/19/1982,Syracuse,Jaguars,Rams,False,1
9679,2009,2,James Wyche,4/19/1982,Syracuse,College,Jaguars,False,1
9680,2012,10,James-Michael Johnson,8/20/1989,Nevada,College,Browns,False,1
9681,2013,16,James-Michael Johnson,8/20/1989,Nevada,Browns,Chiefs,False,1
9682,2015,1,James-Michael Johnson,8/20/1989,Nevada,Chiefs,Buccaneers,False,1
9683,2015,2,James-Michael Johnson,8/20/1989,Nevada,Dolphins,Jaguars,False,1
9684,2015,3,James-Michael Johnson,8/20/1989,Nevada,Buccaneers,Dolphins,False,1
9685,2020,3,Jameson Houston,6/30/1996,Baylor,College,Eagles,False,1
9686,2011,1,Jameson Konz,7/2/1986,Kent St.,College,Seahawks,False,1
9687,2022,6,Jameson Williams,3/26/2001,"Ohio St.,Alabama",College,Lions,False,1
9688,2008,15,Jamey Richard,10/9/1984,Buffalo,College,Colts,False,1
9689,1999,1,Jamie Brown,4/24/1972,Florida A&M,College,Commanders,False,1
9690,2013,16,Jamie Collins,10/20/1989,Southern Miss,College,Patriots,False,1
9691,2016,7,Jamie Collins,10/20/1989,Southern Miss,Browns,Patriots,False,1
9692,2016,8,Jamie Collins,10/20/1989,Southern Miss,Patriots,Browns,False,1
9693,2017,6,Jamie Collins,10/20/1989,Southern Miss,Patriots,Browns,False,1
9694,2019,16,Jamie Collins,10/20/1989,Southern Miss,Browns,Patriots,False,1
9695,2020,14,Jamie Collins,10/20/1989,Southern Miss,Patriots,Lions,False,1
9696,2021,10,Jamie Collins,10/20/1989,Southern Miss,Lions,Patriots,False,1
9697,1999,16,Jamie Duncan,7/20/1975,Vanderbilt,College,Buccaneers,False,1
9698,2002,16,Jamie Duncan,7/20/1975,Vanderbilt,Buccaneers,Rams,False,1
9699,2004,4,Jamie Duncan,7/20/1975,Vanderbilt,Rams,Falcons,False,1
9700,2019,16,Jamie Gillan,7/4/1997,Ark-Pine Bluff,College,Browns,False,1
9701,2022,17,Jamie Gillan,7/4/1997,Ark-Pine Bluff,Browns,Giants,False,1
9702,2011,13,Jamie Harper,9/11/1989,Clemson,College,Titans,False,1
9703,2001,16,Jamie Henderson,1/1/1979,"Mississippi Gulf Coast CC,Georgia",College,Jets,False,1
9704,2000,5,Jamie Martin,2/8/1970,Weber St.,College,Jaguars,False,1
9705,2001,5,Jamie Martin,2/8/1970,Weber St.,Jaguars,Rams,False,1
9706,2006,16,Jamie Martin,2/8/1970,Weber St.,Rams,Saints,False,1
9707,2012,1,Jamie McCoy,7/21/1987,Texas A&M,College,Steelers,False,1
9708,2014,1,Jamie Meder,4/12/1991,Ashland,College,Browns,False,1
9709,2019,1,Jamie Meder,4/12/1991,Ashland,Browns,Lions,False,1
9710,1999,16,Jamie Nails,6/3/1975,Florida A&M,College,Bills,False,1
9711,2002,14,Jamie Nails,6/3/1975,Florida A&M,Bills,Dolphins,False,1
9712,2007,0,Jamie Petrowski,7/12/1982,Indiana St.,College,Titans,False,1
9713,2001,16,Jamie Reader,5/4/1974,Akron,College,Eagles,False,1
9714,1999,16,Jamie Sharper,11/23/1974,Virginia,College,Ravens,False,1
9715,2002,16,Jamie Sharper,11/23/1974,Virginia,Ravens,Texans,False,1
9716,2005,8,Jamie Sharper,11/23/1974,Virginia,Texans,Seahawks,False,1
9717,2008,11,Jamie Silva,12/14/1984,Boston Col.,College,Colts,False,1
9718,2006,3,Jamie Thompson,5/25/1983,Oklahoma St.,College,Jets,False,1
9719,1999,5,Jamie Wilson,6/6/1973,Marshall,College,Colts,False,1
9720,2001,14,Jamie Winborn,5/14/1979,Vanderbilt,College,49ers,False,1
9721,2005,5,Jamie Winborn,5/14/1979,Vanderbilt,49ers,Jaguars,False,1
9722,2006,14,Jamie Winborn,5/14/1979,Vanderbilt,Jaguars,Buccaneers,False,1
9723,2007,14,Jamie Winborn,5/14/1979,Vanderbilt,Buccaneers,Broncos,False,1
9724,2009,2,Jamie Winborn,5/14/1979,Vanderbilt,Broncos,Titans,False,1
9725,2021,5,Jamien Sherwood,1/12/2000,Auburn,College,Jets,False,1
9726,2019,6,Jamil Demby,6/20/1996,Maine,College,Rams,False,1
9727,2015,16,Jamil Douglas,2/28/1992,Arizona St.,College,Dolphins,False,1
9728,2019,15,Jamil Douglas,2/28/1992,Arizona St.,Dolphins,Titans,False,1
9729,2021,1,Jamil Douglas,2/28/1992,Arizona St.,Titans,Bills,False,1
9730,2021,3,Jamil Douglas,2/28/1992,Arizona St.,Bills,Commanders,False,1
9731,2021,16,Jamin Davis,12/12/1998,Kentucky,College,Commanders,False,1
9732,2002,2,Jamin Elliott,10/5/1979,Delaware,College,Bears,False,1
9733,2006,1,Jamin Elliott,10/5/1979,Delaware,Bears,Falcons,False,1
9734,2021,2,Jamir Jones,6/14/1998,Notre Dame,College,Jaguars,False,1
9735,2021,3,Jamir Jones,6/14/1998,Notre Dame,Rams,Steelers,False,1
9736,2021,10,Jamir Jones,6/14/1998,Notre Dame,Jaguars,Rams,False,1
9737,1999,15,Jamir Miller,11/19/1973,UCLA,College,Browns,False,1
9738,2015,16,Jamison Crowder,6/17/1993,Duke,College,Commanders,True,1
9739,2019,16,Jamison Crowder,6/17/1993,Duke,Commanders,Jets,True,1
9740,2022,4,Jamison Crowder,6/17/1993,Duke,Jets,Bills,True,1
9741,2023,6,Jamison Crowder,6/17/1993,Duke,Bills,Commanders,True,1
9742,2018,3,Jamiyus Pittman,10/23/1994,Central Florida,College,Dolphins,False,1
9743,2012,3,Jamize Olawale,4/17/1989,North Texas,College,Raiders,False,1
9744,2018,16,Jamize Olawale,4/17/1989,North Texas,Raiders,Cowboys,False,1
9745,2005,13,Jammal Brown,3/30/1981,Oklahoma,College,Saints,False,1
9746,2010,15,Jammal Brown,3/30/1981,Oklahoma,Saints,Commanders,False,1
9747,2004,1,Jammal Lord,1/10/1981,Nebraska,College,Texans,False,1
9748,1999,14,Jammi German,7/4/1974,Miami (FL),College,Falcons,False,1
9749,2001,6,Jammi German,7/4/1974,Miami (FL),Falcons,Browns,False,1
9750,2011,1,Jammie Kirlew,5/12/1987,Indiana,College,Jaguars,False,1
9751,2023,5,Jammie Robinson,1/24/2001,"South Carolina,Florida St.",College,Panthers,True,1
9752,2015,9,Jamon Brown,3/15/1993,Louisville,College,Rams,False,1
9753,2018,6,Jamon Brown,3/15/1993,Louisville,Giants,Rams,False,1
9754,2018,8,Jamon Brown,3/15/1993,Louisville,Rams,Giants,False,1
9755,2019,10,Jamon Brown,3/15/1993,Louisville,Rams,Falcons,False,1
9756,2020,2,Jamon Brown,3/15/1993,Louisville,Falcons,Eagles,False,1
9757,2009,8,Jamon Meredith,5/11/1986,South Carolina,College,Bills,False,1
9758,2010,3,Jamon Meredith,5/11/1986,South Carolina,Bills,Giants,False,1
9759,2011,4,Jamon Meredith,5/11/1986,South Carolina,Giants,Steelers,False,1
9760,2012,14,Jamon Meredith,5/11/1986,South Carolina,Steelers,Buccaneers,False,1
9761,2014,3,Jamon Meredith,5/11/1986,South Carolina,Colts,Titans,False,1
9762,2014,4,Jamon Meredith,5/11/1986,South Carolina,Buccaneers,Colts,False,1
9763,2020,8,Jamycal Hasty,9/12/1996,Baylor,College,49ers,False,1
9764,2022,17,Jamycal Hasty,9/12/1996,Baylor,49ers,Jaguars,False,1
9765,2018,2,Janarion Grant,11/20/1993,Rutgers,College,Ravens,False,1
9766,2022,15,Jaquan Brisker,4/20/1999,"Lackawanna,Penn St.",College,Bears,False,1
9767,2019,13,Jaquan Johnson,11/6/1995,Miami (FL),College,Bills,False,1
9768,2023,3,Jaquelin Roy,10/22/2000,LSU,College,Vikings,True,1
9769,2015,15,Jaquiski Tartt,2/18/1992,Samford,College,49ers,False,1
9770,2015,10,Jared Abbrederis,12/17/1990,Wisconsin,College,Packers,False,1
9771,2017,7,Jared Abbrederis,12/17/1990,Wisconsin,Packers,Lions,False,1
9772,2004,15,Jared Allen,4/3/1982,Idaho St.,College,Chiefs,False,1
9773,2008,16,Jared Allen,4/3/1982,Idaho St.,Chiefs,Vikings,False,1
9774,2014,15,Jared Allen,4/3/1982,Idaho St.,Vikings,Bears,False,1
9775,2015,12,Jared Allen,4/3/1982,Idaho St.,Bears,Panthers,False,1
9776,2022,2,Jared Bernhardt,9/12/1997,"Maryland,Ferris St.",College,Falcons,False,1
9777,2004,14,Jared Clauss,4/7/1981,Iowa,College,Titans,False,1
9778,2009,14,Jared Cook,4/7/1987,South Carolina,College,Titans,False,1
9779,2013,16,Jared Cook,4/7/1987,South Carolina,Titans,Rams,False,1
9780,2016,10,Jared Cook,4/7/1987,South Carolina,Rams,Packers,False,1
9781,2017,16,Jared Cook,4/7/1987,South Carolina,Packers,Raiders,False,1
9782,2019,14,Jared Cook,4/7/1987,South Carolina,Raiders,Saints,False,1
9783,2021,16,Jared Cook,4/7/1987,South Carolina,Saints,Chargers,False,1
9784,2012,15,Jared Crick,8/21/1989,Nebraska,College,Texans,False,1
9785,2016,16,Jared Crick,8/21/1989,Nebraska,Texans,Broncos,False,1
9786,1999,2,Jared DeVries,6/11/1976,Iowa,College,Lions,False,1
9787,2007,6,Jared Gaither,3/18/1986,Maryland,College,Ravens,False,1
9788,2011,5,Jared Gaither,3/18/1986,Maryland,Ravens,Chargers,False,1
9789,2011,10,Jared Gaither,3/18/1986,Maryland,Chargers,Chiefs,False,1
9790,2012,4,Jared Gaither,3/18/1986,Maryland,Chiefs,Chargers,False,1
9791,2016,7,Jared Goff,10/14/1994,California,College,Rams,False,1
9792,2021,14,Jared Goff,10/14/1994,California,Rams,Lions,False,1
9793,2006,2,Jared Lorenzen,2/14/1981,Kentucky,College,Giants,False,1
9794,2020,2,Jared Mayden,6/24/1998,Alabama,College,49ers,False,1
9795,2021,4,Jared Mayden,6/24/1998,Alabama,49ers,Eagles,False,1
9796,2016,14,Jared Norris,7/19/1993,Utah,College,Panthers,False,1
9797,2020,11,Jared Norris,7/19/1993,Utah,Panthers,Commanders,False,1
9798,2010,1,Jared Odrick,12/31/1987,Penn St.,College,Dolphins,False,1
9799,2015,16,Jared Odrick,12/31/1987,Penn St.,Dolphins,Jaguars,False,1
9800,2004,1,Jared Peck,5/6/1979,North Dakota St.,College,Falcons,False,1
9801,2021,2,Jared Pinkney,8/21/1997,Vanderbilt,College,Lions,False,1
9802,2022,4,Jared Pinkney,8/21/1997,Vanderbilt,Lions,Rams,False,1
9803,2008,9,Jared Retkofsky,3/16/1983,TCU,College,Steelers,False,1
9804,1999,8,Jared Tomich,4/24/1974,Nebraska,College,Saints,False,1
9805,2002,2,Jared Tomich,4/24/1974,Nebraska,Saints,Packers,False,1
9806,2010,16,Jared Veldheer,6/14/1987,Hillsdale,College,Raiders,False,1
9807,2014,16,Jared Veldheer,6/14/1987,Hillsdale,Raiders,Cardinals,False,1
9808,2018,12,Jared Veldheer,6/14/1987,Hillsdale,Cardinals,Broncos,False,1
9809,2019,2,Jared Veldheer,6/14/1987,Hillsdale,Broncos,Packers,False,1
9810,2020,1,Jared Veldheer,6/14/1987,Hillsdale,Packers,Colts,False,1
9811,2023,0,Jaren Hall,3/24/1998,BYU,College,Vikings,True,1
9812,1999,3,Jaret Holmes,3/3/1976,Auburn,College,Bears,False,1
9813,2000,4,Jaret Holmes,3/3/1976,Auburn,Bears,Giants,False,1
9814,2001,4,Jaret Holmes,3/3/1976,Auburn,Giants,Jaguars,False,1
9815,2021,17,Jaret Patterson,12/23/1999,Buffalo,College,Commanders,False,1
9816,2009,7,Jarett Dillard,12/21/1985,Rice,College,Jaguars,False,1
9817,2000,2,Jarious Jackson,5/3/1977,Notre Dame,College,Broncos,False,1
9818,2012,7,Jarius Wright,11/25/1989,Arkansas,College,Vikings,False,1
9819,2018,16,Jarius Wright,11/25/1989,Arkansas,Vikings,Panthers,False,1
9820,2009,11,Jarius Wynn,8/29/1986,"Georgia Military,Georgia",College,Packers,False,1
9821,2012,7,Jarius Wynn,8/29/1986,"Georgia Military,Georgia",Packers,Titans,False,1
9822,2013,5,Jarius Wynn,8/29/1986,"Georgia Military,Georgia",Titans,Chargers,False,1
9823,2013,10,Jarius Wynn,8/29/1986,"Georgia Military,Georgia",Chargers,Cowboys,False,1
9824,2014,11,Jarius Wynn,8/29/1986,"Georgia Military,Georgia",Cowboys,Bills,False,1
9825,2002,2,Jarmar Julien,12/11/1979,San Jose St.,College,Chiefs,False,1
9826,2013,16,Jaron Brown,1/8/1990,Clemson,College,Cardinals,False,1
9827,2018,16,Jaron Brown,1/8/1990,Clemson,Cardinals,Seahawks,False,1
9828,2017,14,Jarrad Davis,11/16/1994,Florida,College,Lions,True,1
9829,2021,9,Jarrad Davis,11/16/1994,Florida,Lions,Jets,True,1
9830,2022,1,Jarrad Davis,11/16/1994,Florida,Jets,Giants,True,1
9831,2022,3,Jarrad Davis,11/16/1994,Florida,Giants,Lions,True,1
9832,2023,0,Jarrad Davis,11/16/1994,Florida,Lions,Giants,True,1
9833,2006,16,Jarrad Page,10/19/1984,UCLA,College,Chiefs,False,1
9834,2010,10,Jarrad Page,10/19/1984,UCLA,Chiefs,Patriots,False,1
9835,2011,5,Jarrad Page,10/19/1984,UCLA,Eagles,Vikings,False,1
9836,2011,6,Jarrad Page,10/19/1984,UCLA,Patriots,Eagles,False,1
9837,2016,15,Jarran Reed,12/16/1992,"East Mississippi CC,Alabama",College,Seahawks,True,1
9838,2021,17,Jarran Reed,12/16/1992,"East Mississippi CC,Alabama",Seahawks,Chiefs,True,1
9839,2022,17,Jarran Reed,12/16/1992,"East Mississippi CC,Alabama",Chiefs,Packers,True,1
9840,2023,5,Jarran Reed,12/16/1992,"East Mississippi CC,Alabama",Packers,Seahawks,True,1
9841,2020,2,Jarren Williams,7/18/1997,Albany (NY),College,Giants,False,1
9842,2022,2,Jarren Williams,7/18/1997,Albany (NY),Giants,Lions,False,1
9843,2003,15,Jarret Johnson,8/14/1981,Alabama,College,Ravens,False,1
9844,2012,15,Jarret Johnson,8/14/1981,Alabama,Ravens,Chargers,False,1
9845,2012,10,Jarrett Boykin,11/4/1989,Virginia Tech,College,Packers,False,1
9846,2006,16,Jarrett Bush,5/21/1984,Utah St.,College,Packers,False,1
9847,2023,6,Jarrett Patterson,9/1/1999,Notre Dame,College,Texans,True,1
9848,2005,13,Jarrett Payton,12/26/1980,Miami (FL),College,Titans,False,1
9849,2019,3,Jarrett Stidham,8/8/1996,"Baylor,Auburn",College,Patriots,True,1
9850,2022,5,Jarrett Stidham,8/8/1996,"Baylor,Auburn",Patriots,Raiders,True,1
9851,2023,0,Jarrett Stidham,8/8/1996,"Baylor,Auburn",Raiders,Broncos,True,1
9852,2023,0,Jarrick Bernard-Converse,4/29/2000,"Oklahoma St.,LSU",College,Jets,True,1
9853,2011,1,Jarriel King,2/27/1987,South Carolina,College,Seahawks,False,1
9854,2002,16,Jarrod Baxter,3/9/1979,New Mexico,College,Texans,False,1
9855,2005,8,Jarrod Baxter,3/9/1979,New Mexico,Texans,Cardinals,False,1
9856,2001,16,Jarrod Cooper,3/31/1978,Kansas St.,College,Panthers,False,1
9857,2004,9,Jarrod Cooper,3/31/1978,Kansas St.,Panthers,Raiders,False,1
9858,2015,2,Jarrod Pughsley,12/18/1990,Akron,College,Chiefs,False,1
9859,2016,16,Jarrod Wilson,2/9/1994,Michigan,College,Jaguars,False,1
9860,2021,4,Jarrod Wilson,2/9/1994,Michigan,Jaguars,49ers,False,1
9861,2021,5,Jarrod Wilson,2/9/1994,Michigan,49ers,Jets,False,1
9862,2009,4,Jarron Gilbert,9/30/1986,San Jose St.,College,Bears,False,1
9863,2010,1,Jarron Gilbert,9/30/1986,San Jose St.,Bears,Jets,False,1
9864,2015,8,Jarryd Hayne,2/15/1988,None,College,49ers,False,1
9865,2023,5,Jartavius Martin,4/17/2000,Illinois,College,Commanders,True,1
9866,2017,1,Jarveon Williams,1/3/1995,Texas-San Antonio,College,Bengals,False,1
9867,2001,1,Jarvis Borum,9/16/1978,North Carolina St.,College,Cardinals,False,1
9868,2002,15,Jarvis Green,1/12/1979,LSU,College,Patriots,False,1
9869,2012,16,Jarvis Jenkins,4/24/1988,Clemson,College,Commanders,False,1
9870,2015,15,Jarvis Jenkins,4/24/1988,Clemson,Commanders,Bears,False,1
9871,2016,7,Jarvis Jenkins,4/24/1988,Clemson,Bears,Chiefs,False,1
9872,2016,9,Jarvis Jenkins,4/24/1988,Clemson,Chiefs,Jets,False,1
9873,2017,11,Jarvis Jenkins,4/24/1988,Clemson,Jets,Chiefs,False,1
9874,2013,14,Jarvis Jones,10/13/1989,Georgia,College,Steelers,False,1
9875,2014,16,Jarvis Landry,11/28/1992,LSU,College,Dolphins,False,1
9876,2018,16,Jarvis Landry,11/28/1992,LSU,Dolphins,Browns,False,1
9877,2022,9,Jarvis Landry,11/28/1992,LSU,Browns,Saints,False,1
9878,2007,6,Jarvis Moss,8/3/1984,Florida,College,Broncos,False,1
9879,2010,5,Jarvis Moss,8/3/1984,Florida,Broncos,Raiders,False,1
9880,2020,3,Jaryd Jones-Smith,9/3/1995,Pittsburgh,College,Raiders,False,1
9881,2021,3,Jaryd Jones-Smith,9/3/1995,Pittsburgh,Raiders,Ravens,False,1
9882,2003,2,Jasen Isom,1/7/1977,"Cincinnati,Western Illinois",College,49ers,False,1
9883,2021,1,Jashon Cornell,12/30/1996,Ohio St.,College,Lions,False,1
9884,2003,16,Jashon Sykes,9/25/1979,Colorado,College,Broncos,False,1
9885,2006,16,Jason Allen,7/5/1983,Tennessee,College,Dolphins,False,1
9886,2010,7,Jason Allen,7/5/1983,Tennessee,Dolphins,Texans,False,1
9887,2012,4,Jason Allen,7/5/1983,Tennessee,Texans,Bengals,False,1
9888,1999,9,Jason Andersen,9/3/1975,BYU,College,Patriots,False,1
9889,2002,3,Jason Andersen,9/3/1975,BYU,Patriots,Chiefs,False,1
9890,2005,1,Jason Anderson,4/29/1980,South Dakota,College,Texans,False,1
9891,2014,2,Jason Ankrah,2/28/1991,Nebraska,College,Texans,False,1
9892,2006,8,Jason Avant,4/20/1983,Michigan,College,Eagles,False,1
9893,2014,5,Jason Avant,4/20/1983,Michigan,Eagles,Chiefs,False,1
9894,2014,11,Jason Avant,4/20/1983,Michigan,Chiefs,Panthers,False,1
9895,2015,16,Jason Avant,4/20/1983,Michigan,Panthers,Chiefs,False,1
9896,2004,16,Jason Babin,5/24/1980,Western Michigan,College,Texans,False,1
9897,2007,2,Jason Babin,5/24/1980,Western Michigan,Texans,Seahawks,False,1
9898,2008,2,Jason Babin,5/24/1980,Western Michigan,Chiefs,Seahawks,False,1
9899,2008,7,Jason Babin,5/24/1980,Western Michigan,Seahawks,Chiefs,False,1
9900,2009,12,Jason Babin,5/24/1980,Western Michigan,Seahawks,Eagles,False,1
9901,2010,16,Jason Babin,5/24/1980,Western Michigan,Eagles,Titans,False,1
9902,2011,16,Jason Babin,5/24/1980,Western Michigan,Titans,Eagles,False,1
9903,2012,5,Jason Babin,5/24/1980,Western Michigan,Eagles,Jaguars,False,1
9904,2014,16,Jason Babin,5/24/1980,Western Michigan,Jaguars,Jets,False,1
9905,2015,0,Jason Babin,5/24/1980,Western Michigan,Jets,Cardinals,False,1
9906,2015,2,Jason Babin,5/24/1980,Western Michigan,Cardinals,Ravens,False,1
9907,2001,16,Jason Baker,5/17/1978,Iowa,College,49ers,False,1
9908,2002,2,Jason Baker,5/17/1978,Iowa,49ers,Eagles,False,1
9909,2003,16,Jason Baker,5/17/1978,Iowa,Eagles,Chiefs,False,1
9910,2004,2,Jason Baker,5/17/1978,Iowa,Broncos,Chiefs,False,1
9911,2004,4,Jason Baker,5/17/1978,Iowa,Chiefs,Broncos,False,1
9912,2004,4,Jason Baker,5/17/1978,Iowa,Chiefs,Colts,False,1
9913,2005,16,Jason Baker,5/17/1978,Iowa,Colts,Panthers,False,1
9914,2002,16,Jason Ball,3/21/1979,New Hampshire,College,Chargers,False,1
9915,2009,1,Jason Banks,5/8/1985,Grambling St.,College,Cardinals,False,1
9916,2001,16,Jason Bell,4/1/1978,UCLA,College,Cowboys,False,1
9917,2002,13,Jason Bell,4/1/1978,UCLA,Cowboys,Texans,False,1
9918,2006,15,Jason Bell,4/1/1978,UCLA,Texans,Giants,False,1
9919,1999,16,Jason Belser,5/28/1970,Oklahoma,College,Colts,False,1
9920,2001,16,Jason Belser,5/28/1970,Oklahoma,Colts,Chiefs,False,1
9921,1999,1,Jason Bostic,6/30/1976,Georgia Tech,College,Eagles,False,1
9922,2002,14,Jason Bostic,6/30/1976,Georgia Tech,Eagles,Bills,False,1
9923,2001,12,Jason Brookins,1/5/1976,Lane,College,Ravens,False,1
9924,2005,6,Jason Brown,5/5/1983,North Carolina,College,Ravens,False,1
9925,2009,16,Jason Brown,5/5/1983,North Carolina,Ravens,Rams,False,1
9926,2023,0,Jason Brownlee,1/30/1999,Southern Miss,College,Jets,True,1
9927,2018,10,Jason Cabinda,3/17/1996,Penn St.,College,Raiders,False,1
9928,2019,4,Jason Cabinda,3/17/1996,Penn St.,Raiders,Lions,False,1
9929,2006,7,Jason Campbell,12/31/1981,Auburn,College,Commanders,False,1
9930,2010,13,Jason Campbell,12/31/1981,Auburn,Commanders,Raiders,False,1
9931,2012,6,Jason Campbell,12/31/1981,Auburn,Raiders,Bears,False,1
9932,2013,9,Jason Campbell,12/31/1981,Auburn,Bears,Browns,False,1
9933,2014,4,Jason Campbell,12/31/1981,Auburn,Browns,Bengals,False,1
9934,2006,1,Jason Carter,9/15/1982,Texas A&M,College,Vikings,False,1
9935,1999,16,Jason Craft,2/13/1976,Colorado St.,College,Jaguars,False,1
9936,2004,14,Jason Craft,2/13/1976,Colorado St.,Jaguars,Saints,False,1
9937,2008,2,Jason Craft,2/13/1976,Colorado St.,Rams,Saints,False,1
9938,2008,13,Jason Craft,2/13/1976,Colorado St.,Saints,Rams,False,1
9939,2018,15,Jason Croom,2/28/1994,Tennessee,College,Bills,False,1
9940,2020,4,Jason Croom,2/28/1994,Tennessee,Bills,Eagles,False,1
9941,2004,16,Jason David,6/12/1982,Washington St.,College,Colts,False,1
9942,2007,13,Jason David,6/12/1982,Washington St.,Colts,Saints,False,1
9943,2008,1,Jason Davis,11/2/1983,Illinois,Bears,Raiders,False,1
9944,2008,5,Jason Davis,11/2/1983,Illinois,College,Bears,False,1
9945,2001,16,Jason Doering,4/22/1978,Wisconsin,College,Colts,False,1
9946,2004,6,Jason Doering,4/22/1978,Wisconsin,Colts,Commanders,False,1
9947,2000,14,Jason Dunn,11/15/1973,East. Kentucky,College,Chiefs,False,1
9948,1999,16,Jason Elam,3/8/1970,Hawaii,College,Broncos,False,1
9949,2008,16,Jason Elam,3/8/1970,Hawaii,Broncos,Falcons,False,1
9950,1999,9,Jason Fabini,8/25/1974,Cincinnati,College,Jets,False,1
9951,2006,15,Jason Fabini,8/25/1974,Cincinnati,Jets,Cowboys,False,1
9952,2007,16,Jason Fabini,8/25/1974,Cincinnati,Cowboys,Commanders,False,1
9953,1999,9,Jason Ferguson,11/28/1974,Georgia,College,Jets,False,1
9954,2005,16,Jason Ferguson,11/28/1974,Georgia,Jets,Cowboys,False,1
9955,2008,16,Jason Ferguson,11/28/1974,Georgia,Cowboys,Dolphins,False,1
9956,1999,16,Jason Fisk,9/4/1972,Stanford,College,Titans,False,1
9957,2002,16,Jason Fisk,9/4/1972,Stanford,Titans,Chargers,False,1
9958,2005,16,Jason Fisk,9/4/1972,Stanford,Chargers,Browns,False,1
9959,2006,16,Jason Fisk,9/4/1972,Stanford,Browns,Rams,False,1
9960,2010,4,Jason Fox,5/2/1988,Miami (FL),College,Lions,False,1
9961,2014,9,Jason Fox,5/2/1988,Miami (FL),Lions,Dolphins,False,1
9962,1999,5,Jason Garrett,3/28/1966,"Princeton,Columbia",College,Cowboys,False,1
9963,2000,2,Jason Garrett,3/28/1966,"Princeton,Columbia",Cowboys,Giants,False,1
9964,1999,16,Jason Gildon,7/31/1972,Oklahoma St.,College,Steelers,False,1
9965,2004,9,Jason Gildon,7/31/1972,Oklahoma St.,Steelers,Jaguars,False,1
9966,2001,15,Jason Glenn,8/20/1979,Texas A&M,College,Jets,False,1
9967,2005,16,Jason Glenn,8/20/1979,Texas A&M,Jets,Dolphins,False,1
9968,2006,9,Jason Glenn,8/20/1979,Texas A&M,Dolphins,Vikings,False,1
9969,2003,4,Jason Goss,10/4/1979,TCU,College,Cardinals,False,1
9970,1999,16,Jason Hanson,6/17/1970,Washington St.,College,Lions,False,1
9971,2006,14,Jason Hatcher,7/13/1982,Grambling St.,College,Cowboys,False,1
9972,2014,13,Jason Hatcher,7/13/1982,Grambling St.,Cowboys,Commanders,False,1
9973,2007,5,Jason Hill,2/20/1985,Washington St.,College,49ers,False,1
9974,2010,6,Jason Hill,2/20/1985,Washington St.,49ers,Jaguars,False,1
9975,2012,4,Jason Hill,2/20/1985,Washington St.,Jaguars,Jets,False,1
9976,2004,2,Jason Hilliard,6/29/1981,Louisville,College,Giants,False,1
9977,2004,14,Jason Horton,2/16/1980,"North Carolina,North Carolina A&T",College,Packers,False,1
9978,2006,14,Jason Hunter,8/28/1983,Appalachian St.,College,Packers,False,1
9979,2009,14,Jason Hunter,8/28/1983,Appalachian St.,Packers,Lions,False,1
9980,2010,16,Jason Hunter,8/28/1983,Appalachian St.,Lions,Broncos,False,1
9981,2013,13,Jason Hunter,8/28/1983,Appalachian St.,Broncos,Raiders,False,1
9982,2020,5,Jason Huntley,4/20/1998,New Mexico St.,College,Eagles,False,1
9983,2005,6,Jason Jefferson,12/20/1981,Wisconsin,College,Bills,False,1
