SOURCE,Rank,Player,Weight,Height,40YD,AVG POS RANK,AVG OVR RANK,Rating,Summary
NFLDraftBuzz,313,Brennan Presley,175,5-8,4.46,75.0,489.5,75.0,"Brennan Presley is a dynamic slot receiver who brings versatility and high football IQ to the field. His reliable hands, crisp..."
NFLDraftBuzz,314,Dayon Hayes,265,6-3,4.8,75.0,315.0,74.8,Hayes projects as a rotational edge defender in a 4-3 scheme where his burst and power can be maximized as a designated pass rusher. His...
NFLDraftBuzz,315,Thor Griffith,320,6-2,4.95,68.0,300.3,74.6,Thor Griffith's exceptional first-step quickness and anchor strength position him as an intriguing three-technique prospect with...
NFLDraftBuzz,316,Julian Fleming,206,6-2,4.68,63.0,394.7,74.5,Julian Fleming's transfer to Penn State for his final season showcases his determination to prove himself outside Ohio State's crowded...
NFLDraftBuzz,317,Justin Walley,195,5-11,4.4,38.0,175.0,74.4,"Walley brings a well-rounded skill set to the table, with the potential to contribute in multiple defensive schemes. His ability to play..."
NFLDraftBuzz,318,Max Brosmer,225,6-2,4.79,15.0,250.3,74.4,
NFLDraftBuzz,319,Myles Hinton,342,6-6,5.5,53.0,260.3,74.3,"Exhibits good patience in pass protection, sitting back in his set rather than leaning and lunging. Consistently lands blocks at the..."
NFLDraftBuzz,320,Malik Verdon,220,6-4,4.51,61.0,260.3,74.2,
NFLDraftBuzz,321,Marcus Harris,190,5-11,4.38,68.0,288.0,74.2,Harris is the type of player who makes scouts pound the table on day three. His elite run defense and exceptional tackling ability jump...
NFLDraftBuzz,322,Marques Sigle,197,6-0,4.37,71.0,298.8,74.2,
NFLDraftBuzz,323,Daniel Jackson,195,6-0,4.63,53.0,307.7,74.2,
NFLDraftBuzz,324,Tyler Loop,190,6-1,5.1,,338.7,74.2,
NFLDraftBuzz,325,Mose Vavao,317,6-3,5.14,68.0,319.7,74.1,
NFLDraftBuzz,326,Tim Smith,314,6-4,5.14,58.0,232.2,74.0,"Smith fits the role of a rotational defensive tackle at the next level, with the potential to develop into a solid run-stopping presence...."
NFLDraftBuzz,327,Junior Tafuna,308,6-3,5.03,61.0,241.4,74.0,
NFLDraftBuzz,328,Da'Quan Felton,216,6-5,4.5,41.0,262.8,74.0,
NFLDraftBuzz,329,Jimmy Horn Jr.,170,5-10,4.46,44.0,276.8,74.0,"In the NFL, Horn profiles as a prototypical slot receiver with the potential to create mismatches against nickel corners and safeties...."
NFLDraftBuzz,330,Jackson Woodard,230,6-3,4.62,36.0,282.3,74.0,
NFLDraftBuzz,331,Eli Cox,309,6-4,5.02,57.0,281.5,74.0,A solid contributor with the potential to carve out a role as a swing interior lineman at the next level. Cox's experience in the SEC...
NFLDraftBuzz,332,Joe Huber,310,6-5,5.2,58.0,282.8,74.0,
NFLDraftBuzz,333,Trey Wedig,319,6-7,5.22,59.0,285.0,74.0,A developmental tackle prospect with the frame and functional movement skills coveted at the next level. Shows natural pass protection...
NFLDraftBuzz,334,Fentrell Cypress II,188,6-0,4.4,69.0,288.7,74.0,"Cypress fits the mold of a scheme-specific contributor in the NFL, with his skill set best suited for a primary zone defense. His fluid..."
NFLDraftBuzz,335,Will Sheppard,205,6-3,4.59,49.0,294.3,74.0,Sheppard projects as a solid Day 2 prospect with the potential to contribute immediately as a complementary receiver in an NFL offense. His...
NFLDraftBuzz,336,Kain Medrano,230,6-3,4.46,38.0,295.4,74.0,
NFLDraftBuzz,337,Josh Kelly,195,6-1,4.7,50.0,295.7,74.0,
NFLDraftBuzz,338,Bam Martin-Scott...,241,6-2,4.63,39.0,299.5,74.0,
NFLDraftBuzz,339,Shaun Dolac,225,6-1,4.63,40.0,313.7,74.0,
NFLDraftBuzz,340,Ulysses Bentley IV,200,5-10,4.62,33.0,320.3,74.0,
NFLDraftBuzz,341,Tommy Akingbesote,320,6-4,5.09,78.0,325.0,74.0,
NFLDraftBuzz,342,Tyreem Powell,252,6-5,4.92,42.0,325.7,74.0,"After diving deep into the film, Powell emerges as a specialized defender whose tackling prowess and pass rush potential stand out..."
NFLDraftBuzz,343,Keenan Pili,240,6-3,4.69,44.0,331.3,74.0,
NFLDraftBuzz,344,Chandler Martin,230,6-0,4.54,45.0,332.0,74.0,
NFLDraftBuzz,345,Bryson Eason,310,6-3,5.1,82.0,341.0,74.0,
NFLDraftBuzz,346,Rashod Owens,230,6-2,4.53,58.0,342.0,74.0,
NFLDraftBuzz,347,Jacobe Covington,200,6-2,4.64,75.0,343.0,74.0,A long-limbed boundary corner with natural press-man skills and multi-position versatility in the secondary. Shows the physical tools...
NFLDraftBuzz,348,Phillip Webb,265,6-5,4.72,80.0,334.0,74.0,Webb's physical tools and production at multiple levels of competition point toward a role as a situational pass rusher early in his...
NFLDraftBuzz,349,Giles Jackson,187,5-9,4.45,59.0,344.0,74.0,"Based on tape study, Jackson projects best to an offense emphasizing pre-snap motion and manufactured touches. His elite deep speed and..."
NFLDraftBuzz,350,Bryan Felter,305,6-3,5.3,74.0,337.0,74.0,Demonstrates adequate technical foundation in pass protection but faces significant physical limitations for next level. Lack of ideal...
NFLDraftBuzz,351,C.J. Baskerville,210,6-3,4.58,74.0,338.0,74.0,
NFLDraftBuzz,352,Isas Waxter,215,6-2,4.48,76.0,349.3,74.0,
NFLDraftBuzz,353,KJ Jefferson,247,6-3,4.69,20.0,371.7,74.0,"KJ Jefferson fits the mold as a developmental QB2/3 at the next level. His plus size and arm talent give him a solid foundation, but he..."
NFLDraftBuzz,354,Paris Shand,275,6-4,4.82,87.0,382.5,74.0,"A raw talent with intriguing physical tools, this edge defender has the frame and athleticism to develop into a solid rotational piece at..."
NFLDraftBuzz,355,Joey Slackman,300,6-4,5.23,89.0,385.3,74.0,"A stout interior defender with the versatility to play in multiple fronts, Slackman offers intriguing upside as a run-stuffing specialist..."
NFLDraftBuzz,356,Javontez Spraggins,330,6-3,5.14,79.0,419.5,74.0,"Spraggins grades out as a late-round flier with upside as a backup guard. His technical foundation, particularly his hand usage and..."
NFLDraftBuzz,357,Jasheen Davis,270,6-3,4.62,84.0,369.5,73.8,"Davis projects as a situational pass rusher and special teams contributor early in his NFL career, with the potential to develop into a..."
NFLDraftBuzz,358,Konata Mumpfield,185,6-1,4.59,40.0,261.0,73.7,"He’s a fluid athlete with excellent short-area quickness; Mumpfield should be able to create separation, and he has the straight-line speed..."
NFLDraftBuzz,359,Power Echols,225,6-0,4.73,41.0,318.5,73.7,A high-motor second-level defender with the range and athleticism to contribute in multiple phases. Thrives in space where his closing...
NFLDraftBuzz,360,Stone Handy,240,6-5,4.8,46.0,361.0,73.7,Raw tools and physical development indicate rotational edge defender upside in a defense emphasizing power rushing concepts. Length and...
NFLDraftBuzz,361,Graham Mertz,216,6-3,4.95,17.0,311.5,73.4,"Graham Mertz has shown marked improvement during his tenure at Florida, bouncing back from a turbulent spell at Wisconsin. His..."
NFLDraftBuzz,362,DeAndre Jules,315,6-4,5.26,76.0,320.0,73.4,
NFLDraftBuzz,363,Beaux Collins,202,6-3,4.52,56.0,334.3,73.4,Collins brings an intriguing skill set to the table as a big-bodied perimeter target. His ability to high-point the football and win in...
NFLDraftBuzz,364,Garrett Greene,201,5-11,4.5,24.0,430.0,73.2,
NFLDraftBuzz,365,Mario Williams,178,5-9,4.55,70.0,458.0,73.2,"A dynamic slot weapon with the potential to impact the game in multiple facets, Williams brings instant juice to an NFL offense. His elite..."
NFLDraftBuzz,366,Jay Toia,325,6-3,5.2,71.0,309.0,73.1,Toia profiles as a classic run-stuffing nose tackle at the next level who can anchor the interior of an NFL defensive line. His...
NFLDraftBuzz,367,Donovan McMillon,205,6-2,4.47,77.0,393.5,73.1,"Can deliver the big hit and isn't afraid to jump inside to slow the ball. Strong hands to make plays on the ball, effective blitzer who..."
NFLDraftBuzz,368,Jalen Rivers,325,6-5,5.29,28.0,152.9,73.0,A bulldozer in the trenches with the versatility to man multiple positions along the offensive front. Rivers brings a blend of raw power...
NFLDraftBuzz,369,Caden Prieskorn,255,6-6,4.7,20.0,283.0,73.0,Prieskorn profiles as a developmental Y-tight end prospect with the potential to carve out a role in two-tight end sets early in his NFL...
NFLDraftBuzz,370,Steven Parker,260,6-4,4.7,85.0,375.0,73.0,
NFLDraftBuzz,371,Justin Whiteside,220,6-0,5.0,47.0,376.0,73.0,
NFLDraftBuzz,372,Marcus Dumervil,310,6-5,5.2,76.0,372.0,73.0,
NFLDraftBuzz,373,Omari Thomas,325,6-4,5.01,88.0,384.5,73.0,
NFLDraftBuzz,374,Zeke Correll,307,6-3,5.1,80.0,438.5,73.0,"A technically sound interior lineman, Correll's NFL prospects will be influenced by his final season at NC State following his transfer..."
NFLDraftBuzz,375,Reuben Fatheree II,320,6-8,5.35,83.0,459.0,73.0,Fatheree II enters the NFL draft as a raw talent with intriguing physical tools but significant technical flaws. His imposing frame and...
NFLDraftBuzz,376,Maliq Carr,265,6-6,4.63,27.0,520.0,73.0,
NFLDraftBuzz,377,Will Rogers,216,6-2,4.92,23.0,428.0,72.8,Rogers projects as a backup quarterback who could fit in a West Coast or quick-passing offensive system at the next level. His...
NFLDraftBuzz,378,Antario Brown,219,5-10,4.39,43.0,467.0,72.6,Possesses quick feet and straight-line speed but doesn't have the elite burst to be a constant big-play threat. Improving patience as a...
NFLDraftBuzz,379,Hudson Card,210,6-3,4.79,28.0,470.0,72.6,Flashes good accuracy to all levels of the field and has the arm strength to make every requisite NFL throw. Possesses an NFL arm. Gets...
NFLDraftBuzz,380,Marques Cox,318,6-5,5.26,78.0,410.5,72.5,Marques Cox projects as a solid developmental tackle with the potential to become a reliable starter in the right system. His extensive...
NFLDraftBuzz,381,Jalin Conyers,260,6-4,4.74,17.0,255.3,72.2,Conyers brings an intriguing skill set to the NFL as a receiving tight end with room for development. His size-speed combination and...
NFLDraftBuzz,382,Dominic Lovett,187,5-10,4.4,48.0,290.7,72.1,"Lovett fits the mold of a productive slot receiver at the NFL level, with the tools to contribute immediately in the right system. His..."
NFLDraftBuzz,383,Zakhari Franklin,190,6-1,4.62,55.0,328.3,72.0,"Franklin fights his way off the line of scrimmage against press coverage, showing quick, violent hands and good balance. Shows good sense..."
NFLDraftBuzz,384,J.J. Weaver,255,6-5,4.69,48.0,386.0,72.0,J.J. Weaver profiles as a rotational edge defender with scheme-specific value in a 3-4 system. His positional flexibility and refined...
NFLDraftBuzz,385,Tommy Mellott,208,6-0,4.42,27.0,446.0,72.0,Mellott profiles as a developmental QB with the tools to contribute in specialty packages early in his NFL journey. His plus-plus...
NFLDraftBuzz,386,Jonathan Mendoza,310,6-9,5.4,88.0,508.0,72.0,Mendoza brings a tantalizing blend of size and technical proficiency to the tackle position. His pass protection skills are his calling...
NFLDraftBuzz,387,Aidan Keanaaina,320,6-3,5.15,90.0,388.0,71.5,
NFLDraftBuzz,388,Sean Martin,295,6-5,4.94,83.0,361.7,71.4,Martin projects as a developmental edge defender with the potential to contribute in a rotational role early in his NFL career. His blend...
NFLDraftBuzz,389,Jake Smith,200,6-0,4.46,61.0,390.0,71.0,
NFLDraftBuzz,390,Donald Chaney,220,5-11,4.52,34.0,392.0,71.0,
NFLDraftBuzz,391,Ben Bywater,235,6-3,4.61,49.0,393.0,71.0,"A high-motor linebacker with three-down potential, Bywater brings versatility and special teams value to an NFL roster. His instincts and..."
NFLDraftBuzz,392,Kyle Ford,225,6-1,4.72,64.0,395.0,71.0,
NFLDraftBuzz,393,Isheem Young,210,5-10,4.51,82.0,419.5,71.0,"A hard-hitting safety with a compact build, Young brings a physical presence to the secondary. His ability to play downhill and contribute..."
NFLDraftBuzz,394,Gerald Mincey,335,6-6,6.02,86.0,492.0,71.0,Gerald Mincey brings a blend of size and power to the offensive tackle position. His road-grader frame and mauler mentality in the run...
NFLDraftBuzz,395,Noah Daniels,210,6-0,4.42,78.0,396.0,70.7,"Based on athletic ability and talent Daniels alone would be an easy first-round selection, but the huge elephant in the room is an almost..."
NFLDraftBuzz,396,John Campbell Jr....,330,6-6,5.46,89.0,525.5,70.6,"Campbell Jr.'s skill set aligns with zone-blocking schemes and up-tempo offenses. His quick feet and spatial awareness, honed in..."
NFLDraftBuzz,397,Arian Smith,185,6-0,4.36,47.0,287.0,70.4,"As Arian Smith enters his fifth and final season with the Georgia Bulldogs in 2024, he faces a critical juncture in his football career...."
NFLDraftBuzz,398,Moose Muhammad III...,195,6-1,4.48,62.0,390.3,70.4,Muhammad III projects as a developmental prospect with upside at the next level. His natural ball skills and ability to make difficult...
NFLDraftBuzz,399,Cal Haladay,233,6-1,4.68,56.0,494.0,70.3,"Cerebral player, quick to react to twists and stunts up front, and Haladay shows an excellent understanding of angles when moving out as a..."
NFLDraftBuzz,400,Gavin Bartholomew,250,6-5,4.7,23.0,298.8,70.0,"Bartholomew brings a lunch-pail mentality to the tight end position, showcasing positional versatility and a willingness to do the dirty..."
NFLDraftBuzz,401,Dominick Blaylock,203,6-1,4.55,65.0,407.0,70.0,"Blaylock is quicker than fast and lacks elite wheels to simply blow by defenders, but Blaylock has good football speed. Does not possess..."
NFLDraftBuzz,402,Dontae Manning,190,5-10,4.39,91.0,482.0,70.0,"Has good awareness and quick feet. Fluid backpedal, aggressive attacking the receiver from the snap, and flashes spectacular ball..."
NFLDraftBuzz,403,Peny Boone,232,6-1,4.69,46.0,482.5,70.0,
NFLDraftBuzz,404,Desmond Evans,270,6-6,4.9,94.0,483.5,70.0,"Shows a natural feel for setting up blockers and getting them off-balance. His hands are active and violent, and Evans quickly disengages..."
NFLDraftBuzz,405,MJ Sherman,245,6-3,4.48,55.0,487.0,70.0,Sherman flashes the take-on skills and functional strength to play the middle of a 4-3. He has violent hands and consistently breaks away...
NFLDraftBuzz,406,Micah Mazzccua,325,6-5,5.3,87.0,503.5,70.0,"Has a strong, flexible core, and the ability to absorb and anchor against the bull rush as a pass protector. Fires out of his stance with..."
NFLDraftBuzz,407,Jacolby George,176,6-0,4.44,57.0,342.0,69.4,George currently looks like a late-round selection with potential to contribute in a spread offense emphasizing quick-hitting passes....
NFLDraftBuzz,408,Jam Griffin,208,5-9,4.5,35.0,409.0,69.0,
NFLDraftBuzz,409,JT Daniels,237,6-2,4.81,22.0,411.0,69.0,Enough arm strength to drive the ball through tight windows up to 20 yards downfield. Spreads the ball around to multiple receivers. Good...
NFLDraftBuzz,410,Hank Bachmeier,215,6-2,4.85,30.0,515.0,69.0,"Gets the ball out quickly, making ·splitsecond decisions. Good short to intermediate level accuracy, demonstrating the ball placement to..."
NFLDraftBuzz,411,Seth McGowan,220,6-1,4.55,36.0,412.0,68.8,
NFLDraftBuzz,412,Dorian Singer,177,6-0,4.5,73.0,483.0,68.6,He’s equally dangerous in catch-and-run situations as Singer is taking the top off a defense His long arms allow him to play bigger than...
NFLDraftBuzz,413,Tre Williams,315,6-2,5.1,91.0,414.0,68.3,
NFLDraftBuzz,414,Steve Linton,237,6-5,4.81,43.0,328.3,68.0,"Linton's NFL transition will be marked by his raw athleticism and pass-rush potential, balanced against his need for technical refinement..."
NFLDraftBuzz,415,Quinton Cooley,220,5-7,4.71,39.0,449.0,68.0,"Cooley's skill set profiles him as a potential committee back at the next level, best suited for a zone-blocking scheme that maximizes..."
NFLDraftBuzz,416,Chidozie Nwankwo,290,5-11,5.6,99.0,540.5,68.0,"Super athletic - Made Bruce Feldman's 2023 Freak's List at #97. He Wrote: ""Nwankwo (36 tackles, 3.5 TFLs in 2022) cleans 345 pounds,..."
NFLDraftBuzz,417,Rivaldo Fairweather,252,6-4,4.72,25.0,375.3,67.3,"A fluid mover capable of creating some separation over the middle of the field, Fairweather has the long arms and soft hands to provide a..."
NFLDraftBuzz,418,R.J. Moten,229,6-0,4.45,84.0,436.5,67.2,Understands zone concepts and is aware of his surroundings. Reliable tackler who reacts quickly when Moten sees it. Very good in run...
NFLDraftBuzz,419,Brian Ugwu,256,6-3,4.8,93.0,456.3,67.2,"Ugwu has the strong core and powerful hands to shed blockers, and Ugwu shows excellent instincts with the ability to quickly locate the..."
NFLDraftBuzz,420,Collin Schlee,225,6-3,4.6,31.0,531.5,67.2,"Sees the field very well when the play breaks down and occasionally changes plays at the line. He’s a pure athlete, loose-limbed and..."
NFLDraftBuzz,421,Corey Rucker,214,6-0,4.49,78.0,544.0,67.1,"Balanced, savvy route runner with top field awareness, setting up and selling routes beautifully. Good quickness off the line. Has size..."
NFLDraftBuzz,422,Woodi Washington,195,5-11,4.57,86.0,438.5,67.0,"Instinctive, adept at reading routes and anticipating throws, and strong in zone coverage. Has the quick feet to mirror receivers..."
NFLDraftBuzz,423,Ty French,225,6-1,4.57,58.0,504.0,67.0,"French embodies the modern NFL ""tweener"" - a player whose exceptional athleticism and production are at odds with his lack of..."
NFLDraftBuzz,424,Sevion Morrison,215,6-0,4.55,37.0,425.0,66.9,
NFLDraftBuzz,425,Trey Sanders,215,6-0,4.8,50.0,519.5,66.8,"Does not possess top breakaway speed, though he's rarely caught from behind. His passing game skills are strong. He’s a natural hands..."
NFLDraftBuzz,426,Ja'Had Carter,205,6-1,4.5,83.0,427.0,66.0,"He’s physical at the line of scrimmage, showing unexpected power in his hands. He’s tall-framed with long arms to match. With his..."
NFLDraftBuzz,427,Trikweze Bridges,200,6-2,4.43,100.0,534.0,66.0,"He’s tall-framed with long arms to match. With his powerful hands, straight-line speed, and fluidity in his hips, turning and chasing..."
NFLDraftBuzz,428,Monaray Baldwin,172,5-9,4.32,68.0,432.5,65.8,Baldwin's elite athleticism and game-breaking speed make him an intriguing day-three prospect with the potential to carve out a niche...
NFLDraftBuzz,429,John Emery Jr.,220,6-0,4.37,38.0,430.0,65.7,"His skills as a runner translate nicely to the next level, and Emery could emerge as an early down back on a team that uses a zone running..."
NFLDraftBuzz,430,Elijah Simmons,340,6-2,5.37,72.0,309.3,65.3,"His motor is excellent, and he’s quick to locate the ball and make plays against the run. Big-bodied rusher with very good upper-body..."
NFLDraftBuzz,431,Eugene Asante,219,6-1,4.48,32.0,273.0,65.0,"Keeps feet moving after initial contact. Jumps inside as a counter to typical rush, but needs to show a larger variety of moves. Good..."
NFLDraftBuzz,432,Trey Morrison,189,5-9,4.5,85.0,437.0,65.0,His ball skills are very good. Morrison tracks the ball well downfield and has the hands and coordination to come away with interceptions...
NFLDraftBuzz,433,Deshawn Pace,220,6-2,4.55,88.0,459.5,65.0,"Elite athletic skills -- Made Bruce Feldman's 'Freaks List' at number 93. He wrote: ""The 6-2, 212-pound senior has very good speed,..."
NFLDraftBuzz,434,Ruben Hyppolite II...,232,6-0,4.45,57.0,502.0,65.0,"Flashes explosive pop on contact. Wraps arms securely to make the reliable tackle, but is not technically sound. He’s rangy and..."
NFLDraftBuzz,435,Khari Coleman,220,6-1,4.69,59.0,505.0,65.0,"Work in progress as a pass rusher, with upfield burst and flexibility to dip and scrape. Intelligent player who can play ""MIKE"" linebacker..."
NFLDraftBuzz,436,Jalen White,220,6-1,4.57,48.0,511.5,65.0,"A physically gifted runner with the raw tools to develop into a productive NFL back. Boasts the size-speed combination that scouts covet,..."
NFLDraftBuzz,437,Seth Henigan,215,6-3,4.76,18.0,320.0,64.5,Henigan's tape shows a quarterback with solid developmental traits but significant room for growth. His ability to work through...
NFLDraftBuzz,438,Jayson Jones,355,6-6,5.32,97.0,507.0,64.5,"Strong tackler. Has good power in hands and can anchor, shed, and chase. He’s long but has a powerful lower body and plays with impressive..."
NFLDraftBuzz,439,Jack Howell,200,6-0,4.63,95.0,497.5,64.2,Trusts his eyes with very good awareness. Has very good reaction skills to break quickly on the ball. Extremely aggressive to come up and...
NFLDraftBuzz,440,Chandler Morris,191,6-0,4.68,25.0,441.0,64.0,
NFLDraftBuzz,441,Gerry Bohanon,225,6-3,4.59,32.0,545.5,64.0,"Elite athletic skills -- Made Bruce Feldman's 'Freaks List' at number 91. He wrote: ""Bulls strength coach George Courides says he is “by..."
NFLDraftBuzz,442,Devin Kirkwood,205,6-3,4.5,93.0,495.5,63.6,Good instincts and anticipation reads and reacts with discipline. Dangerous with the ball in his hands. Shows good instincts when facing...
NFLDraftBuzz,443,Maurice Smith,298,6-3,5.24,91.0,533.0,63.4,"Understands angles and plays with good leverage. Smith has long arms and heavy hands, using them effectively in pass protection, and Smith..."
NFLDraftBuzz,444,Khris Bogle,244,6-4,4.87,98.0,531.0,63.2,Has a quick burst off the line and times the snap well. Good upper-body strength and length to lock-out his opponent and at least moderate...
NFLDraftBuzz,445,Jeremy James,335,6-6,5.25,81.0,446.0,63.0,"James has long arms that allow him to survive as a pass protector on the edge, and James typically plays with good balance. Dips shoulder..."
NFLDraftBuzz,446,Nick Jackson,235,6-0,4.65,51.0,465.5,62.9,"He’s rangy and instinctive when he’s looking into the backfield as a zone defender. Jackson chases well in pursuit, and Jackson has the..."
NFLDraftBuzz,447,Chris Tyree,190,5-10,4.29,77.0,511.0,62.6,"A former running back turned slot receiver, Tyree brings game-breaking speed and versatility to the table. His explosive acceleration..."
NFLDraftBuzz,448,Ali Jennings,205,6-2,4.46,79.0,546.5,62.5,"The tape shows a nuanced route runner with soft hands and a knack for finding holes in zone coverage. While not a burner, this wideout..."
NFLDraftBuzz,449,Rayshon Luke,172,5-9,4.28,40.0,451.0,62.4,Luke fits the mold of a change-of-pace back and potential returner at the next level. His elite speed and big-play ability will intrigue...
NFLDraftBuzz,450,Marcel Brooks,215,6-2,4.5,50.0,450.0,62.4,"Can attack the edge with speed and has the flexibility to dip low and under the tackle's reach. An undersized but explosive athlete, Is a..."
NFLDraftBuzz,451,Tyrone Howell,204,6-3,4.55,69.0,452.0,62.3,Good effort and technique as a blocker for his size. Can beat the press with elusiveness or physical contact. Runs crisp routes with sharp...
NFLDraftBuzz,452,Davonte Brown,195,6-2,4.58,87.0,451.5,62.1,Trusts his eyes with very good awareness. Has very good reaction skills to break quickly on the ball. Fluid mover with decent speed and...
NFLDraftBuzz,453,Ryan Linthicum,305,6-3,5.05,82.0,454.0,62.0,Has good footwork and technique. Balanced and agile pass protection set with excellent hand placement. At his best mauling in the run...
NFLDraftBuzz,454,Chip Trayanum,227,5-11,4.39,41.0,455.0,61.8,"Trayanum's freakish blend of size, speed, and raw power makes him one of the most intriguing physical specimens in this draft class...."
NFLDraftBuzz,455,EJ Smith,215,6-0,4.7,49.0,513.0,61.8,Smith's skill set suggests potential as a rotational back in an NFL committee approach. His soft hands and route-running acumen project...
NFLDraftBuzz,456,Silas Bolden,160,5-8,4.38,67.0,426.5,61.5,"Often used on deep routes, getting separation down the sideline or over the middle on crossing routes by extending his arms rather than..."
NFLDraftBuzz,457,Marcus Tate,315,6-5,5.5,73.0,336.3,61.3,"Has a strong, flexible core, and the ability to absorb and anchor against the bull rush as a pass protector. Uses his hands well, with..."
NFLDraftBuzz,458,Jacob Dobbs,233,6-0,4.6,62.0,552.0,61.3,"He’s a natural in coverage, with the movement skills of a defensive back in man coverage against tight ends. Has enough twitch and speed..."
NFLDraftBuzz,459,Trejan Bridges,185,6-1,4.6,71.0,460.0,61.2,"He’s a fluid athlete with excellent short-area quickness; Bridges should be able to create separation, and he has the straight-line speed..."
NFLDraftBuzz,460,Kendall Bohler,195,6-0,4.59,90.0,468.5,61.2,"Super athletic - Made Bruce Feldman's 2023 Freak's List at #71. He Wrote: "" the 5-11, 190-pound Bohler is a preseason first-team..."
NFLDraftBuzz,461,Ladarius Tennison,200,5-10,4.48,97.0,517.0,60.9,"Eager to come downhill as a tackler and plays with a physical edge, and he’s effective as a blitzer. Has the violent hands to discard..."
NFLDraftBuzz,462,Chico Bennett Jr.,256,6-4,4.69,100.0,544.0,60.9,"His spin move is already NFL-caliber, and Bennett displays a very good motor. Bennett has a lethal spin move and the pure speed to..."
NFLDraftBuzz,463,Tyreke Johnson,180,6-1,4.45,89.0,464.0,60.8,Always seems to find the ball quickly enough to at least get a hand on it. Not afraid to stick his nose into traffic against the run...
NFLDraftBuzz,464,Rocco Spindler,331,6-5,5.2,84.0,466.0,60.6,"Plays with appropriate wide base and intelligence, instincts and agility to seal the edge. Aggressive extending with power to punch and..."
NFLDraftBuzz,465,Mason Cobb,230,6-0,4.7,61.0,529.5,60.6,"Cobb has excellent awareness in zone coverage. In coverage, Cobb shows excellent awareness and anticipation when dropping back into zone,..."
NFLDraftBuzz,466,Donte Kent,195,5-11,4.38,99.0,529.0,60.5,Does a good job getting his head around in time when playing with his back to the line of scrimmage. Has the ability to cover quickness...
NFLDraftBuzz,467,Tommy Brockermeyer...,310,6-5,5.0,85.0,468.0,60.4,"Shows excellent awareness when presented with stunts and blitzes, and Brockermeyer works well with teammates on combo blocks Adequate foot..."
NFLDraftBuzz,468,Payton Thorne,203,6-2,4.7,26.0,445.0,60.0,"He’s good enough as a runner to work read-option plays, keeping back-side defenders in place. Sees the field very well when the play..."
NFLDraftBuzz,469,Evan Prater,202,6-4,4.6,72.0,469.0,60.0,
NFLDraftBuzz,470,Gee Scott Jr.,243,6-3,4.6,26.0,518.0,60.0,"Gee Scott Jr. profiles as a developmental ""F"" tight end with intriguing upside in the passing game. His transition from wide receiver to..."
NFLDraftBuzz,471,Jalen Kimber,188,6-0,4.39,98.0,518.0,60.0,"Kimber has the quick feet and loose hips to line up in press, where Kimber has the size and strength to get physical, and then the quick..."
NFLDraftBuzz,472,Marcus Major,220,6-0,4.61,44.0,473.0,59.4,
NFLDraftBuzz,473,Robert Scott Jr.,337,6-5,5.39,90.0,528.5,59.3,"At his best mauling in the run game, playing with a nasty demeanor and consistently keeping it going through the whistle. Above-average..."
NFLDraftBuzz,474,Payton Page,310,6-4,5.13,86.0,382.3,59.2,"A technician with a high motor, Page has a variety of moves and displays exceptionally good hand use. Page shows a strong finishing burst..."
NFLDraftBuzz,475,Marcus Carroll,210,5-10,4.81,52.0,539.5,59.1,"Carroll's productivity and durability in 2023 are promising, but the step up in competition at Missouri will be crucial for his draft..."
NFLDraftBuzz,476,Jared Harrison-Hun...,285,6-4,4.86,74.0,314.5,58.9,"He’s quick to react and locate the ball, and Harrison-Hunte shows enough speed to succeed in backside pursuit. Harrison-Hunte plays with..."
NFLDraftBuzz,477,Derek Wingo,233,6-1,4.78,52.0,479.0,58.7,"Quick to read run, showing good agility and speed to get past blockers and finish. Experienced in coverage and gets a strong jam on outside..."
NFLDraftBuzz,478,Frank Ladson Jr.,205,6-3,4.51,80.0,548.0,58.7,Has a knack for getting open and is a quarterback's best friend - passers just need to toss the ball in his area and he'll come down with...
NFLDraftBuzz,479,Clarence Lewis,201,6-0,4.45,102.0,573.5,58.6,Good instincts and anticipation reads and reacts with discipline. Dangerous with the ball in his hands. Plays the ball as if it was thrown...
NFLDraftBuzz,480,Campbell Barrington,303,6-6,5.15,92.0,568.0,58.5,"Willing to attack and punches multiple times to finish the play. Quick to pick up edge blitz and shows no panic, easily adjusting angles..."
NFLDraftBuzz,481,Grayson McCall,220,6-3,4.67,29.0,482.0,58.4,McCall's transition to NC State for his final season will be crucial in evaluating his NFL readiness. His record-breaking...
NFLDraftBuzz,482,Justin Flowe,220,6-2,4.57,60.0,521.5,58.4,"Accelerates rapidly and has a great feel for angles. Flowe isn’t huge, but Flowe packs a pop. He understands angles and takes very good..."
NFLDraftBuzz,483,Chantz Williams,255,6-4,4.53,103.0,573.0,58.4,"Williams has ideal length as an edge rusher, with room to add more weight onto his frame. He’s very good with his hands, a technician..."
NFLDraftBuzz,484,Josh Williams,210,5-9,4.45,42.0,456.5,58.2,"Finishes and doesn't quit; competitor with a positive attitude and leadership traits that coaches admire. Outstanding in the screen game,..."
NFLDraftBuzz,485,Demouy Kennedy,215,6-3,4.5,53.0,485.0,58.2,"An undersized but explosive athlete, Is a sideline-to-sideline playmaker. He’s a fluid mover who reads, reacts and accelerates quickly...."
